 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75
1,1351.554,342.545,922.472,238.984,425.843,341.912,269.606,246.786,436.130,345.788,211.474,176.633,299.897,453.094,162.568,166.309,208.007,708.431,362.773,132.939,198.544,297.413,308.987,44.683,167.311,261.058,290.017,92.898,265.036,179.180,193.335,224.658,223.535,770.865,455.241,761.697,441.231,356.347,153.357,368.753,456.020,238.194,275.452,350.585,205.464,138.603,272.025,147.636,148.203,175.038,304.014,417.341,181.014,234.933,317.909,270.368,257.943,498.541,340.700,135.096,256.591,155.212,343.147,110.941,300.956,81.493,139.252,142.930,89.484,190.571,196.991,93.065,422.074,339.604,127.177
2,1634.376,333.649,877.169,143.651,454.126,485.426,392.240,271.912,332.805,432.655,210.403,113.048,250.603,456.578,181.730,171.449,232.022,791.008,399.448,168.748,197.882,257.503,234.860,93.508,257.378,296.333,381.448,221.796,263.964,323.616,185.419,308.685,265.228,579.468,547.316,406.557,280.769,251.187,213.250,327.907,317.190,354.813,295.237,210.738,161.829,170.809,325.420,300.082,166.636,194.373,328.094,231.829,293.586,352.563,369.152,264.993,209.617,453.622,376.558,400.311,118.356,229.343,193.155,166.412,212.096,162.577,132.482,111.860,62.195,178.390,317.803,78.753,165.309,229.743,200.146
3,1518.439,417.530,792.500,160.403,465.542,397.735,354.962,416.585,398.097,628.982,155.117,62.789,195.759,468.422,98.311,276.191,159.733,779.946,376.058,213.770,183.323,194.801,295.147,130.651,160.646,327.977,300.391,169.971,270.386,369.853,314.361,318.748,230.811,614.509,339.910,573.836,350.308,343.218,178.911,409.960,311.817,320.548,334.319,304.492,242.017,173.943,361.655,472.273,135.392,263.449,419.109,424.930,271.579,328.992,253.374,375.612,373.234,549.838,239.333,263.948,150.788,466.000,228.558,176.596,158.912,84.876,53.748,77.325,65.005,279.895,250.060,113.857,258.021,407.495,256.646
4,1468.943,425.000,1023.955,215.984,328.277,449.294,610.375,270.063,338.335,502.726,294.532,108.458,298.609,421.739,157.649,90.412,114.859,723.954,446.292,132.609,65.810,208.806,284.133,84.738,332.299,259.076,282.776,213.372,301.669,264.213,300.581,282.820,220.402,639.374,496.211,588.992,342.747,253.451,121.179,355.460,360.817,355.516,206.563,327.423,176.309,227.170,164.487,261.127,231.755,125.759,451.217,455.643,228.764,296.151,324.576,308.099,398.596,465.126,288.775,258.274,314.091,427.000,227.457,109.125,314.632,61.363,161.842,20.172,84.279,221.371,232.897,205.247,249.755,394.347,201.125
5,1734.408,586.896,1224.798,217.713,387.211,356.426,283.462,287.950,480.638,496.212,213.383,88.837,280.052,564.056,143.419,128.456,133.222,645.854,255.929,212.278,143.010,227.095,440.687,103.730,291.341,332.018,269.293,109.883,210.988,257.621,252.819,467.495,269.724,589.930,487.045,676.672,430.253,272.130,220.420,560.860,354.353,362.961,289.763,333.885,133.470,196.440,405.420,348.127,251.748,270.627,407.754,472.388,356.150,315.420,185.960,461.645,339.922,651.126,345.783,335.652,284.856,208.920,301.527,134.581,169.478,147.776,112.388,159.108,164.521,175.924,252.299,105.169,333.830,416.347,350.417
6,1578.121,365.903,1142.376,189.977,493.759,484.838,351.346,264.189,417.719,416.540,169.558,142.205,192.374,470.778,186.851,293.265,165.830,723.308,337.610,206.917,101.031,149.891,215.520,123.484,271.488,199.544,346.575,184.715,184.386,316.318,217.077,310.631,240.039,550.579,558.940,478.041,708.308,344.653,163.795,614.420,342.529,313.619,215.052,362.815,181.249,227.957,289.168,353.300,220.196,229.323,525.239,513.171,265.929,231.412,115.202,386.599,220.716,711.306,277.367,508.348,333.492,295.620,335.853,269.485,229.250,94.562,188.144,131.439,115.063,278.133,204.282,173.766,219.160,433.000,224.771
7,1400.299,399.216,941.573,241.775,351.283,381.331,405.135,245.667,345.995,350.301,241.078,151.157,191.454,630.039,98.865,225.015,115.474,580.208,440.597,190.909,180.451,304.945,269.300,157.619,238.585,364.398,399.454,188.533,167.982,336.545,266.400,473.090,239.606,578.491,697.015,804.369,669.484,305.311,217.991,500.813,307.327,311.813,378.511,226.623,307.917,294.759,151.092,257.973,86.769,215.778,296.659,503.078,351.064,291.655,460.960,289.737,438.504,475.486,350.842,245.489,178.462,356.387,228.512,129.088,164.765,44.597,118.403,76.885,126.358,234.600,125.829,40.117,313.926,312.990,209.083
8,1682.121,354.381,922.803,331.163,425.223,328.235,322.404,280.937,572.822,490.584,217.149,132.807,182.408,504.928,223.568,187.390,210.252,664.638,461.136,165.178,223.472,318.328,324.713,175.897,322.317,300.895,354.690,168.547,101.145,377.052,290.981,418.450,355.323,656.719,394.850,641.180,573.209,250.218,210.116,653.193,292.183,321.626,352.563,419.769,293.298,256.631,334.471,365.945,178.462,172.671,376.304,495.380,112.879,339.429,250.818,254.691,384.901,391.973,204.225,348.800,231.515,290.029,411.372,121.199,312.250,109.711,109.554,97.490,161.226,388.657,161.650,132.831,381.915,298.851,230.417
9,1548.045,374.119,1092.506,378.868,428.331,358.066,327.125,279.170,436.119,657.283,322.104,90.886,133.879,531.750,281.014,193.912,265.815,648.308,385.175,133.917,232.446,223.308,275.227,50.063,249.872,209.754,451.500,266.277,171.289,458.038,258.006,292.505,420.386,685.491,450.113,622.541,472.824,188.435,212.062,517.940,564.843,346.832,325.444,306.631,211.044,249.695,315.613,307.918,95.832,180.184,287.326,560.643,421.386,404.765,212.889,262.461,395.170,615.892,304.467,353.274,240.023,319.745,370.589,85.250,179.596,75.587,129.906,90.866,163.700,280.419,241.650,46.234,267.713,351.842,173.427
10,1855.618,350.060,997.163,160.713,408.512,349.669,296.048,347.025,382.573,547.389,159.753,179.777,279.770,481.856,315.311,181.140,185.504,691.569,414.461,258.209,169.785,317.721,208.500,155.000,302.402,385.708,299.161,143.036,175.584,287.867,232.839,384.162,232.937,667.450,523.940,555.016,757.857,281.974,336.732,448.407,343.562,420.594,312.311,423.100,153.928,232.943,139.958,414.545,83.315,186.032,424.428,470.884,322.493,296.042,404.101,311.816,316.908,689.955,436.725,337.578,275.106,377.314,213.209,145.176,276.824,117.269,172.576,152.930,164.274,243.038,256.863,46.481,300.968,250.693,270.448
11,1517.943,346.791,964.348,332.116,433.705,374.801,259.087,270.698,439.238,384.292,207.052,110.843,262.793,475.883,181.703,247.868,171.970,816.369,459.955,170.613,154.708,234.463,372.013,178.571,277.762,272.327,442.264,186.971,218.536,316.616,364.394,430.658,348.787,547.211,569.143,549.000,355.978,270.518,215.054,387.093,250.170,254.213,227.319,220.431,281.608,159.908,186.613,420.818,121.601,241.462,323.667,616.651,211.529,275.462,483.798,342.599,353.213,482.126,280.392,366.044,227.629,376.584,396.008,69.691,228.390,122.378,119.374,106.701,108.632,300.943,194.675,61.506,393.851,408.465,103.375
12,1706.089,346.978,1110.994,232.000,565.199,308.838,426.269,205.308,493.930,438.133,234.935,95.127,178.023,363.167,246.095,190.787,109.748,787.792,277.799,212.143,137.431,203.786,302.540,83.333,303.226,239.895,518.443,156.285,337.175,422.256,270.077,525.604,316.795,530.450,319.128,636.369,463.473,223.876,288.125,355.407,383.784,290.361,320.096,310.000,247.713,252.965,303.782,182.045,195.538,82.146,225.884,605.217,195.050,350.824,215.202,312.901,397.936,888.658,369.833,573.941,276.205,243.168,308.767,135.368,300.691,80.095,92.432,165.357,84.805,327.810,171.111,148.675,352.181,293.426,213.844
13,1476.248,474.000,1012.590,210.364,391.392,320.794,427.471,302.478,371.373,394.841,219.422,172.078,168.138,455.611,279.554,177.860,227.089,617.715,466.565,132.248,67.877,245.995,221.040,208.595,231.780,299.813,339.264,141.007,141.855,303.218,245.058,322.937,248.039,794.322,333.436,524.566,598.835,284.575,227.938,541.513,428.562,344.703,339.674,430.331,179.304,301.298,359.992,388.545,226.413,194.342,258.725,596.403,252.057,362.790,259.717,303.993,261.454,438.306,306.108,361.474,176.030,515.036,271.752,137.426,225.287,118.478,191.180,106.586,152.989,218.133,427.316,149.662,395.596,255.584,158.125
14,1986.930,446.806,1006.640,239.279,461.108,399.978,405.981,433.013,365.205,470.062,261.487,125.536,182.925,563.450,338.500,312.353,217.859,778.808,331.273,140.465,214.718,178.184,228.627,76.119,213.335,308.696,338.477,141.526,182.536,354.393,400.006,477.595,334.835,610.789,527.338,527.754,294.934,276.181,143.179,493.293,342.582,301.239,257.637,256.077,251.420,281.404,356.798,304.873,164.538,221.532,367.167,622.798,159.593,273.092,274.394,305.724,289.383,593.649,503.625,278.867,181.788,303.161,224.388,166.382,199.728,108.493,137.604,135.057,125.879,281.533,175.538,103.727,364.064,321.149,234.885
15,1581.427,419.418,869.702,184.457,465.940,428.125,573.692,443.113,284.346,553.000,294.429,106.422,269.408,462.094,85.378,275.449,123.711,589.946,416.273,228.970,173.190,193.413,392.860,200.659,258.280,315.673,387.103,168.255,175.361,274.891,276.065,366.477,324.945,522.000,527.842,632.697,349.385,152.016,256.482,584.133,438.556,367.245,324.689,295.062,185.547,321.043,483.546,394.482,185.881,218.633,335.891,547.488,166.164,192.630,251.616,434.303,266.908,562.360,411.650,303.193,158.417,296.299,374.202,170.603,185.059,110.025,147.201,50.726,161.663,319.962,249.496,101.182,286.915,323.168,245.042
16,1784.338,459.261,928.028,296.992,487.687,493.118,326.538,296.937,276.584,539.814,293.500,153.946,258.379,467.061,149.054,223.051,177.667,676.369,573.565,214.965,186.036,282.657,278.920,84.643,192.433,194.415,365.621,187.642,135.729,299.995,402.019,357.189,247.205,611.854,417.872,666.959,616.407,265.694,251.411,561.293,311.301,365.961,271.637,257.354,160.320,336.993,230.782,400.627,150.881,204.449,341.210,482.054,233.057,290.277,190.657,366.664,303.986,555.495,290.425,451.970,164.303,280.898,312.636,158.897,243.390,132.473,93.237,153.637,193.979,243.924,300.197,110.130,332.223,241.505,159.885
17,1613.701,463.664,1180.090,432.147,337.946,520.654,350.904,250.352,432.724,384.903,251.123,210.789,218.810,600.678,160.703,237.713,169.356,999.931,502.019,229.026,148.600,214.353,295.287,148.032,290.433,391.380,390.253,165.796,270.536,392.464,244.942,295.586,269.039,541.158,284.767,689.680,639.011,279.000,221.018,330.753,395.948,304.516,243.630,268.192,365.475,227.355,284.891,395.900,257.832,203.443,244.399,557.744,316.993,243.546,339.980,397.217,436.376,547.757,393.692,323.074,248.098,266.825,373.062,141.963,287.588,67.821,147.899,113.057,85.011,240.314,234.581,76.675,469.904,279.129,140.896
18,1451.401,413.396,1015.803,365.822,434.777,364.360,467.038,346.063,343.168,540.363,269.305,147.548,233.994,386.300,218.311,292.456,247.430,659.231,395.344,192.061,246.923,243.537,289.880,134.579,266.976,289.702,383.029,152.153,231.024,304.147,307.381,384.045,418.276,532.199,472.654,689.082,575.264,321.694,377.196,515.827,450.124,318.452,434.022,171.608,284.834,119.660,258.277,333.245,325.944,259.228,257.775,414.473,244.557,216.714,122.364,207.191,263.305,732.676,319.200,418.333,288.220,157.912,495.992,146.125,136.074,168.438,99.597,116.223,124.763,315.171,271.752,68.351,206.309,349.356,173.698
19,1567.752,396.836,1152.579,92.062,390.470,491.684,540.067,381.981,308.243,373.894,161.071,179.277,308.925,447.233,135.919,180.294,98.733,768.708,474.045,141.061,123.436,282.373,285.067,124.167,259.366,293.901,360.862,161.438,182.807,362.464,203.155,414.649,260.732,539.292,434.188,716.598,364.308,384.295,172.777,289.560,333.163,260.974,209.644,370.138,244.552,295.504,218.185,442.718,242.818,262.266,431.254,403.209,246.693,243.857,326.566,429.888,343.170,518.090,485.717,309.785,224.917,250.168,244.550,104.794,190.926,88.279,126.014,98.025,102.500,336.114,335.350,198.416,457.564,357.446,410.135
20,1514.140,337.672,835.758,272.124,371.114,442.603,394.808,344.528,229.195,698.991,202.260,105.831,312.943,278.111,180.811,235.206,199.533,781.031,683.896,224.578,136.226,168.637,254.133,69.754,281.463,366.088,318.379,59.562,257.416,340.014,331.084,374.676,342.630,604.924,561.752,591.590,605.670,331.948,192.723,516.427,403.007,384.342,224.489,493.969,303.967,149.752,292.008,191.036,136.413,182.386,318.841,461.116,297.429,252.950,247.626,329.697,409.191,558.468,254.283,258.852,239.667,263.569,283.279,81.824,232.537,95.930,136.345,188.713,164.221,358.648,250.598,174.597,403.426,583.307,281.594
21,1736.210,358.313,1121.680,268.349,425.126,421.029,353.894,386.220,358.741,564.469,253.831,132.060,200.259,524.600,136.473,197.949,142.993,718.085,362.987,186.478,149.718,195.303,192.287,216.992,337.652,280.889,397.782,206.693,278.175,343.190,295.006,423.243,255.913,448.760,654.263,538.697,560.648,228.808,280.920,536.700,285.176,328.452,267.733,466.708,196.917,275.950,274.529,365.427,250.671,228.171,485.457,374.264,247.879,360.647,509.313,172.842,268.482,538.333,241.483,322.274,241.477,322.701,408.643,141.390,254.463,103.711,109.683,92.592,106.500,140.267,300.222,287.117,474.351,405.228,153.792
22,1482.013,507.336,1044.388,229.008,440.548,344.596,343.192,339.792,562.632,554.947,176.364,152.958,263.184,343.083,284.392,225.654,153.111,670.885,411.286,187.452,215.277,216.179,242.307,179.302,293.610,285.743,355.776,113.825,159.229,429.649,258.865,353.802,420.488,388.643,407.662,450.779,513.407,199.554,220.214,287.893,364.490,408.974,239.341,304.438,161.746,168.660,214.773,263.836,183.483,129.487,315.507,507.496,187.279,407.025,397.616,370.105,299.099,704.685,398.667,288.919,135.439,185.701,303.062,123.493,316.426,62.856,180.626,127.414,109.168,188.981,211.829,244.416,484.362,386.317,236.562
23,1425.968,439.403,1320.522,246.349,514.325,467.853,467.260,323.157,397.238,567.443,213.143,171.675,295.443,357.739,148.986,188.074,129.807,592.354,507.253,222.804,142.015,259.055,309.587,199.571,293.933,199.842,413.563,171.015,144.855,486.621,315.923,418.486,462.535,594.105,462.406,712.672,606.538,382.637,241.027,493.407,336.941,285.039,223.156,317.223,215.757,215.546,341.143,266.309,270.510,183.190,489.196,572.984,171.443,347.773,186.929,347.704,347.355,546.387,244.092,546.756,286.644,190.124,255.891,85.993,330.074,66.343,117.640,126.166,103.563,275.276,458.889,144.208,320.681,220.287,242.719
24,1676.363,514.321,1179.871,252.124,396.590,450.353,300.500,350.208,456.173,546.080,309.740,176.530,194.414,480.106,97.176,214.279,206.067,614.300,465.870,166.061,123.831,233.861,311.507,92.246,247.372,283.146,442.132,114.328,204.163,319.910,221.465,524.126,359.496,630.228,572.331,481.336,448.659,272.368,145.786,432.233,291.876,295.258,337.356,437.592,302.685,207.950,233.361,355.655,149.168,221.696,395.891,378.163,303.729,214.303,312.535,411.908,327.170,588.820,125.417,278.837,104.348,328.730,446.341,114.257,229.118,126.806,92.784,109.299,115.168,336.381,219.513,155.831,245.543,302.545,477.062
25,1329.611,373.231,1291.646,419.473,452.620,425.140,297.471,239.057,393.708,455.248,290.565,127.777,258.695,370.833,233.149,161.971,201.237,675.715,436.474,182.774,222.154,221.189,265.613,153.611,357.561,255.813,363.546,232.876,155.705,320.858,276.548,379.198,336.622,467.866,386.887,426.164,419.495,202.181,216.616,540.380,368.418,260.684,318.733,309.962,147.066,196.986,127.840,237.536,92.629,193.361,348.870,379.465,258.971,201.882,463.657,319.132,409.546,621.378,403.608,233.052,290.174,229.679,369.186,72.713,300.360,149.881,237.108,101.287,102.389,254.476,199.145,73.104,207.372,341.297,177.958
26,1456.567,331.179,983.663,215.062,319.006,343.676,361.933,353.918,273.135,458.292,211.552,140.380,217.661,418.756,157.270,123.037,233.756,778.346,526.864,126.539,162.503,287.453,247.060,60.881,277.049,288.170,300.966,162.066,245.663,430.498,348.310,459.270,347.614,649.228,434.932,390.951,576.275,261.399,198.393,453.960,288.091,313.013,136.504,447.146,180.818,313.000,298.328,304.655,143.888,204.595,329.848,499.752,276.529,398.269,393.657,324.783,360.652,564.937,322.992,349.652,105.326,262.219,339.651,170.493,127.963,149.448,164.187,88.459,87.958,337.000,248.034,96.805,323.489,163.149,262.531
27,1436.911,527.649,957.702,322.031,517.783,413.809,496.423,336.126,321.919,401.027,104.844,133.114,154.805,484.989,177.851,180.831,246.541,770.500,488.935,188.422,157.887,234.289,212.293,85.865,204.104,342.246,360.557,169.175,178.133,349.654,252.742,416.676,130.024,459.468,473.586,694.025,658.264,161.321,255.348,533.473,279.137,230.923,316.170,316.354,274.967,174.716,190.445,382.655,90.671,263.570,344.870,443.465,338.693,392.277,256.040,278.079,366.794,578.378,426.200,285.393,173.136,233.197,434.915,95.566,297.581,105.478,86.424,117.115,55.521,335.381,161.462,50.273,318.968,308.248,292.240
28,1711.790,401.963,1050.601,266.969,510.867,332.243,687.125,206.371,304.281,302.487,173.604,254.687,214.540,360.478,112.703,172.096,102.052,762.715,347.571,183.074,231.190,245.338,279.320,84.437,260.433,318.719,396.420,195.117,214.651,370.128,324.335,281.730,268.795,592.947,493.977,769.836,525.440,190.373,228.134,463.933,437.601,291.613,237.326,341.154,133.608,170.418,236.227,236.700,162.545,159.956,272.391,591.791,249.971,459.555,226.616,363.743,450.475,526.622,428.233,367.933,325.379,145.022,279.271,80.809,316.779,133.124,222.281,118.548,119.953,238.105,114.692,104.870,221.340,188.624,134.375
29,1514.146,391.724,1069.022,259.558,409.765,396.265,391.058,256.585,370.470,551.832,214.903,138.289,194.580,429.044,138.527,112.949,181.511,687.354,446.468,154.209,187.769,286.015,270.427,111.913,255.415,350.368,398.000,319.168,125.590,328.701,224.019,202.180,431.047,600.637,402.865,593.902,545.341,188.503,101.652,437.473,376.922,365.077,398.444,369.523,232.337,247.894,342.160,321.418,308.657,154.475,408.304,433.163,203.221,383.580,239.626,302.336,393.085,763.459,243.450,352.711,234.318,217.766,325.155,126.162,209.669,55.124,116.734,105.280,146.984,323.286,185.462,45.636,395.660,213.505,223.000
30,1594.108,286.522,919.904,208.078,485.928,342.559,309.740,198.528,317.686,447.973,302.987,133.711,240.701,546.178,195.432,210.015,143.711,649.092,313.968,201.017,123.010,240.736,176.080,108.611,242.780,312.444,337.925,176.985,167.120,335.498,275.542,392.748,428.614,475.977,428.850,684.238,614.934,355.026,201.759,402.113,382.425,334.265,369.704,330.808,222.309,70.376,322.655,217.627,230.273,254.253,254.355,441.589,237.329,359.429,288.364,375.645,302.064,597.207,352.617,370.563,176.341,226.299,298.969,70.779,344.875,130.045,78.050,180.083,90.395,308.752,314.915,145.468,340.181,285.703,250.260
31,1466.879,390.731,889.646,217.016,377.584,414.206,449.183,327.189,477.541,538.965,222.364,169.867,298.678,383.794,210.446,207.993,118.370,694.962,492.500,187.952,169.897,157.677,379.253,122.540,297.512,275.807,441.230,195.883,148.892,354.588,171.400,302.622,176.346,518.316,345.887,566.336,291.363,258.311,165.821,594.433,512.242,298.239,285.585,310.215,193.122,198.270,350.840,249.464,134.783,146.481,294.000,286.535,264.586,377.916,177.980,320.316,320.745,593.495,352.000,288.911,263.159,262.029,282.659,93.154,341.941,190.985,95.331,123.599,90.842,181.581,240.957,18.974,405.330,280.228,390.354
32,1485.478,439.672,1039.107,154.566,369.084,403.382,300.644,162.459,346.584,629.177,262.065,175.241,256.052,280.772,239.541,183.360,117.089,764.362,323.169,201.370,119.585,158.507,229.893,193.294,246.994,244.889,456.161,121.234,149.175,298.242,243.194,554.838,313.717,446.673,359.910,711.213,595.418,333.798,126.054,493.033,363.033,231.916,329.289,152.277,206.840,238.142,492.916,260.927,141.175,251.481,312.413,527.597,236.664,319.160,230.354,434.329,296.085,660.811,390.150,377.407,105.439,254.934,454.295,87.434,271.956,92.900,123.014,57.994,138.995,210.143,308.957,56.584,389.915,291.941,145.979
33,1408.955,496.134,932.365,188.581,375.620,606.912,428.144,332.686,305.832,465.637,243.786,147.181,258.316,439.278,344.838,208.221,126.896,640.246,369.338,177.957,130.415,165.289,248.287,77.302,304.457,214.982,343.425,260.161,143.163,309.621,180.839,380.622,272.346,641.152,492.346,753.869,328.418,245.756,285.312,474.253,333.431,287.897,277.000,311.185,243.077,237.986,194.555,352.291,162.972,328.513,336.949,588.264,314.586,270.521,230.778,444.724,292.780,586.405,458.400,231.570,222.144,196.109,301.798,165.654,185.147,138.234,91.655,112.987,136.026,235.590,211.624,143.662,349.330,300.465,116.740
34,1511.911,382.604,1160.208,261.426,375.018,342.493,263.817,351.987,336.378,338.212,221.993,137.090,193.983,443.378,260.432,198.522,84.356,570.146,339.032,201.330,128.159,266.497,229.607,123.460,170.994,297.930,254.649,136.876,147.349,329.341,301.413,299.000,294.984,443.392,461.932,551.582,464.626,342.440,269.518,526.233,347.033,424.800,368.215,229.215,99.431,250.950,287.412,230.900,274.587,241.956,349.428,481.085,181.636,306.655,235.626,428.099,266.936,594.568,313.608,341.630,152.606,390.445,335.000,113.831,315.610,89.950,64.568,119.395,125.574,261.552,286.137,96.519,466.447,347.436,228.844
35,1355.561,301.313,1055.809,229.674,426.614,496.699,491.385,437.497,314.070,386.841,151.747,124.880,123.713,456.678,307.419,244.912,144.778,899.785,266.493,196.365,177.938,199.537,191.480,62.833,208.970,239.567,287.149,107.934,204.452,350.645,294.387,292.514,174.551,436.047,424.391,701.189,647.516,282.632,196.232,370.973,440.974,273.561,304.778,366.377,170.127,192.184,388.387,232.891,130.993,148.184,354.326,456.891,175.536,361.731,256.717,235.836,241.000,500.117,312.575,313.481,132.462,318.161,324.163,232.279,310.368,117.274,159.540,123.478,89.384,164.400,211.402,117.688,211.787,312.089,338.740
36,1319.013,352.978,1234.270,167.612,453.554,393.235,268.423,338.943,352.757,598.496,233.519,159.193,195.397,424.556,138.311,270.537,114.200,813.138,458.260,160.191,188.928,200.776,279.927,193.976,249.701,306.251,327.966,191.423,129.831,403.393,307.181,299.730,269.512,565.404,310.241,428.057,546.099,307.378,155.116,442.740,222.033,321.497,364.244,373.854,161.348,266.121,308.571,367.709,155.301,275.899,220.609,442.372,223.036,264.664,312.919,356.822,352.879,550.342,282.308,336.993,228.114,369.635,364.891,121.382,224.000,109.134,143.568,112.401,123.632,266.343,230.427,56.870,251.766,357.475,139.458
37,1386.643,373.836,1179.876,140.109,388.434,301.426,446.250,271.157,233.578,435.814,152.708,119.133,166.345,351.656,248.446,142.801,116.874,664.969,416.636,256.209,166.390,241.229,287.927,94.095,288.079,375.409,222.517,186.161,211.398,293.801,250.000,349.306,241.976,603.164,410.474,584.082,437.868,221.482,209.429,656.927,419.438,175.535,156.156,295.608,292.337,215.489,156.916,279.909,152.776,276.146,279.891,424.372,300.514,355.807,563.535,366.967,339.922,506.775,298.675,159.607,196.955,260.044,203.744,179.603,252.059,119.955,104.626,188.815,77.758,182.905,303.675,98.000,316.298,346.812,104.219
38,1288.688,410.351,1287.315,273.767,295.295,370.419,317.865,299.767,566.519,367.575,325.019,131.548,156.356,425.961,368.365,330.316,212.489,780.485,357.532,223.500,66.333,179.174,402.913,174.341,245.860,316.754,279.293,208.613,269.163,358.540,243.768,429.117,290.417,513.316,341.970,470.336,481.538,288.653,394.777,482.953,296.235,295.813,303.111,227.092,252.260,245.014,328.370,318.509,206.294,112.899,183.493,559.651,208.607,220.655,344.000,337.776,414.305,577.820,220.608,363.822,127.735,399.000,274.116,99.949,293.875,145.169,72.137,199.185,121.200,248.886,257.325,139.390,502.511,361.851,235.500
39,1260.841,293.754,1167.843,254.512,317.681,362.353,357.837,300.465,295.903,428.973,188.539,101.036,82.989,437.678,171.486,149.941,118.267,738.062,373.721,177.578,180.421,227.458,295.660,102.198,340.470,307.450,231.609,138.015,280.398,384.218,308.729,433.613,293.496,672.661,384.496,465.098,512.429,141.275,122.902,504.033,334.431,242.194,279.222,329.000,286.785,164.645,249.168,293.464,236.685,265.728,392.855,260.419,319.914,315.681,305.768,451.362,326.553,649.892,312.658,197.059,297.591,235.496,377.667,123.015,295.221,108.741,76.698,84.828,139.858,347.886,282.239,63.026,294.862,409.218,244.625
40,1453.522,451.612,737.612,244.860,436.157,366.897,369.894,406.088,277.773,566.991,217.435,113.446,200.230,552.000,167.932,121.824,209.030,720.446,454.507,132.583,132.133,196.254,245.713,70.413,379.951,332.327,220.276,121.672,187.000,305.645,251.019,399.288,343.528,522.251,528.429,822.213,472.495,286.642,222.812,366.700,399.379,231.516,207.185,283.054,262.188,185.291,262.429,320.000,88.315,325.310,198.087,493.085,265.729,309.992,309.384,269.421,341.723,629.180,461.708,216.733,187.121,153.219,350.202,110.140,337.419,131.423,72.640,109.484,155.668,221.743,292.017,71.052,363.085,385.030,261.531
41,1535.369,296.552,918.382,191.721,321.126,315.824,496.058,207.170,365.146,239.460,139.838,135.783,127.351,376.311,192.230,161.662,162.185,763.492,472.195,209.139,83.610,328.562,391.813,64.905,232.707,156.509,362.937,197.212,191.229,276.905,198.877,267.910,229.701,582.860,311.075,670.877,587.022,297.290,281.384,317.647,498.359,298.252,192.259,422.523,178.519,174.348,312.260,292.627,164.105,265.804,242.203,554.124,196.743,306.454,315.758,332.026,363.830,547.405,347.283,436.415,155.318,264.277,376.380,80.228,285.221,102.741,122.058,106.484,78.600,213.505,233.009,51.000,254.819,325.347,369.323
42,1358.567,366.261,1050.230,209.054,415.861,480.191,311.067,278.333,338.924,531.212,290.792,151.506,241.506,362.867,203.838,305.596,73.852,724.738,329.260,199.496,146.590,152.289,177.540,205.873,302.518,233.439,284.891,65.453,151.946,292.872,407.161,278.270,224.945,542.018,467.105,839.771,349.451,262.446,267.402,447.100,462.804,248.394,411.341,316.915,259.022,249.035,316.336,231.073,125.727,189.905,341.551,515.047,283.000,272.664,427.232,380.250,395.752,373.441,361.783,298.585,219.394,214.606,220.744,72.544,218.588,103.900,168.518,70.357,58.668,245.895,334.513,242.143,252.957,280.851,84.042
43,1320.064,406.851,1171.416,259.101,404.163,585.066,535.500,321.465,353.259,688.681,248.656,219.886,213.270,383.156,148.149,99.669,185.311,599.915,415.468,253.357,204.482,275.582,252.393,201.476,210.628,266.713,246.471,182.058,126.922,321.645,255.716,450.505,318.630,490.784,539.511,635.762,454.187,264.218,173.982,435.847,400.595,231.961,403.437,364.369,176.193,306.149,135.084,234.855,179.378,236.038,274.797,537.395,158.279,319.000,355.758,237.559,398.418,340.243,323.325,281.296,124.485,371.044,339.783,146.647,300.904,118.209,94.863,119.318,157.226,479.057,160.043,129.896,264.947,368.951,206.969
44,1455.994,401.687,1018.124,209.907,230.681,360.956,364.154,214.623,390.903,398.239,236.318,205.229,278.466,350.811,167.568,184.346,147.104,609.438,428.896,156.530,157.190,125.498,301.187,205.262,251.079,289.906,373.701,168.635,105.892,348.692,261.761,314.126,199.646,506.918,370.496,539.664,420.659,166.705,222.759,558.233,231.229,374.297,267.333,392.938,180.425,207.631,214.202,393.336,158.028,144.557,309.413,439.543,224.379,403.882,363.030,295.533,411.560,621.432,200.742,243.459,140.515,260.993,435.651,93.147,255.824,146.214,138.295,118.968,105.195,462.429,169.615,185.026,220.309,262.723,178.625
