 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75
91,1623.459,312.634,1099.994,217.721,390.512,461.750,326.500,349.314,290.173,375.381,215.104,128.614,270.822,410.617,115.608,316.750,272.207,814.938,299.416,210.496,193.913,219.985,196.620,134.706,308.061,270.439,280.879,166.832,130.916,345.147,222.613,434.829,388.213,497.877,487.805,536.475,457.549,277.508,283.357,364.133,392.248,289.103,292.807,456.892,243.785,208.043,359.882,238.418,139.371,148.943,446.746,489.070,255.843,276.471,307.788,270.020,419.745,520.721,213.367,234.896,184.538,270.650,354.372,208.559,249.044,99.965,156.950,105.892,80.474,133.410,294.564,86.805,185.628,278.129,113.740
92,1381.841,446.933,917.084,205.240,503.374,450.743,615.231,366.371,373.032,442.195,208.903,159.108,297.500,438.517,217.608,265.081,268.948,823.415,280.065,231.409,180.185,246.751,239.200,90.595,310.122,312.023,432.828,167.781,130.946,264.559,252.632,327.550,393.740,601.111,371.865,546.164,639.253,320.135,195.661,504.880,221.542,283.574,255.037,386.162,262.514,253.716,237.622,304.282,194.615,316.943,279.928,526.674,201.893,373.134,267.434,301.908,340.539,585.261,371.867,347.652,240.530,236.803,396.333,85.522,222.875,108.512,86.763,89.102,95.016,232.733,98.726,188.688,407.372,401.881,249.333
93,1462.707,503.918,992.983,264.496,370.102,466.265,367.173,226.717,249.795,322.717,252.409,104.904,158.793,308.589,138.419,298.493,68.230,950.669,429.097,169.204,218.390,303.463,293.020,112.024,203.738,341.690,442.282,164.540,150.307,441.777,207.581,337.090,231.213,653.942,423.316,794.771,457.275,282.953,227.786,588.620,386.320,267.271,221.896,386.554,182.425,272.461,242.412,220.327,198.049,261.861,486.572,441.597,160.421,323.571,357.657,353.882,396.333,444.523,399.917,281.148,232.826,401.058,323.961,229.375,207.713,122.547,80.108,159.771,66.674,240.629,185.906,103.312,301.255,282.733,176.146
94,1423.236,326.440,1129.747,391.721,313.181,371.353,434.894,374.843,323.303,381.283,196.662,96.946,237.764,286.172,176.297,233.838,162.756,657.654,421.461,270.126,163.113,184.075,328.267,93.349,213.134,313.205,379.661,117.956,149.349,294.872,216.135,422.937,298.323,662.819,327.669,600.262,373.604,287.244,328.795,453.680,262.209,406.045,288.141,257.654,206.094,259.638,349.681,354.818,198.503,301.165,234.391,424.597,302.743,460.143,386.808,230.224,423.915,817.541,352.867,228.370,136.689,209.825,350.186,78.765,200.125,73.085,58.993,119.210,78.826,302.933,235.966,147.714,355.191,376.020,268.802
95,1743.516,639.119,1066.983,111.519,322.886,433.985,376.394,285.579,367.438,602.186,190.838,181.928,199.121,420.556,182.216,143.735,250.600,837.085,482.468,298.183,143.949,154.935,243.380,245.500,175.829,246.041,457.454,143.336,186.295,224.256,298.477,296.505,249.874,640.836,337.789,624.992,211.978,175.788,197.714,350.760,367.190,319.232,239.948,310.269,165.409,283.887,368.260,215.009,197.741,250.829,378.638,283.093,227.721,360.353,216.182,465.033,342.801,624.766,326.642,426.889,148.705,240.949,311.093,122.676,327.757,108.517,175.777,149.255,117.105,117.457,263.436,30.831,345.883,294.208,221.823
96,1462.478,268.164,1035.079,288.419,434.169,470.287,252.212,488.912,308.541,412.646,268.922,181.259,201.057,452.606,135.257,256.294,142.652,674.569,295.052,221.613,207.697,282.104,252.453,86.960,219.128,298.561,389.328,90.277,207.494,218.218,318.142,621.919,331.291,496.292,502.105,513.566,525.396,326.948,235.384,355.460,284.085,307.671,225.756,366.708,170.757,168.801,266.983,330.773,149.217,135.627,354.167,535.186,150.850,375.824,238.485,351.164,462.277,523.721,286.767,518.044,248.265,260.810,382.659,181.824,210.338,162.940,62.331,200.962,131.158,427.829,311.590,65.831,305.011,268.970,137.677
97,1555.701,346.298,1381.955,326.605,438.976,508.537,347.452,354.767,409.157,334.619,308.870,135.988,186.029,362.544,273.595,245.963,260.911,889.908,495.604,157.983,146.867,211.806,365.520,109.881,225.524,267.123,401.178,159.818,196.127,315.199,269.942,470.811,315.094,692.883,464.910,395.328,384.297,274.637,163.696,308.533,299.797,348.761,328.770,359.431,269.348,246.965,215.160,310.364,212.755,196.044,267.710,346.147,409.921,310.798,302.535,361.572,639.546,712.901,416.900,245.311,153.167,437.555,456.450,171.404,259.824,86.299,152.626,150.522,115.205,312.105,195.803,121.143,337.915,353.762,253.365
98,1686.586,511.985,1270.371,214.574,512.217,363.103,359.663,297.069,285.670,497.584,236.571,85.199,208.971,413.128,285.689,166.000,187.489,765.592,428.325,153.626,148.067,215.910,286.293,128.103,257.329,180.456,430.368,80.226,259.645,386.976,266.697,411.703,296.024,530.520,406.925,739.852,389.989,217.762,162.830,409.087,342.497,277.374,179.348,364.315,213.293,168.816,311.555,205.709,243.049,327.532,460.210,632.783,186.550,390.017,306.030,263.697,307.206,485.757,311.658,351.822,210.795,346.686,292.178,119.507,181.375,170.403,168.734,151.554,129.863,407.076,163.085,32.857,416.521,244.545,111.510
99,1429.255,479.985,1012.511,280.721,539.994,502.375,477.135,395.390,297.227,572.841,220.097,172.608,138.960,306.311,288.973,335.029,189.956,580.108,266.182,199.478,157.472,263.473,226.353,168.659,296.756,302.813,390.149,174.445,167.620,413.000,297.581,303.315,244.394,611.234,507.451,671.754,427.374,277.839,202.000,433.747,310.641,174.574,307.674,264.769,186.111,266.482,326.529,250.709,232.986,212.430,251.877,487.605,408.736,210.387,392.788,405.993,385.872,469.225,204.550,345.378,157.902,296.073,464.302,165.735,251.926,108.214,108.813,185.497,175.032,301.305,292.598,113.675,269.894,295.119,259.333
100,1441.115,283.321,1023.045,101.395,421.729,520.765,655.740,212.560,398.303,472.619,191.578,138.602,315.655,565.344,412.851,202.000,72.193,804.423,382.805,198.604,162.338,215.692,232.147,75.040,261.311,304.965,410.207,160.423,140.066,280.028,271.039,193.468,216.567,600.953,363.376,410.664,332.352,172.005,137.000,324.653,267.379,416.387,195.156,369.531,295.597,107.007,322.916,399.518,141.650,241.000,258.609,394.643,348.750,227.496,250.343,265.638,456.355,640.487,253.908,251.163,157.644,327.474,322.806,127.956,199.721,110.000,124.201,108.994,124.805,278.819,145.256,195.052,420.351,470.693,215.958
101,1572.904,362.910,1167.202,199.822,353.494,528.831,391.587,205.616,454.422,397.310,130.604,111.319,221.914,435.972,143.122,173.934,166.830,666.392,300.019,188.352,170.051,177.249,318.613,126.270,323.067,232.053,343.891,144.686,207.295,336.668,211.077,379.811,329.606,462.339,468.586,781.418,431.912,328.777,182.875,380.453,337.647,339.852,343.726,308.585,223.713,124.128,225.235,149.855,240.510,265.437,177.355,387.527,243.729,451.790,99.818,269.513,225.631,564.198,235.283,314.148,223.636,300.796,296.527,133.581,275.125,142.363,126.446,142.115,121.811,313.162,265.974,56.208,269.128,329.040,207.167
102,1824.650,298.216,840.056,231.845,347.819,351.838,499.519,397.610,266.184,577.177,222.123,180.614,211.397,366.733,185.932,265.110,157.719,659.977,430.831,180.378,115.708,241.174,270.613,103.286,260.506,406.234,447.339,104.248,236.313,321.844,243.077,360.604,313.693,539.064,490.195,546.213,389.385,179.881,196.866,362.093,394.909,335.290,408.244,281.769,199.735,235.220,313.361,309.418,112.958,153.766,392.732,468.574,193.864,343.529,222.293,279.796,186.957,622.135,272.733,267.600,190.144,199.073,342.922,118.419,297.478,142.358,79.432,115.363,70.605,291.762,295.949,383.247,330.574,351.347,174.302
103,1490.885,210.739,939.933,284.031,364.030,336.331,534.990,270.145,398.762,494.708,196.461,141.657,129.270,428.400,152.689,339.868,117.844,895.031,438.383,187.748,167.651,350.423,239.673,85.151,264.610,234.749,335.195,119.905,265.072,289.744,273.206,509.820,383.661,301.690,377.917,583.607,419.418,264.192,176.562,453.767,330.902,309.871,305.837,337.115,200.116,182.957,407.529,294.500,161.497,186.937,386.580,414.558,216.650,256.580,319.667,191.289,338.525,783.991,438.608,279.363,158.765,196.139,443.868,94.801,374.897,130.348,148.590,60.618,183.826,337.714,136.085,229.545,454.351,353.327,378.781
104,1453.057,320.261,1163.006,242.698,348.205,332.890,369.269,388.836,406.368,637.212,170.175,167.072,258.023,465.456,180.703,198.331,147.126,801.031,464.240,165.274,138.015,238.189,252.000,105.421,347.652,294.439,362.724,132.175,151.157,343.028,367.606,467.775,373.535,374.719,397.534,783.828,440.396,355.316,316.839,635.873,433.863,266.045,257.526,288.285,249.083,228.064,229.244,310.573,161.266,223.544,344.022,338.961,512.071,304.857,291.828,480.388,314.723,606.631,360.625,351.126,192.629,179.044,262.240,232.221,346.919,134.149,155.086,138.408,156.242,362.057,181.410,198.532,270.106,433.327,275.604
105,1577.287,286.179,1083.820,286.124,318.952,400.184,634.635,331.201,547.470,454.159,204.409,144.639,191.569,302.972,129.432,263.147,150.778,690.800,358.227,212.809,176.236,248.975,299.180,125.921,320.762,270.702,360.897,127.511,219.994,358.810,337.290,292.099,372.299,340.673,310.195,745.148,551.407,253.575,261.661,509.633,365.673,293.297,254.437,352.138,216.155,229.149,287.815,186.482,174.161,181.291,340.478,360.062,214.064,268.613,208.586,269.586,277.220,734.793,296.983,346.474,281.371,149.438,293.705,112.235,314.397,90.856,60.878,121.261,108.158,170.381,233.598,259.325,411.181,352.337,136.281
106,1298.599,339.657,941.309,207.977,383.169,320.368,320.923,352.912,500.914,595.018,158.000,177.687,148.891,432.011,249.365,168.206,162.526,718.308,409.364,143.878,114.462,212.945,318.633,145.508,327.323,234.743,318.046,108.723,67.434,338.777,235.955,367.595,231.165,566.374,409.383,564.451,466.780,304.642,181.884,399.093,306.961,234.090,352.919,245.362,203.276,242.191,315.731,307.182,139.874,253.487,388.775,444.829,279.464,303.353,340.737,420.803,436.681,553.126,418.242,306.126,277.629,301.460,493.039,130.235,350.140,68.269,143.863,124.503,100.668,454.562,166.906,111.506,290.021,263.020,205.729
107,1366.312,411.291,1068.320,132.442,335.367,298.081,423.510,383.925,435.038,525.522,206.084,187.133,286.730,255.194,323.365,148.684,283.556,971.069,369.630,167.948,181.308,289.363,169.020,113.333,199.226,265.544,225.816,184.504,233.169,449.076,210.703,432.387,215.984,573.538,474.165,618.033,496.451,369.295,234.161,538.753,367.052,308.535,285.874,448.392,223.210,316.298,341.487,409.064,163.951,238.133,225.290,411.938,181.557,378.034,337.172,391.987,272.780,585.595,288.925,289.911,66.409,211.212,390.140,125.963,285.110,127.129,174.662,59.943,69.242,350.486,188.581,143.143,530.872,527.010,326.833
108,1635.879,446.179,1097.028,262.225,389.241,467.713,332.452,251.893,400.059,505.867,276.104,180.687,170.322,356.339,260.041,150.574,187.859,678.123,581.247,192.230,189.144,206.463,217.680,139.944,276.793,372.731,325.569,237.920,140.096,227.038,184.445,487.748,449.024,503.187,468.872,642.885,357.758,336.902,274.179,298.473,310.268,411.245,243.889,296.646,155.343,172.057,376.462,326.336,241.378,249.411,352.399,327.752,187.364,355.059,219.525,378.125,327.468,830.144,445.517,297.296,351.220,240.409,455.248,148.132,271.426,76.542,134.029,116.076,98.858,238.724,287.470,16.909,223.128,549.168,271.708
109,1491.210,513.694,1037.382,258.256,261.934,339.949,367.048,415.214,311.027,642.221,242.455,126.584,147.138,309.172,181.257,172.647,162.407,696.592,382.273,206.048,128.590,251.761,273.913,115.722,242.707,252.193,403.374,194.927,158.627,384.133,227.981,365.000,230.118,563.094,273.045,897.828,548.308,188.694,281.598,573.953,354.078,268.219,321.459,249.685,212.956,300.752,243.538,363.200,211.657,238.905,344.957,482.682,221.550,345.412,172.202,294.033,317.128,538.784,270.025,241.511,303.614,281.883,342.264,107.118,300.088,151.607,133.086,172.159,172.474,201.514,230.983,243.325,326.096,406.960,125.260
110,1472.955,482.007,1100.669,165.093,374.982,478.522,422.875,246.843,376.092,559.239,241.188,115.253,214.764,419.622,178.622,146.294,110.163,748.315,229.481,326.339,223.518,272.060,237.853,234.571,279.451,322.819,298.293,172.007,179.241,326.294,297.381,401.982,357.559,474.023,345.278,685.705,632.934,220.140,153.357,362.220,268.948,343.645,298.170,379.408,255.359,194.255,290.109,390.727,160.650,285.804,346.464,428.171,117.243,239.050,356.788,312.217,524.915,630.955,377.383,243.533,218.568,201.905,239.380,94.213,137.272,90.716,88.446,132.936,107.700,161.686,372.145,197.584,243.213,321.277,348.552
111,1390.172,410.052,1106.753,299.504,442.657,408.515,394.962,207.113,355.719,312.522,197.662,91.096,259.874,404.872,299.257,99.632,211.926,766.754,401.805,151.709,191.882,306.428,157.400,114.294,265.982,352.743,281.822,137.898,148.753,348.986,309.903,363.802,398.866,525.351,364.383,492.967,598.396,248.596,263.188,546.293,282.882,287.219,458.007,218.862,231.508,240.645,345.429,203.509,112.413,246.468,402.739,342.550,240.443,182.773,179.697,530.066,337.709,550.495,396.517,332.341,210.598,248.380,291.240,173.551,286.603,134.667,121.763,115.159,95.721,298.895,357.462,171.779,203.872,170.713,136.479
112,1699.261,261.045,983.989,173.116,427.006,522.154,394.663,388.126,383.768,409.991,153.948,163.289,243.397,369.728,186.257,176.941,62.785,662.877,419.260,236.543,111.918,166.284,300.713,125.897,221.646,236.556,366.966,147.942,174.030,373.602,200.452,519.568,285.646,552.234,440.481,625.246,512.462,264.316,210.170,418.827,286.471,243.606,302.274,400.577,250.387,238.433,286.185,310.618,259.538,346.082,354.138,367.047,217.664,326.874,317.545,319.421,360.773,755.081,303.775,176.489,150.568,264.007,243.395,184.537,231.713,120.891,142.964,85.892,142.721,325.381,199.419,48.481,268.553,393.871,188.521
113,1538.828,309.739,1032.859,261.682,324.753,459.787,516.317,290.535,406.524,402.628,226.110,199.133,280.891,520.872,276.757,300.779,239.770,621.785,493.760,238.009,124.713,356.836,238.387,52.762,158.067,255.725,268.845,150.905,250.843,328.953,201.503,414.784,170.150,528.830,385.850,428.762,459.231,228.684,314.116,411.107,366.431,420.148,387.496,399.085,148.724,186.284,456.706,447.427,68.902,196.741,175.355,505.504,214.014,286.992,272.737,423.250,348.326,687.396,461.442,195.867,180.227,191.737,394.496,87.265,229.471,48.726,96.345,92.631,178.526,294.952,121.556,75.831,282.011,234.040,216.177
114,1766.815,356.082,1040.461,240.853,302.313,434.544,201.606,257.799,396.519,406.832,175.734,157.620,199.960,449.250,237.946,167.926,239.600,657.208,442.591,226.000,97.395,208.811,319.873,177.222,286.171,239.158,296.557,256.876,174.729,360.242,239.658,438.568,395.969,566.433,549.782,509.238,667.099,168.228,230.438,603.453,348.327,267.316,241.111,316.000,265.575,143.106,187.345,269.036,205.650,299.329,380.529,423.070,247.729,234.580,298.818,212.243,385.780,539.622,387.217,185.607,118.258,242.066,358.287,126.037,215.838,172.179,164.964,179.478,114.274,149.486,276.556,154.844,310.213,317.119,232.448
115,1600.217,300.687,1010.157,182.349,438.006,473.728,572.481,290.340,320.178,402.699,187.123,170.735,282.759,333.750,325.203,190.493,166.674,621.700,331.065,122.322,173.138,285.547,282.220,70.913,230.457,292.579,530.454,204.474,62.120,378.389,225.497,521.982,343.528,567.784,356.662,508.869,418.571,200.860,185.464,503.733,298.327,240.574,301.726,366.708,249.680,193.688,292.185,261.909,99.636,119.696,307.928,424.442,269.557,409.958,266.010,204.974,278.340,774.351,314.150,224.037,155.553,273.073,324.326,113.691,232.971,84.199,101.396,120.643,142.963,261.010,181.239,129.221,426.574,292.505,100.740
116,1651.013,368.142,1061.107,250.915,483.205,343.522,530.413,306.308,402.049,677.549,184.071,154.157,271.960,301.244,92.446,173.654,224.407,725.762,580.208,190.691,194.226,216.736,326.660,179.952,334.274,326.719,406.759,204.788,183.548,361.877,305.581,333.784,381.181,582.994,545.519,509.762,550.418,215.135,236.509,610.440,339.719,204.265,197.459,276.300,285.398,180.603,350.370,333.245,209.035,256.025,276.478,477.953,183.157,328.126,247.434,372.526,422.397,590.090,271.625,280.185,146.083,319.409,373.070,92.853,208.478,114.303,133.612,108.420,137.474,277.333,394.744,108.299,447.011,270.010,228.115
117,1301.306,351.022,798.921,306.450,390.386,520.919,362.413,268.818,482.973,474.133,171.299,170.693,211.494,479.856,233.527,183.390,155.148,835.715,441.097,161.496,177.410,291.527,170.160,78.421,249.226,232.491,261.971,170.255,156.319,306.024,296.826,495.784,273.386,576.538,375.188,537.844,487.253,389.959,202.348,378.727,344.026,351.994,358.489,356.692,300.298,264.362,225.420,368.727,140.664,183.380,293.978,529.783,506.743,335.899,412.444,390.572,350.191,718.261,454.908,455.830,244.667,261.934,326.016,219.331,274.515,151.299,172.439,308.828,99.321,251.590,299.692,106.922,292.904,451.990,276.500
118,1354.726,333.403,1334.899,394.822,329.614,454.875,634.760,340.484,275.384,372.540,222.578,67.964,189.644,318.667,169.365,150.735,153.215,673.031,436.214,282.643,276.077,160.771,214.380,176.000,154.427,348.421,415.471,150.766,163.036,356.218,240.361,412.072,250.543,517.018,366.293,679.959,576.275,209.140,316.812,378.287,336.699,257.174,283.474,361.346,206.276,244.674,312.378,357.464,157.909,407.519,436.565,422.984,231.771,284.983,235.232,255.513,400.099,623.793,248.442,253.400,168.394,333.328,290.349,250.507,236.456,109.960,95.108,122.783,214.089,317.705,348.308,204.766,362.064,357.624,208.604
119,1537.070,442.903,1050.815,273.434,445.259,283.096,353.452,295.711,294.978,454.611,128.558,104.271,264.546,391.206,211.432,144.419,222.978,826.923,380.734,171.265,96.267,251.776,298.067,122.008,220.549,269.965,358.299,140.182,247.560,300.521,216.884,391.901,384.173,483.421,348.368,655.582,517.385,285.596,72.902,463.447,314.732,322.026,288.007,374.692,193.972,222.340,447.992,243.582,243.469,208.114,456.768,561.163,340.664,401.697,399.131,371.836,464.638,392.000,400.208,427.770,291.780,233.372,273.760,186.647,250.765,81.657,162.698,89.994,170.589,298.581,166.026,134.649,210.351,395.149,166.552
120,1475.764,353.702,1094.242,119.364,634.994,512.728,407.288,355.321,301.519,493.788,179.019,131.434,236.511,255.011,303.419,119.515,198.370,978.538,369.961,158.778,148.067,173.179,255.753,92.079,359.750,280.094,447.810,103.066,197.620,236.867,251.942,467.775,235.457,553.129,630.774,644.615,688.769,301.705,276.750,501.180,318.046,237.645,218.296,257.008,251.017,325.291,243.832,430.518,173.154,105.956,415.007,326.977,275.479,323.378,248.919,433.967,237.007,519.216,358.458,279.533,310.091,317.993,398.566,105.228,321.669,122.796,119.245,171.975,153.721,209.924,278.829,103.571,375.468,438.020,179.812
121,1388.217,469.530,1002.680,122.171,355.422,439.066,404.731,314.069,383.654,465.850,220.896,226.590,246.851,366.994,228.919,312.912,132.007,670.277,440.357,179.100,224.251,293.204,260.153,123.278,146.232,158.708,451.506,130.971,143.229,343.033,269.387,452.126,311.331,500.474,485.722,531.754,520.549,216.088,265.223,398.913,287.673,383.284,266.504,267.600,199.381,174.631,275.084,311.073,309.259,180.247,311.261,416.961,219.121,258.723,269.040,384.211,313.227,650.793,367.433,299.667,181.735,264.701,281.612,103.485,232.574,139.438,83.748,144.490,125.489,191.457,301.786,177.429,489.394,385.554,187.781
122,1573.554,408.746,978.972,270.147,429.126,296.890,520.212,357.440,464.897,451.504,226.377,152.572,201.638,425.678,189.162,365.882,148.985,786.523,393.838,237.735,161.574,215.109,253.200,101.048,398.116,273.678,458.925,138.942,127.627,337.796,276.768,505.243,118.063,677.854,592.684,772.279,506.231,201.891,181.107,512.093,306.412,308.148,93.185,319.838,345.381,241.858,259.361,305.809,226.259,262.766,202.536,571.256,228.836,393.277,220.293,359.270,387.901,505.847,359.900,386.859,82.462,245.518,333.178,105.765,291.728,117.433,248.108,107.981,172.863,204.495,147.940,150.935,359.085,267.495,106.198
123,1729.873,331.075,982.067,220.992,281.259,359.221,303.577,329.629,296.027,245.593,194.279,159.910,218.144,470.689,172.014,279.059,193.230,512.223,385.396,175.461,136.144,255.493,276.100,125.452,297.762,366.830,313.362,162.956,156.458,353.545,260.671,320.730,248.016,461.661,437.850,606.189,507.593,249.207,118.750,377.080,322.085,209.671,336.200,311.085,208.033,231.652,356.580,326.764,162.755,345.791,262.543,522.295,211.479,341.546,344.727,300.322,421.922,899.297,356.517,318.985,255.470,294.737,431.078,94.382,281.581,63.229,144.583,52.694,110.016,244.362,238.162,222.701,384.617,382.317,224.854
124,1317.873,469.858,921.730,248.744,371.633,323.324,489.096,429.006,349.184,318.664,205.474,234.139,188.201,327.228,140.865,229.529,247.474,582.162,461.955,181.622,177.779,220.910,262.580,263.429,331.799,158.012,484.460,144.117,188.958,333.754,330.884,292.838,313.276,507.912,408.474,488.164,545.209,262.881,198.812,380.367,294.752,193.045,301.852,256.108,201.171,273.504,179.345,345.018,327.671,177.468,288.710,396.147,242.850,314.815,290.869,265.928,542.993,715.306,376.350,359.459,209.932,347.818,255.481,111.669,339.066,138.373,122.151,179.408,97.058,395.257,262.325,154.740,399.117,346.218,216.375
125,1372.312,377.231,1100.236,334.558,346.259,362.162,473.779,370.862,300.681,533.062,206.993,170.494,289.724,288.711,102.149,115.368,230.511,883.738,475.740,212.078,122.938,185.443,297.473,169.690,358.110,197.778,340.230,189.255,113.042,393.602,217.355,400.937,320.803,519.672,500.128,700.279,403.341,251.969,216.679,485.327,310.386,352.516,359.393,368.908,223.779,361.071,409.168,359.982,184.727,314.937,433.536,564.109,202.971,391.504,254.081,338.987,258.730,606.126,461.325,265.259,283.432,291.504,299.093,136.816,195.397,111.498,150.475,220.752,68.268,276.867,232.889,181.195,321.394,439.564,140.990
126,1550.242,358.007,938.899,160.349,270.211,377.684,559.663,277.711,344.043,616.000,175.883,189.217,256.948,246.067,161.270,208.772,196.800,728.692,535.208,226.974,177.595,213.856,335.253,153.714,236.024,291.778,355.224,186.693,184.247,270.943,219.484,424.802,340.402,658.690,337.271,505.811,771.956,239.622,173.598,383.847,278.209,337.329,396.807,299.985,325.552,293.199,285.059,432.664,175.077,225.076,409.210,427.403,286.571,290.773,348.848,296.743,430.447,612.550,285.400,365.800,207.538,328.365,268.798,160.750,229.971,163.592,187.935,68.885,101.632,155.952,325.769,119.636,301.000,391.871,361.969
127,1430.854,541.806,970.365,375.930,266.367,341.765,315.577,325.352,301.200,373.407,236.753,156.428,210.374,398.122,234.014,141.353,117.015,651.623,382.695,210.852,218.231,211.124,197.040,121.437,314.390,324.924,328.270,96.854,172.337,316.393,323.974,754.108,402.299,603.749,473.797,818.090,536.659,299.705,296.964,360.187,314.052,410.406,343.319,337.069,163.072,167.035,319.731,326.482,158.755,336.880,121.051,363.016,307.236,269.454,401.960,352.717,553.638,460.577,326.217,383.667,124.811,270.372,304.899,93.338,219.213,126.816,40.360,137.554,124.963,319.962,201.436,60.494,358.106,460.109,435.021
128,1369.974,250.060,1006.489,276.589,340.880,298.838,245.058,311.365,336.881,428.345,178.805,164.994,221.224,268.217,252.824,132.559,155.178,823.569,434.273,194.522,120.636,209.189,168.427,133.111,189.549,308.526,305.747,185.737,155.253,339.673,253.271,678.883,430.000,450.234,350.842,674.148,383.407,366.860,305.562,393.987,373.157,400.071,323.044,271.777,236.536,130.440,321.580,299.800,210.699,165.006,292.029,620.163,166.600,228.580,501.364,330.770,425.809,594.703,248.850,274.674,182.614,266.482,293.566,104.566,186.779,151.945,88.295,97.707,197.232,190.686,177.573,245.312,349.553,411.436,270.458
129,1543.198,468.940,883.281,282.659,418.825,471.699,334.115,325.969,549.357,400.133,124.805,171.880,339.655,358.978,287.189,206.088,213.519,654.738,547.740,258.578,188.262,178.806,290.753,239.413,220.976,296.281,302.902,114.036,175.295,335.569,347.065,443.279,298.488,657.760,357.459,667.607,526.374,373.021,181.509,406.973,423.889,333.406,265.585,323.800,228.425,205.298,334.571,228.545,310.734,175.430,311.942,359.984,352.721,521.244,224.465,330.211,337.326,508.009,256.142,412.600,186.871,445.774,415.891,240.441,223.912,98.716,83.151,123.669,112.011,271.648,244.026,118.247,297.926,178.109,256.917
130,1622.236,396.097,1235.933,214.891,473.518,321.066,637.875,293.962,307.562,706.637,156.156,168.277,189.845,331.533,159.216,107.787,109.896,712.662,333.877,166.070,172.615,209.020,359.520,241.603,277.384,212.749,332.345,297.036,118.187,354.578,197.071,544.505,198.575,497.930,628.571,678.762,449.143,203.446,238.964,365.973,307.869,396.335,254.141,338.662,288.873,211.553,320.193,445.073,154.000,295.899,410.051,528.682,305.614,252.689,419.949,270.033,337.518,400.018,531.000,406.919,263.773,400.467,235.636,133.294,271.125,135.711,95.892,189.439,135.337,189.333,312.205,175.571,572.138,286.386,456.094
131,1366.408,556.567,855.242,169.070,276.548,301.949,371.788,303.950,381.714,384.779,127.247,148.211,210.414,211.000,125.838,161.507,59.904,643.685,400.390,159.191,120.815,257.095,246.087,119.913,249.921,292.515,329.782,228.299,185.398,336.578,279.335,452.414,305.102,494.889,596.639,580.615,539.615,292.311,92.473,360.513,383.150,358.019,299.378,238.469,170.680,191.596,251.269,363.136,179.566,94.101,279.290,354.047,287.586,331.479,330.444,312.776,308.567,703.171,212.408,260.363,246.765,244.832,263.643,151.699,471.882,161.090,171.079,114.471,120.284,114.286,233.222,187.351,374.617,337.871,550.604
132,1489.293,469.843,1145.663,215.318,436.849,495.287,557.846,325.013,415.924,583.434,147.675,90.151,208.954,365.656,360.892,249.971,210.163,734.892,447.981,197.209,141.923,243.284,252.067,126.349,280.549,302.333,424.632,160.029,163.060,319.900,259.297,662.577,379.535,487.877,486.263,509.664,386.319,284.995,100.812,243.100,281.163,278.465,371.504,429.308,249.818,259.759,428.008,311.136,240.007,284.728,356.022,302.667,276.300,554.933,314.253,295.875,426.191,658.730,400.692,281.081,172.591,233.365,392.853,212.890,180.360,158.189,124.626,160.490,98.874,243.743,174.137,209.221,478.447,329.248,324.354
133,1518.057,482.358,1134.303,214.667,478.452,375.022,545.837,430.522,252.508,417.814,134.461,110.392,226.138,322.983,129.459,221.618,278.674,949.285,446.935,195.609,188.523,298.881,385.947,128.683,198.774,252.427,357.534,191.263,160.934,315.284,236.826,358.514,494.811,613.287,385.241,580.779,518.011,220.466,278.277,512.420,260.536,384.394,205.459,276.854,195.320,405.121,315.731,422.664,211.622,209.120,346.239,371.636,355.371,383.916,357.758,390.461,391.986,683.009,477.808,313.756,265.795,235.394,349.589,145.309,226.478,111.313,220.496,114.019,97.684,160.181,148.060,78.182,295.553,398.069,369.188
134,1524.605,343.813,1163.236,333.729,364.783,596.118,309.952,338.862,515.097,527.726,264.987,174.000,349.322,360.750,399.176,206.750,109.793,758.115,502.214,232.448,145.318,236.632,207.433,152.683,333.390,263.444,533.816,212.109,125.904,333.725,339.290,442.973,335.512,592.912,532.541,535.377,518.154,314.731,347.509,521.933,444.399,359.568,303.911,400.146,270.707,219.610,305.202,380.473,186.741,227.184,358.167,584.845,314.443,262.622,433.657,377.914,321.355,557.036,233.742,391.200,248.114,247.971,420.233,116.640,320.507,75.627,175.727,105.032,89.074,199.105,76.966,129.351,356.787,304.188,347.490
