 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67
11,311.938,396.643,341.533,312.176,387.186,357.511,431.708,457.167,333.437,307.727,238.17,203.698,347.198,608.974,219.79,401.408,580.382,743.144,282.745,358.808,608.717,754.974,678.578,664.365,468.901,2102.462,703.358,1827.725,1774.624,2654.642,6025.567,679.673,479.289,1094.163,943.909,2746.62,2240.342,1694.463,1224.797,2525.207,2927.806,1322.184,1892.802,496.03,423.152,479.109,1238.345,1274.973,1488.99,1025.467,1061.612,1942.636,2104.824,598.465,576.574,510.857,548.246,645.054,474.941,600.384,189.885,305.375,490.868,1312,781.794,734.367,2116.549
12,293.247,291.209,368.06,267.608,226.018,339.3,222.311,344.026,315.423,245.235,246.074,305.023,270.297,560.912,245.72,650.825,482.809,847.816,415.055,234.808,524.763,885.272,440.234,631.278,641.26,2037.684,1043.942,2138.396,1608.852,2470.632,5579.099,794.574,808.289,1100.059,1109.765,2581.519,2645.392,1866.454,1354.726,2312.973,2287.495,1439.855,2037.772,550.929,427.018,619,920.355,1071.167,2087.041,873.477,1152.327,1754.667,2160.791,450.854,584.845,701.812,593.585,592.231,610.091,444.477,156.818,625.271,368.118,1234.259,933.802,605.987,2757.196
13,233.062,209.372,329.245,418.512,193.54,354.078,467.632,273.877,429.028,408.045,288.34,374.031,400.56,329.789,361.9,558.592,536.939,569.504,429.164,394.987,486.798,775.219,772.859,473.833,621.824,1694.165,467.15,2240.731,1739.676,2516.437,5289.099,791.139,540.108,1012.741,1322.439,2992.583,2218.267,1683.861,1328.407,1932.063,2468.774,1760.25,1929.04,340.899,435.982,479.055,1206.209,1301.48,1805.588,775.365,1077.388,1522.566,2291.196,775.549,453.566,464.75,526.669,533.815,514.32,567.919,116.243,574.521,428.819,1498.025,814.977,559,2517.843
14,125.175,218.488,306.538,316.568,222.159,243.444,295.953,371.482,337.563,86.591,340.553,226.132,441.692,591.912,385.71,595.621,336.206,748.344,336.082,266.436,610.827,707.535,534.031,517.175,530.336,1889.633,986.933,1991.577,1568.095,2886.237,5316.099,991,652.819,1062.2,1210.356,2930.028,2702.392,1974.454,1177.38,2013.369,2214.258,1418.197,2068.901,403.704,306.446,588.43,1148.882,1043.947,1941.175,1119.103,1341.449,1728.093,2005.041,679.215,703.651,435.036,550.814,665.677,590.131,447.802,223.993,473.604,419.785,1628.012,798.672,278.722,2461.48
15,228.763,283.287,358.386,296.28,197.575,399.378,327.019,320.096,309.585,233.636,253.128,357.806,465.516,417.474,287.99,496.146,426.817,887.296,467.8,375.308,440.491,931.07,513.977,444.508,423.229,1750.937,956.725,1535.852,2013.752,2471.621,5589.198,877.139,895.289,938.77,1238.311,3101.963,2511.517,1755.519,1524.903,1872.459,2282.161,1651.263,1858.663,412.018,301.045,453.782,893.209,1377.14,1673.309,978.411,843.133,2032.248,2147.02,525.167,715.093,558.098,561.169,785.592,588.647,478.093,207.385,622.583,431.59,1297.346,574.244,481.557,2610.167
16,295.649,332.984,373.826,326.928,287.248,290.522,348.792,329.658,284.035,305.273,392.436,405.767,549.286,557.921,351.25,652.019,298.939,753.592,291.173,288.808,609.815,570.202,444.359,599.429,345.695,2085.987,709.883,2196.879,1745.919,2701.163,5451.306,656.881,688.181,874.163,1293.205,3001.704,2422.475,2079.676,1410.363,1985.937,2389.312,1169.434,1632.594,361.704,647.982,374.77,1345.673,1150.693,1829.134,1114.963,829.949,2002.24,1968.446,676.688,683.054,542.714,623.712,607.392,546.621,595.279,232.581,510.104,415.875,1307.827,537.16,692.721,2283.627
17,315.392,252.202,398.668,299.984,251.442,271.956,390.217,316.351,419.768,350.258,249.84,296.047,280.374,462.474,231.66,409.32,497.16,789.176,427.118,285.846,484.699,772.649,437.258,535.175,396.618,2025.956,1116.717,2329.087,1841.005,2200.358,6063.757,580.139,859.747,868.696,1333.303,3275.074,2205.908,1778.231,1561.345,2145.991,2105.312,1641.855,1908.861,422.178,585.223,615.151,1059.136,1217.153,1948.639,880.346,1027.388,1735.326,2168.176,782.576,778.86,748.098,505.008,556.938,579.935,391.919,168.872,325.833,422.014,1537.926,805.809,391.506,2568.226
18,244.144,181.659,405.973,282.968,215.274,294.833,412.755,412.965,377.204,252.992,269.245,274.217,373.319,686.939,385.48,451.398,358.496,1003.784,272.009,192.154,640.855,775.219,472.031,546.619,471.16,1763.481,1047.833,1657.557,1992.838,2146.216,5386.892,730.465,986.301,1285.081,1297.129,3115.917,2701.933,1529.222,1333.044,2155.55,2644,941.632,2211.406,293.817,422.607,565.479,1105.991,1054.067,1930.165,1012.514,970.041,1434.806,2118.892,511.201,677.194,481.571,787.856,550.669,522.647,520.837,172.115,524.208,429.25,1153.914,934.969,570.19,2637.323
19,289.433,257.566,284.668,321.888,398.549,338.978,296.245,372.667,228.923,280.826,207.851,397.953,318.813,661.623,380.65,557.845,404.748,665.64,469.091,223.833,604.572,918.693,490.008,589.659,404.992,2144.221,864.2,1818.094,1907.286,2485.463,5389.225,849.554,655.325,1130.881,1436.189,3242.222,2647.167,1957.046,1554.31,1622.477,2149.097,1172.566,2233.099,470.024,515.902,540.564,1188.164,1202.84,1968.588,919.925,1133.418,1759.256,2025.493,615.215,595.643,597.17,669.822,530.985,534.458,250.419,206.993,163,461,1608.988,635.328,550.506,2369.363
20,280.165,208.357,295.288,447.84,376.619,335.656,435.896,272.421,333.43,379.53,278.457,320.411,275.934,611.281,254.67,524.078,492.641,848.808,348.845,279.385,434.977,1063.667,648.656,681.008,579.038,2040.772,795.758,1970.101,1425.181,2619.426,5668.604,868.604,927.988,1203.23,1443.114,3385.833,2441.733,1762.463,1366.15,1687.469,2431.237,1172.224,2122.703,478.278,354.304,543.812,991.8,1268.92,1837.299,832.869,941.918,1585.752,1725.041,385.715,690.248,449.795,594.466,661.938,449.948,430.012,145.676,738.083,548.694,1478.951,756.473,466.456,2468.451
21,151.021,375.876,292.478,480,340.23,341.633,299.358,322.474,349.768,240.712,126.096,421.341,427.055,423.842,378.88,450.379,480.962,780.488,301.264,299.141,774.22,961.412,481.039,553.563,555.313,2096.614,886.767,1830.04,1812.614,2574.9,5470.496,617.584,1015.651,1140.844,1060.682,2964.306,2647.425,1758.889,1593.239,1944.063,1896.957,1468.566,1774.208,278.751,411.107,460.012,1348.482,1089.573,1944.206,1156.916,873.388,1629.876,1801.527,698.521,616.597,458.714,583.771,554.769,461.928,627.942,163.189,567.521,503.486,1429,659.069,486.342,2098.657
22,202.361,261.465,281.712,262.616,246.947,563.167,350.698,343.614,328.099,205.144,247.787,327.45,451.659,615.035,275.14,386.408,355.511,939.792,434.282,417.538,571.301,832.482,484.609,559.698,368.366,2201.576,1096.717,1770.577,1677.429,2317.516,5489.973,811.267,715.518,1071.2,1536.773,3170.972,2546.675,2302.806,1162.62,2282.721,2227.57,1402.632,1785.574,241.817,544.893,348.818,1211.755,1316.62,1913.165,1092.523,924.388,2018.434,2192.527,715.785,715.612,818.402,669.492,640.077,589.575,466.523,168.716,438.854,464.347,1871.889,606.496,595.456,2780.226
23,223.577,358.519,368.918,257.536,299.265,387.711,331.038,519.947,252.211,290.705,211.351,466.915,413.374,455.991,338.45,479.019,526.183,847.936,485.236,253.564,654.179,729.482,529.953,442.683,577.87,2086.247,917.233,1521.906,1771.648,2741.021,5609.648,793.04,794.651,1176.556,1329.576,2925.185,2322.375,1442.269,1425.274,2241.622,2226.828,1261.053,1914.822,438.284,428.116,539.685,1309.045,1140.373,1845.639,1190.85,1252.633,1729.899,2330.831,584.542,634.217,379.598,565.127,766.038,543.392,703.605,295.608,423.354,419.535,1591.259,740.58,663.823,1883.49
24,142.216,222.016,261.614,411.704,249.389,334.467,513.189,286.614,383.754,234.008,161.734,215.357,295.451,506.096,207.06,437.369,499.687,805.792,384.755,353.859,560.214,759.246,436.289,526.738,304.069,2314.867,901,1805.523,1769.624,2449.821,5758.567,810.287,768.554,1108.563,875.386,3019.537,2605.767,1946.648,1438.434,2389.396,2596.796,1207.592,1685.515,582.704,489.982,490.03,1095.245,1257.473,2180.309,694.196,970.52,1652.31,2418.263,789.396,582.884,538.643,586.5,533.292,584.301,500.256,186.264,831.812,455.812,2063.519,1109.565,511.608,2640.627
25,172.526,338.853,251.141,310.304,273.354,316.956,307.821,254.377,437.31,481.924,347.298,328.806,293.967,500.825,243.31,330.544,489.26,689.888,349.427,371.923,525.572,942.246,523.984,524.127,523.015,2219.405,707.092,1664.772,1607.8,2662.095,5474.261,918.02,827.313,1053.489,1009.212,2988.454,2436.225,1407.528,1320.142,1853.73,2434.602,1260.421,1996.832,464.834,323.518,612.224,1058.064,1304.827,1969.814,807.505,1065.582,1544.031,1961.216,587.16,448.45,500.357,571.22,503.715,613.634,546,146.811,421.75,510.84,1477.383,723.237,575.405,2358.863
26,346.918,221.713,261.886,302.408,348.027,411.456,402.387,223.895,251.408,206.568,229.16,307.287,317.857,391.614,321.46,430.835,542.389,678.8,375.891,372.577,509.902,1013.325,489.07,573.595,602.466,2088.152,900.117,1735.906,1798.814,2644.358,6012.297,994.822,508.41,878.659,1172.871,3045.611,2190.9,1591.481,1134.389,2271.216,2612.204,1806.158,1932.98,417.775,564.304,709.436,1210.755,1067.06,1625.742,880.29,883.204,1710.434,2000.696,671.222,817.566,512.661,600.729,693.323,526.889,616.93,159.351,618.417,514.007,1457.21,817.924,511,2605.059
27,155.938,230.76,298.913,278.84,346.513,382.989,627.736,242.702,602.444,334.75,235.649,252.171,396.945,369.456,367.77,601.583,442.321,956.232,522.782,343.474,634.954,758.386,545.961,861.452,545.71,2158.354,889.15,1917.497,1656.405,2332.911,5791.117,925.277,847.735,942.267,1207.864,3133.5,2591.992,2173.537,1380.195,2288.009,2225.495,1227.868,1719.248,349.29,570.286,536.758,1182.182,1399.507,1966.773,1012.477,803.388,1737.496,2139.149,424.576,830.209,631.848,556.831,595.277,443.144,666.802,250.196,848.083,347.299,1501.235,686.718,592.342,2768.441
28,186.732,291.264,237.908,356.104,231.204,249.444,337.698,251.675,390.289,353.394,271.66,237.349,234.121,380.605,362.21,543.311,649.71,1029.672,426.627,359.218,685.85,652.781,340.031,629.746,380.626,1873.266,747.758,1928.168,1558.2,2696.253,5816.216,868.98,659.494,1091.519,1158.318,3186.435,2190.95,1658.537,1596.823,2091.387,2271.677,1516.75,2228.158,535.053,449.134,643.788,936.927,936.307,1749.732,850.065,1152.49,1542.054,2044.318,679.361,532.209,609,604.237,739.662,644.444,522.326,153.723,463.521,349.451,1661.852,529.962,664.81,2801.745
29,145.113,247.054,366.288,256.232,212.133,388.778,304.368,286.921,454.12,265.326,317.702,389.612,376.033,398.798,329.78,259.388,530.359,846.784,447.418,327.115,613.988,755.193,531.445,631.333,286.618,1879.184,690.367,1978.329,1953.09,2249.916,5556.64,852.782,611.301,953.822,1255.977,2660.926,2457.592,1468.491,1437.257,2310.874,2113.075,1165.158,1781.733,300.124,642.688,469.388,934.7,974.147,1502.278,843.86,1107.612,1802.698,2327.669,608.16,698.798,276.491,672.619,676.208,455.19,495.291,291.223,664.896,543.542,1835.161,793.351,430.481,2263.323
30,359.402,264.628,346.973,387.048,127.274,313.678,233.057,525.561,322.958,211.917,232.915,276.891,354.934,503.044,278.56,576.184,403.061,856.248,456.482,440.5,589.15,828,413.047,533.365,399.405,2223.114,852.067,1943.624,1707.581,2734.911,5690.721,838.495,951.964,1174.452,1340.447,2910.481,2684.783,1895.694,1153.274,2074.865,2297.989,1310.789,1620.109,454.609,575.964,556.558,858.445,1221.133,1979.371,937.365,1200.541,1641.775,2154.027,495.062,665.946,673.688,628.415,599.931,454.516,672.233,108.899,283.062,564.521,1289.395,823.198,568.494,2063.382
31,272.619,384.256,222.272,406,301.761,507.367,489.887,395.386,248.366,242.136,210.17,207.558,396.692,505.272,296.05,541,475.183,665.456,393.282,422.436,578.942,931.246,598.883,611.159,509.084,2085.019,717.9,1978.517,1876.157,2585.316,5423.433,880.644,606.325,923.259,1363.265,2482.333,2436.475,1795.398,1335.274,2092.054,2294.602,1218.961,1479.594,547.183,413.384,373.8,794.245,1116.753,1445.99,1121.916,775.949,1812.481,2207.399,740.257,589.705,591.571,744.203,488.038,576.34,482.93,184.27,294.312,458.701,1351.617,612.366,491.722,2550.216
32,161.742,245.822,300.245,443.544,323.549,405.478,440.613,334.877,412.211,259.106,501.968,373.829,546.549,598.5,203.62,561.349,610.573,893.84,341.982,319.513,484.786,559.842,540.836,545.659,419.053,2093.854,1012.133,1981.644,1824.871,2811.184,5667.396,843.99,952.289,972.889,1025.901,3220.37,2381.3,1575.481,1383.478,1985.991,2212.237,1192.776,1973.525,568.32,701.652,694.636,1052.655,982.007,1817.217,1073.542,1135.092,1971.651,1878.041,641.431,738.922,476.179,798.788,512.492,388.098,379.047,190.919,544.708,508.778,1408.753,521.947,515.177,2368.549
33,229.021,143.434,376.587,401.6,240.876,311.567,457.17,370.711,321.958,216.167,324.394,446.93,385.22,516.351,226.47,873.349,443.824,921.872,289.527,408.821,573.601,706.57,482.609,719.071,527,2048.367,1032.067,1975.463,1772.109,2356.042,5629.027,1041.277,753.904,1265.259,1233.742,2887.398,2561.067,1573.056,1504.115,2034.009,2492.979,1622.303,1920.505,444.704,336.464,605.909,966.373,1227.553,1774.979,950.626,788.153,1650.744,1864.014,754.924,737.519,602.188,508.763,632.677,453.163,644.174,125.845,269.208,455.667,1306.161,592.29,609.38,2441.402
34,179.103,227.132,253.087,332.848,418.991,244.433,467.84,207.395,271.824,260.47,328.915,376.411,230.473,424.465,317.15,766.709,443.053,643.856,374.336,308.372,435.717,893.386,646.438,603.881,556.382,2038.829,1034.508,1817.128,1803.695,2378.584,5640.207,662.545,730.108,1060.941,1360.561,2997.074,2699.225,1611.046,1414.557,1618.856,2337.323,1533.75,2201.386,531.929,443.5,500.012,1260.409,1076.76,1840.309,1053.224,1021.224,1434.256,2070.615,631.375,741.674,589.357,612.898,588.208,493.007,644.581,248.892,613.979,478.958,1723.284,623.374,720.646,2344.431
35,261.134,283.163,251.478,470.16,271.31,311.356,305.575,218.939,289.803,200.856,215.426,279.24,326.56,663.86,438.78,645.651,607.427,959.344,407.482,288.756,483.503,805.947,571.312,608.619,704.489,1811.24,1143.517,1878.161,1899.857,2715.237,5453.604,726.069,826.59,1155.852,1272.242,3363.176,2766.117,1590.009,1152.15,2393.504,2172.376,1314.487,1833.941,366.32,534.161,437.23,1286.991,1229.84,1867.969,1092.112,1031.051,1816.566,2217.446,727.667,741.93,562.089,590.356,790.738,552.686,433.047,161.932,625.042,563.104,1616.025,457.328,625.544,2363.52
36,219.113,268.488,403.685,373.416,233.699,202.933,289.179,437.404,404.07,300.909,436.606,380.806,340.088,521.167,323.82,489.524,502.565,829.224,207.655,153.897,396.624,763.193,490.047,676.77,634.489,2001.753,772.542,1996.872,1956.771,2862.026,5711.802,993.455,810.518,1279.807,1174.886,2662.509,2483.508,2155.657,1217.557,1795.297,2591.72,1497.329,1815.238,451.527,394.143,370.909,1245.127,1053.847,1966.041,920.804,1086.296,1616.519,2194.993,528.944,780.109,623.83,629.898,750.292,407.124,448.198,206.034,447.979,427.986,1402.111,587.557,624.658,2233.284
37,176.144,242.287,231.87,404.768,238.513,370.456,288.972,313.912,297.782,223.273,328.83,321.45,253.945,484.746,425.91,478.029,671.198,875.616,408.155,411.551,499.266,675,685.328,488.159,475.985,2056.374,980.925,1752.322,1745.19,2547.8,5779.415,955.238,866.265,1165.652,1285.242,3239.648,2568.308,1757.287,1736.841,2288.901,2572.43,1510.487,2161.554,411.207,298.134,480.121,1272.018,954.533,2044.381,1025.692,654.49,1663.209,1880.399,620.965,516.171,653.661,642.678,573.677,522.118,655.64,272.338,346.146,538.056,1183.012,760.908,434.633,2219.774
38,273.608,178.636,309.038,356.608,360.283,433.889,326.151,265.93,293.338,222.689,304.596,382.729,505.582,499.605,300.09,563.835,437.71,803.376,307.155,351.692,433.861,611.693,610.305,602.794,396.832,1922.139,1054.042,2054.644,1621.143,2667.747,6013.676,772.624,996.699,1279.83,1203.508,3514.12,2477.7,1813.667,1089.416,1682.153,1981.194,1193.592,1987.277,462.58,464.911,548.576,1316.545,913.413,1875.062,676.43,1418.949,1868.628,2004.561,676.389,773.721,435.384,578.712,498.569,540.902,558.663,131.959,551.333,582.493,1658.506,769.191,514.582,2215.088
39,207.742,283.465,250.022,451.6,266.106,428.156,298.094,368.982,394.141,199.614,175.223,221.721,257.978,634.316,320.04,549.573,592.947,664.032,380.173,443.436,480.653,787.053,615.117,543.056,536.603,2171.829,779.117,2130.114,1734.724,2537.7,5538.468,1047.158,703.675,1284.289,1254.644,3002.815,2251.983,1327.426,1170.31,2167.622,2182.903,955.276,2237.03,508.095,487.696,511.588,951.009,1143.26,1956.031,915.888,1292.133,1704.589,2195.818,659.493,673.884,693.679,653.305,672.569,610.686,397.826,178.331,251.312,361.104,2063.778,737.031,531.608,2158.363
40,216.969,177.651,376.125,324.848,266.097,269.644,557.509,451.404,347.662,323.121,340.266,302.078,450.209,472.737,295.43,765.903,665.313,501.512,277.709,235.577,430.04,737.474,630.023,712.722,570.191,2058.671,800.042,1922.201,1643.614,2504.168,5748.82,577.941,682.265,1069.133,895.5,2586.593,2516.842,1604.815,1685.513,1876.081,2055.419,1141.197,2006.337,420.876,469.839,630.388,1067.582,1317.047,1634.722,1254.458,1061.582,1227.38,2026.432,598.632,689.915,464.268,450.398,713.492,583.556,595,293.426,648.896,441.396,1577.259,663.626,537.025,2551.98
41,272.701,350.264,320.304,361.84,299.664,200.4,355.868,461.956,387.472,258.197,429.468,348.256,373.154,654.649,402.64,506.99,536.45,810.12,387,176.487,453.04,1091.342,572.203,590.04,552.656,1835.677,1066.683,1963.517,2085.938,2773.584,5753.369,1053.901,594.988,1125.541,1193.28,2553.991,2623.117,2074.491,1104.195,1937.117,1672.774,1136.276,1925.129,340.497,523.518,450.933,1151.555,1247.273,1639.516,971.664,1087.296,1576.287,1986.459,659.382,531.845,638.875,540.822,698.331,530.451,550.884,161.642,413.458,487.556,1602.741,860.198,351.456,2283.01
42,158.423,176.752,323.391,346.608,376.071,314.422,380.387,292.307,379.359,301.583,283.043,271.256,554.89,520.588,220.4,588.913,610.855,795.368,391.509,463.141,571.867,692.711,533.992,444.595,353.542,2074.715,910.825,2115.564,1643.038,2678.137,5632.585,886.436,696.554,1054.526,1006.349,2991.722,2617.475,1769.954,1467.62,2108.622,2267.86,1486.355,1717.515,395.243,570.616,582.879,1245.364,1051.2,2098.866,954.776,1350.959,1510.612,2004.02,538.486,637.643,488.679,765.466,517.438,469.137,645.314,186.764,648.667,400.035,1445.407,686.511,456.278,2678.118
43,146.103,242.031,289.663,273.616,197.761,316.067,593.481,326.702,244.387,168.356,291.191,324.62,296.956,499.711,315.28,526.505,580.595,810.52,330.827,374.897,573.538,608.254,461.969,372.27,576.992,2045.354,896.733,1778.658,1847.833,2959.137,5776.91,1008.099,920.639,1153,1308.242,2276.074,2815.958,1662.861,1770.734,2098.369,2452.011,1161.132,1745.376,402.586,395.598,405.206,1130.827,1093.113,1921.186,1177.963,1031.449,2159.217,2370.277,599.139,644.202,599.295,450.89,541.808,544.131,500.733,207.676,612.75,492.91,1537.519,635.496,435.899,2338.343
44,171.124,315.853,314.016,375.632,373.947,481.433,520.132,297.886,428.465,288.947,261.596,315.891,296.879,452.307,314.18,231.806,481.542,799.304,250.4,355.628,392.757,819.868,597.984,721.889,563.382,2213.652,935.7,2028.369,1786.286,2452.2,5632.387,700.574,990.024,1132.304,1254.871,2800.056,2169.242,1982.454,1649.54,1827.531,2671.419,1675.355,2059.535,539.237,561.321,429.188,967.755,1180.173,1810.113,1023.028,1091.929,1691.426,2272.824,679.083,604.209,458.83,495.059,665.408,508.209,507.291,202.52,339.667,629.035,1791.617,768.84,716.557,2186.373
45,286.093,226.194,240.799,263.08,372.832,422.644,370.679,282.5,403.852,285.492,341.532,337.884,379.813,557.07,261.42,592.825,561.824,693.704,414.645,423.077,451.717,841.298,468.18,729.413,511.542,2310.994,882.05,2011.913,1683.733,2428.705,5861.369,668.525,820.482,1033.43,1112.22,2717.352,2708.4,1660.491,1414.124,2095.009,2441.247,1615.961,2442.436,498.959,425.929,552.091,1073.655,1221.88,2016.309,944.411,1070.704,1632.054,1951.595,676.431,604.357,644.455,544.695,632.138,581.856,386.709,278.439,604.5,457.91,1501.037,778.298,484.405,2688.216
