 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115
786,429.987,283.653,430.862,109.982,63.549,384.362,556.156,346.056,985.824,499.156,316.410,149.437,271.625,326.718,495.698,433.688,364.511,160.244,724.412,833.202,429.274,468.271,151.556,272.578,286.781,437.391,441.911,613.189,129.089,50.083,127.303,49.133,245.215,218.926,724.657,835.507,394.151,411.973,225.496,226.349,313.072,845.062,534.762,317.151,379.431,312.029,190.512,249.195,570.769,496.227,949.473,630.771,338.096,805.928,601.838,524.468,649.538,415.137,398.506,222.104,212.145,338.772,317.148,259.007,287.684,226.305,271.527,112.820,369.222,362.891,449.611,267.814,304.068,240.102,435.305,318.382,360.421,919.931,405.048,511.571,340.617,164.113,297.418,491.295,363.267,567.860,501.444,237.378,201.788,745.431,434.237,441.492,562.546,335.337,408.202,493.105,574.177,465.226,529.219,252.238,141.185,314.446,214.382,239.072,270.408,210.728,1339.571,896.884,804.432,1168.523,425.798,767.710,1243.698,927.170,751.156
787,521.345,257.644,431.523,173.700,133.593,135.762,423.461,487.006,903.170,306.000,514.640,125.570,426.864,737.082,325.977,453.250,344.783,303.732,800.500,402.674,493.699,489.056,394.543,198.672,485.396,442.555,530.098,557.748,39.861,96.979,173.514,179.667,341.540,318.644,844.400,874.279,608.593,513.009,349.042,261.111,327.103,773.381,448.220,175.934,381.743,447.824,175.439,351.451,274.615,479.443,710.672,669.273,278.911,461.560,540.864,376.548,607.910,899.179,330.747,211.370,383.826,422.215,271.157,222.139,248.331,150.671,184.873,230.240,466.433,317.659,454.905,306.134,228.386,190.661,388.443,354.447,417.955,1049.458,505.795,402.371,220.149,173.960,327.602,477.352,452.429,469.376,426.556,180.643,318.941,740.377,615.114,271.891,523.785,575.675,453.754,525.782,398.567,306.745,463.578,354.041,274.441,239.869,323.757,192.414,169.848,281.537,1603.729,902.027,656.160,1194.351,446.269,700.194,1177.874,845.163,624.489
788,435.017,280.610,428.554,167.555,136.758,298.571,604.322,663.994,816.203,472.133,558.040,194.106,295.159,552.655,374.140,379.138,486.957,228.171,808.787,285.517,511.115,653.243,279.235,127.461,484.469,275.918,755.707,526.252,155.960,114.359,114.046,104.350,268.086,283.832,635.952,509.221,422.884,331.423,311.000,233.913,318.397,721.109,448.179,291.605,493.881,358.426,212.008,461.188,455.154,466.151,942.084,527.831,365.418,834.800,601.919,497.222,470.600,712.768,462.924,244.733,371.971,306.873,228.778,233.153,267.199,225.854,106.480,278.390,177.167,315.906,359.811,297.691,176.174,320.717,489.898,496.000,386.865,1414.222,856.253,498.219,318.965,215.919,296.500,870.511,324.552,686.785,408.067,218.091,343.482,482.392,607.632,295.898,719.724,511.092,566.060,412.015,561.340,418.368,485.648,230.811,121.414,333.838,262.737,386.477,183.448,191.449,1347.400,952.288,662.311,1130.305,553.201,655.729,1023.937,856.299,580.956
789,439.825,309.127,275.108,178.636,120.857,106.038,494.078,425.728,976.582,395.722,482.890,178.331,317.102,398.991,695.442,667.925,260.728,249.902,949.125,665.663,401.743,466.710,361.753,227.008,303.875,266.727,545.813,426.306,157.832,107.007,70.431,59.717,284.515,331.268,875.524,643.603,386.779,296.099,230.487,207.484,343.000,796.624,518.081,276.684,382.064,389.912,133.455,269.158,581.762,409.751,695.466,635.344,388.151,655.728,704.485,352.341,590.607,544.674,221.570,287.304,176.739,255.823,202.176,277.340,153.441,184.207,154.380,203.730,232.311,444.232,390.147,214.103,238.250,126.756,284.144,518.659,310.436,947.431,625.831,450.124,313.610,268.089,526.816,654.386,294.876,452.710,334.096,158.580,134.682,564.400,652.456,429.695,446.202,525.202,425.172,329.744,525.305,555.047,610.578,333.754,267.934,370.654,400.546,319.775,157.664,200.238,1479.193,843.658,523.879,961.073,599.933,659.626,957.327,598.871,639.681
790,595.738,352.492,301.215,145.464,180.505,217.305,460.461,407.568,866.203,227.378,476.110,173.742,420.932,426.009,714.930,586.263,494.902,186.207,821.188,630.663,666.416,515.355,290.407,251.445,389.177,274.609,776.528,671.595,46.881,106.614,142.183,94.683,174.117,286.087,637.276,841.265,620.872,452.126,439.454,247.690,358.588,726.790,604.949,122.539,481.468,318.390,184.715,252.797,438.977,464.649,875.412,554.268,376.678,627.400,520.273,444.675,377.910,511.611,509.684,361.867,362.841,469.000,167.704,299.993,302.713,333.866,94.753,140.290,345.867,316.072,452.347,313.804,280.197,217.701,364.725,346.033,423.820,959.694,636.253,682.267,258.326,251.153,383.857,745.989,481.467,585.817,458.348,156.951,293.800,519.177,554.877,273.375,628.883,682.442,553.007,402.714,527.787,344.302,412.383,348.402,211.388,355.831,324.500,326.568,371.416,212.667,1401.536,1143.219,695.883,1122.689,534.201,639.910,1244.239,809.435,824.904
791,539.873,413.042,246.177,215.909,218.121,201.610,629.739,458.228,1080.752,377.456,412.900,204.960,452.886,403.536,547.302,791.213,332.978,191.537,570.200,482.438,615.354,405.673,187.037,215.984,410.667,504.855,456.577,499.018,102.822,85.090,81.073,55.633,213.466,449.685,891.333,753.868,431.070,274.568,253.857,408.040,330.763,754.219,496.011,276.526,379.385,306.926,253.691,263.887,396.246,559.508,824.542,572.311,472.116,772.568,528.914,406.802,688.400,430.389,260.658,284.896,182.493,343.658,118.917,207.083,228.559,259.976,42.187,282.730,393.911,281.391,497.600,389.371,365.742,155.000,351.743,505.967,376.579,1190.556,467.651,515.391,312.830,290.282,325.082,743.795,181.857,712.204,383.059,179.273,236.282,546.469,601.088,317.312,532.356,652.669,475.985,411.466,452.390,627.047,811.156,280.943,157.366,309.185,291.914,250.036,260.072,234.878,1389.686,1130.158,895.510,1119.874,425.127,642.032,1379.880,678.592,523.978
792,374.734,142.627,556.577,174.791,111.066,156.743,548.791,386.722,999.549,336.078,495.510,114.795,559.625,646.545,478.814,824.025,368.924,186.244,670.875,458.854,405.071,556.000,374.988,229.484,430.562,309.391,507.537,494.288,98.832,119.848,164.211,220.350,145.558,233.000,690.533,590.375,668.314,217.820,406.454,191.175,362.000,959.476,646.806,260.796,261.358,446.228,121.220,365.985,358.285,522.162,942.718,456.902,356.233,774.240,588.833,468.143,622.931,828.032,499.772,228.526,305.014,251.987,198.259,300.146,228.007,358.293,150.267,197.950,354.378,372.319,267.863,284.103,321.780,249.449,473.186,358.878,287.008,932.264,407.578,704.571,285.660,228.468,515.296,527.750,360.286,412.785,450.511,233.077,258.494,660.338,598.719,294.836,312.172,445.914,473.664,377.023,405.695,324.802,468.539,293.607,171.264,177.454,298.217,343.811,304.880,272.823,1360.807,1012.842,803.879,1061.457,375.746,736.871,1293.151,774.218,599.037
793,455.568,204.483,341.992,157.082,82.011,179.010,482.322,360.784,728.261,302.556,812.110,191.675,487.227,516.718,340.930,660.950,429.109,194.695,485.337,708.326,652.089,380.243,340.469,233.320,452.292,285.055,545.675,425.171,42.822,72.966,197.092,161.050,301.313,248.443,770.210,601.397,585.302,245.883,346.538,265.667,272.356,769.662,569.212,172.191,465.844,330.493,269.829,293.639,502.769,483.697,698.000,558.661,281.849,472.480,467.848,309.397,402.193,466.442,289.392,229.274,205.507,144.430,225.676,234.562,223.993,205.549,151.960,138.670,482.800,369.087,532.653,289.278,356.121,256.000,353.665,674.618,412.278,699.681,306.988,623.019,381.021,335.565,309.357,576.602,336.619,417.699,337.385,367.993,177.071,567.246,550.044,272.117,382.196,425.546,183.545,308.835,474.418,586.255,419.867,373.492,172.507,121.954,283.395,351.180,166.544,279.007,1425.736,1094.993,840.835,1049.113,505.097,637.155,1159.308,832.211,501.556
794,557.358,456.339,348.938,44.136,192.857,190.086,518.748,397.006,771.810,295.000,441.780,166.490,463.739,501.745,726.651,384.237,431.446,244.049,559.263,565.337,490.885,653.047,398.037,129.055,557.167,288.182,623.423,671.865,104.347,103.634,95.266,20.117,329.429,243.456,744.695,645.103,673.093,350.486,383.244,218.111,201.216,653.476,577.597,305.138,480.275,427.199,147.163,276.000,459.531,482.741,961.511,736.568,424.986,780.896,646.212,539.833,528.641,722.579,395.544,202.252,223.087,377.241,222.935,231.042,251.059,206.329,112.860,184.380,225.589,398.754,419.095,328.309,258.159,240.228,461.928,545.309,520.729,1019.097,464.241,663.629,278.390,241.355,337.500,682.648,357.524,604.527,355.096,314.692,352.812,627.600,524.491,284.562,483.638,568.153,523.463,519.985,332.390,523.170,637.094,307.197,279.335,340.377,324.592,218.126,271.568,304.585,1547.493,894.110,937.136,913.649,598.978,755.994,1477.440,749.143,708.778
795,370.166,202.237,471.362,62.727,113.692,120.562,459.757,376.586,616.784,309.378,490.800,182.974,497.830,345.600,136.140,781.537,648.435,151.634,763.938,612.921,574.478,354.813,380.556,212.859,350.948,292.391,628.650,539.090,56.911,159.048,133.917,54.883,178.258,285.644,687.391,763.743,333.360,333.081,233.630,231.190,368.706,645.624,554.011,182.914,477.624,379.051,243.886,377.361,458.569,589.757,803.718,507.803,311.842,379.096,604.404,536.214,502.083,723.495,325.772,263.326,259.435,245.696,90.028,193.243,185.941,197.378,155.780,237.900,292.078,362.783,413.968,418.144,274.818,284.063,234.826,482.057,412.850,729.153,377.410,417.067,324.326,307.734,225.806,586.398,437.381,516.839,324.163,191.217,330.706,652.292,470.763,250.367,411.245,417.135,466.478,563.850,412.709,238.491,596.672,352.402,159.965,147.577,231.724,248.081,238.528,129.252,1514.500,977.541,513.413,944.278,446.604,561.781,1463.101,880.959,738.556
