 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean(RoiSet_4),Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115,Mean116,Mean117,Mean118,Mean119,Mean120,Mean121,Mean122,Mean123,Mean124,Mean125,Mean126,Mean127,Mean128,Mean129,Mean130,Mean131,Mean132,Mean133,Mean134,Mean135,Mean136,Mean137,Mean138,Mean139,Mean140,Mean141,Mean142,Mean143,Mean144,Mean145,Mean146
1370,674.385,807.784,669.094,249.500,252.000,443.719,400.629,500.117,463.544,185.608,693.679,432.355,202.478,187.871,431.388,338.855,258.533,316.039,371.259,266.441,311.333,67.875,246.128,141.021,228.381,425.014,360.214,560.260,300.945,334.571,466.423,146.011,490.566,707.667,526.241,196.491,421.654,326.627,329.908,535.882,266.973,154.277,251.932,59.000,108.231,153.243,192.035,47.722,233.705,27.435,77.602,229.407,196.796,170.833,43.507,107.387,134.287,272.483,239.459,210.000,428.287,236.638,119.639,169.311,146.974,178.876,117.341,63.516,156.536,30.710,140.314,145.787,154.482,264.735,41.446,176.718,188.072,137.946,181.475,311.833,353.500,111.671,80.251,93.714,330.811,112.333,213.112,145.310,158.695,105.653,132.158,61.783,161.883,110.598,58.191,117.733,184.838,845.328,171.375,145.000,50.059,213.481,338.552,257.959,104.194,553.080,199.880,61.354,93.730,54.455,425.444,81.783,88.159,235.930,308.020,601.685,431.964,405.528,458.960,156.033,783.412,236.982,284.938,432.533,186.257,399.120,525.818,312.348,163.021,258.178,348.000,205.713,276.933,200.727,436.471,619.976,535.721,549.613,391.482,178.767,192.417,311.074,345.423,419.901,282.162,425.597
1371,673.598,507.431,676.438,296.726,430.704,262.375,465.886,368.011,760.456,233.716,588.619,531.085,161.835,229.673,253.478,236.709,296.090,377.745,589.518,233.980,191.589,17.531,369.917,132.515,200.127,407.000,346.696,399.780,163.808,382.195,604.101,158.957,590.566,509.427,644.500,218.736,580.938,443.910,287.108,550.477,169.047,140.168,351.432,129.019,61.694,151.226,217.546,190.670,294.219,33.071,103.097,129.566,102.633,97.816,192.014,175.934,251.990,288.908,397.549,151.248,426.238,314.884,127.309,212.951,252.590,255.562,206.455,56.129,150.432,58.204,246.628,170.134,188.727,317.769,59.169,108.127,465.113,454.830,303.700,434.450,254.254,106.596,71.034,68.619,139.279,259.517,387.459,53.190,199.438,49.564,217.050,102.899,96.850,76.264,129.064,99.953,277.486,704.719,193.679,60.000,120.882,397.074,254.914,107.155,308.208,180.000,457.390,97.378,31.162,114.091,454.648,102.246,150.927,257.198,228.059,365.519,477.687,301.847,200.187,145.919,391.000,263.000,510.156,423.253,191.338,295.413,540.547,91.638,228.084,483.944,271.679,416.563,183.456,285.740,401.941,436.349,566.451,551.040,432.545,358.488,225.758,173.236,318.788,280.568,283.961,353.433
1372,643.820,331.333,617.135,565.381,304.082,100.500,413.743,174.755,538.563,200.784,604.119,516.369,318.374,283.505,88.582,492.745,325.197,666.431,611.222,269.598,166.856,221.359,534.780,280.052,352.270,281.338,251.232,470.160,421.822,120.688,550.030,197.660,648.321,621.520,540.130,122.038,372.815,327.836,596.985,416.516,255.550,124.867,188.886,26.760,37.642,35.617,229.574,64.870,146.038,16.141,64.183,281.951,85.673,63.158,57.219,44.075,82.822,267.517,267.500,215.550,439.356,238.341,372.701,294.328,322.727,196.587,216.989,79.043,60.656,148.011,109.474,179.535,108.273,414.727,135.938,190.727,452.990,495.589,273.200,250.783,343.377,107.555,53.680,72.730,359.434,170.540,375.224,161.024,41.016,260.624,136.108,114.594,11.983,176.517,25.138,116.233,117.838,648.766,201.946,41.070,153.824,225.019,171.069,319.155,195.486,244.862,363.560,116.183,48.703,173.580,374.630,213.130,201.134,191.070,433.902,194.852,304.687,414.514,290.560,96.659,494.103,440.842,440.703,242.000,217.757,244.467,584.704,81.696,276.442,308.121,247.071,427.880,213.400,133.727,634.671,460.738,522.672,590.161,479.836,565.070,290.733,275.223,315.810,208.640,319.084,312.403
1373,779.221,601.941,724.510,445.976,255.071,744.219,443.362,243.968,607.039,286.068,572.375,398.149,366.522,458.723,256.507,221.836,357.836,475.882,534.741,170.725,217.567,106.188,278.514,266.113,324.810,424.405,85.304,509.600,556.329,357.052,505.923,172.957,546.321,692.173,866.630,225.736,413.358,346.507,409.415,401.830,220.081,138.161,238.227,61.212,56.500,107.487,279.972,177.017,162.086,70.071,12.978,367.989,116.296,89.561,35.699,193.519,221.990,511.275,407.156,303.799,463.129,191.804,150.794,129.131,365.556,209.190,91.534,81.570,67.104,54.387,205.584,63.323,223.400,456.581,284.585,112.882,549.485,247.000,121.500,278.700,549.795,72.507,63.383,91.958,223.623,92.609,512.224,123.405,27.531,90.248,175.442,43.609,45.617,54.034,60.213,36.674,210.324,577.344,110.661,63.579,79.118,392.019,400.931,72.000,188.083,200.678,534.000,224.915,39.432,166.648,451.389,179.333,288.146,359.977,441.333,325.685,481.843,632.958,153.533,141.163,257.074,443.000,285.281,471.293,198.514,414.913,704.824,245.870,281.421,458.346,300.991,274.275,304.922,347.831,744.494,429.833,388.377,575.750,385.309,388.783,237.717,293.662,259.168,296.793,283.136,381.142
1374,758.885,356.059,824.500,298.857,267.592,448.609,317.524,252.383,646.058,191.486,667.899,461.943,228.643,433.802,485.597,173.127,482.459,492.784,411.056,332.353,18.222,84.297,283.477,221.165,373.016,288.649,276.071,303.200,169.301,252.961,625.708,211.340,667.226,608.040,520.370,102.736,567.790,173.433,206.169,665.575,203.517,141.182,377.886,87.154,9.799,101.452,324.844,223.887,303.905,99.624,98.473,164.791,164.214,71.123,154.110,152.340,23.515,470.975,336.607,75.799,443.337,270.406,117.639,307.303,249.761,112.504,158.818,113.430,103.056,77.301,256.015,79.110,224.609,260.239,262.892,149.091,317.443,276.071,242.200,415.900,421.033,125.582,106.703,80.640,184.230,253.770,405.561,247.976,62.516,137.366,171.975,255.841,175.333,242.241,39.628,98.337,260.135,646.156,378.464,52.298,212.725,602.833,312.034,156.031,115.000,210.483,391.010,17.085,95.279,113.057,68.907,220.551,230.329,149.116,330.000,249.722,268.940,695.056,387.307,103.000,385.029,739.439,509.156,520.840,233.176,178.967,581.050,226.899,274.358,299.336,372.518,258.749,536.278,64.909,436.235,592.722,603.877,533.306,701.136,310.008,143.217,254.649,256.752,236.117,361.922,333.090
1375,782.639,725.275,583.948,383.488,278.918,664.297,359.638,368.096,667.602,185.203,567.399,397.227,208.348,120.475,295.537,232.418,225.238,484.882,453.037,475.873,88.578,114.109,354.229,108.784,454.444,466.041,64.625,408.380,303.918,444.143,411.673,83.628,476.075,671.560,480.389,208.415,605.506,379.776,383.308,566.183,256.664,152.407,736.795,80.692,114.754,117.400,242.014,96.461,284.590,32.553,143.817,277.236,150.112,114.263,97.055,130.726,163.822,361.967,211.197,177.946,168.941,274.877,62.412,301.230,155.128,362.405,58.409,26.925,114.528,60.376,258.934,193.488,84.455,244.256,47.154,133.018,276.258,338.000,188.025,236.783,297.951,141.336,62.891,91.270,282.467,120.966,299.980,129.214,87.820,210.248,249.742,60.406,383.600,98.103,78.489,31.198,152.054,295.906,283.179,4.877,182.922,543.870,342.379,317.237,146.208,252.667,535.250,51.976,53.333,169.693,354.611,161.275,302.171,149.651,342.902,323.278,476.301,296.958,394.747,199.813,453.500,378.772,214.297,374.880,268.608,240.630,551.711,219.565,108.811,263.720,374.741,385.713,188.600,265.507,471.059,457.540,404.574,530.613,389.200,290.822,316.400,290.331,202.394,323.261,240.565,275.146
1376,785.631,341.216,662.469,378.000,408.673,332.125,601.867,210.553,654.883,185.500,578.345,667.851,217.539,361.614,543.687,554.400,499.320,459.922,604.463,363.029,202.567,70.438,343.917,196.928,291.095,507.514,325.143,379.720,287.356,332.299,282.679,132.298,769.547,559.360,580.741,275.538,482.210,428.060,264.523,501.399,122.530,256.674,417.023,62.875,41.269,134.209,291.532,74.939,216.133,80.412,47.559,247.319,217.847,343.526,124.411,218.962,96.950,236.267,229.189,236.168,190.941,227.109,118.722,68.787,218.778,209.322,141.341,65.882,155.144,69.118,233.620,96.126,100.718,331.718,124.692,120.100,511.247,363.393,441.000,351.758,399.410,53.664,57.823,27.746,395.057,127.138,407.092,39.762,36.875,31.208,76.050,127.159,176.267,118.126,61.138,57.547,218.730,695.250,219.339,100.351,13.255,267.222,479.052,170.969,278.972,293.126,125.800,56.098,110.505,131.068,157.426,37.783,170.671,164.488,247.725,352.815,430.000,273.278,238.813,129.919,551.176,425.000,210.328,243.787,168.703,390.587,586.239,256.275,244.116,251.131,326.554,501.293,294.044,117.312,438.129,462.936,497.566,370.734,380.355,293.876,411.400,298.209,305.285,320.495,257.734,336.524
1377,474.107,135.471,759.188,301.488,407.255,363.781,424.714,329.787,473.709,442.892,612.226,413.511,176.322,176.673,272.298,492.709,305.393,372.098,528.574,224.971,222.600,94.078,173.798,179.443,279.349,315.338,196.071,785.320,220.151,286.234,345.196,144.798,456.057,561.813,302.074,186.057,296.123,379.522,534.908,483.895,198.557,175.249,141.182,108.221,68.142,52.183,272.000,181.583,257.019,33.071,35.430,231.665,112.612,107.728,253.890,108.887,205.188,423.458,489.205,301.866,352.733,309.783,254.505,225.967,409.359,122.273,185.011,88.075,115.552,37.247,256.036,123.394,149.900,304.419,124.708,53.918,211.299,292.438,310.975,253.858,196.418,113.384,81.834,64.878,134.189,152.345,369.245,106.881,72.562,139.396,136.742,137.043,60.333,89.793,39.777,97.953,163.054,476.969,206.857,73.333,271.647,126.870,97.052,164.701,112.597,278.057,532.730,20.207,62.937,28.659,359.111,49.174,298.476,346.500,307.373,207.556,353.265,364.486,219.027,100.333,441.853,606.298,247.438,412.360,176.959,189.359,401.264,346.493,198.453,459.374,237.429,460.695,152.522,202.078,376.247,633.000,635.221,481.121,552.409,235.209,375.850,295.466,337.358,237.378,255.247,370.133
1378,730.672,540.725,852.625,222.536,340.786,321.234,235.790,364.606,721.942,311.041,642.685,474.482,142.209,333.931,183.716,241.709,298.943,802.824,566.222,293.578,170.611,35.172,400.927,135.423,169.921,458.757,279.196,384.000,257.096,302.987,532.619,148.617,584.792,674.067,714.630,275.896,448.247,279.940,721.831,477.065,327.953,190.540,164.455,22.510,30.090,95.061,149.085,32.791,149.029,79.176,38.602,215.077,126.367,119.114,153.000,188.925,183.683,182.292,308.713,242.342,238.545,150.333,265.423,186.107,244.068,133.074,150.818,86.828,105.984,91.817,237.839,136.874,184.536,219.957,89.646,42.264,365.186,195.107,128.700,512.717,534.254,91.486,35.251,29.778,257.131,61.172,469.857,415.238,54.289,123.139,171.442,220.928,34.850,111.701,11.298,36.674,326.108,337.969,310.179,3.368,172.686,182.333,217.828,142.443,296.736,399.034,290.820,62.329,88.234,173.239,467.000,124.420,142.341,323.547,289.510,520.482,535.470,426.222,187.933,159.146,444.456,239.351,261.391,383.213,225.905,75.033,452.642,124.029,209.158,344.346,227.536,334.922,202.144,181.987,641.906,527.579,407.918,451.589,583.609,346.977,284.167,309.689,298.146,306.162,287.922,277.275
1379,546.148,457.255,877.062,158.750,491.990,422.969,380.914,365.277,474.864,377.149,511.345,525.191,98.235,321.287,232.955,93.382,296.434,419.843,599.407,740.461,238.700,157.656,318.954,130.165,329.524,279.851,394.304,309.580,255.110,160.377,533.060,180.745,622.113,604.400,503.537,144.123,570.420,362.881,526.185,324.967,241.517,194.863,355.659,119.067,79.299,116.339,273.979,71.826,152.895,125.012,32.280,274.291,27.276,88.711,177.137,246.821,195.446,324.400,348.467,119.000,175.079,145.732,126.887,349.082,234.496,237.471,279.807,68.495,193.024,90.194,182.241,162.189,129.736,219.761,194.015,88.091,470.887,330.125,260.350,268.692,351.148,91.438,85.629,64.169,301.008,80.701,364.000,166.905,104.258,164.812,173.217,113.377,176.850,26.816,118.191,36.930,253.243,357.188,326.518,111.123,127.078,543.852,229.690,219.093,131.250,294.115,527.900,112.671,33.072,74.205,221.926,67.029,167.500,159.337,343.451,774.037,565.675,356.042,175.747,150.374,502.941,440.316,260.812,331.080,132.730,339.326,538.038,101.478,351.537,300.794,256.625,407.778,354.322,145.143,469.824,367.397,379.008,428.379,541.591,469.597,272.850,139.270,383.664,162.973,318.344,342.223
