 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean(RoiSet_4),Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115,Mean116,Mean117,Mean118,Mean119,Mean120,Mean121,Mean122,Mean123,Mean124,Mean125,Mean126,Mean127,Mean128,Mean129,Mean130,Mean131,Mean132,Mean133,Mean134,Mean135,Mean136,Mean137,Mean138,Mean139,Mean140,Mean141,Mean142,Mean143,Mean144,Mean145,Mean146
1,1766.893,1612.922,247.781,826.560,286.327,757.391,381.724,262.160,272.903,454.446,565.679,277.823,532.835,698.743,1799.104,826.964,843.975,332.510,326.630,229.431,454.156,230.625,504.018,294.196,683.270,362.824,259.786,941.840,314.973,403.558,437.083,546.021,370.642,344.307,278.481,316.991,286.753,370.358,288.800,240.072,297.497,258.354,511.932,229.865,204.246,311.478,1048.652,411.730,443.352,183.188,203.548,327.874,178.694,269.044,351.096,142.670,158.723,666.317,399.730,420.839,397.010,512.725,262.485,345.385,388.393,465.033,165.125,337.828,234.176,211.387,392.474,306.945,439.682,427.915,350.492,256.182,497.763,331.848,776.150,616.892,612.639,240.534,133.046,139.243,359.852,292.299,378.867,266.405,139.008,171.960,255.375,225.101,384.067,182.931,118.851,157.500,841.270,257.156,154.125,183.193,258.000,653.000,767.983,245.948,413.944,485.943,396.590,214.500,166.000,185.455,538.518,321.812,430.598,387.105,364.647,366.833,340.747,302.042,173.893,125.374,316.309,396.965,421.266,355.213,412.176,248.098,248.101,322.058,397.758,445.458,271.429,358.701,273.233,460.312,343.835,301.833,239.508,314.185,234.627,328.147,362.800,327.068,373.109,307.865,432.409,382.764
2,1860.607,1624.961,299.604,975.619,430.714,529.484,463.095,484.426,361.398,456.311,480.113,280.468,638.235,760.307,2484.492,697.800,840.295,349.961,373.593,224.049,418.233,345.234,557.330,263.124,495.492,423.919,431.357,749.240,266.945,395.870,377.649,502.266,236.415,263.507,249.315,244.509,325.210,330.015,192.662,208.582,343.685,280.242,710.545,222.885,181.784,384.217,840.482,368.287,503.429,196.965,170.699,378.940,281.490,202.737,274.301,249.132,246.475,655.225,401.303,481.658,511.931,442.833,284.485,274.238,367.821,486.446,206.011,295.645,288.688,270.796,403.102,324.843,342.873,451.000,501.046,396.882,426.804,320.839,836.875,692.617,461.680,180.000,148.154,192.233,396.016,299.874,526.224,253.667,129.172,195.208,281.150,422.203,347.083,254.161,133.117,121.907,765.622,410.562,231.357,81.649,299.000,777.870,689.466,211.216,469.347,478.655,468.150,151.537,227.532,162.727,527.593,433.130,457.890,396.465,429.627,480.056,226.398,266.347,132.493,143.301,249.647,380.368,399.391,430.827,336.095,289.870,289.679,284.725,638.253,435.467,279.786,369.593,326.500,524.649,399.518,332.436,245.107,403.250,332.409,299.039,351.908,349.689,431.416,367.225,475.286,377.661
3,1758.508,1972.922,309.094,912.750,361.980,732.297,339.486,440.223,323.019,406.189,666.208,244.745,697.643,934.198,2031.030,782.509,926.148,544.118,223.204,189.676,487.733,258.547,423.294,291.969,618.111,404.243,378.286,677.520,286.767,466.312,310.917,545.798,254.189,386.400,322.815,257.151,454.247,526.448,274.046,269.170,284.201,323.846,693.318,216.106,114.403,352.217,830.071,451.200,478.333,154.129,142.634,433.857,245.673,169.851,208.726,265.066,285.733,763.817,441.402,463.617,451.327,509.420,284.876,369.008,391.427,423.256,217.102,356.677,310.752,295.774,449.737,265.299,477.382,562.145,534.308,353.164,473.237,368.393,528.575,640.525,601.672,237.349,203.011,146.815,393.746,323.506,502.735,231.357,115.008,184.535,308.575,377.333,366.217,177.483,141.128,154.256,663.676,356.219,265.875,217.088,412.431,657.259,926.690,229.691,397.764,555.655,360.930,183.146,171.324,243.420,537.574,259.029,417.293,379.221,480.784,419.833,415.928,349.083,239.293,183.195,241.162,375.596,366.469,391.040,386.189,219.413,243.270,425.870,666.074,398.991,345.339,365.832,407.922,642.727,465.318,460.294,269.770,347.839,300.891,385.845,347.792,242.101,310.051,341.108,449.877,347.923
4,2068.869,2330.647,283.990,889.571,366.561,550.844,353.457,345.649,234.282,373.932,704.690,292.340,814.174,977.287,1912.239,681.727,775.959,305.686,362.204,241.559,385.200,280.031,679.633,285.454,453.270,462.473,410.839,1058.940,328.767,523.558,406.940,621.777,393.208,284.133,338.389,244.774,279.370,498.866,377.200,279.647,282.295,310.786,665.591,298.788,193.463,377.174,1200.716,426.713,445.219,220.471,169.183,437.445,261.235,185.693,308.890,272.340,200.812,658.200,365.115,440.477,467.960,372.362,266.237,340.648,336.684,428.463,239.739,288.957,351.280,301.366,653.927,300.882,375.136,690.154,517.154,371.373,478.711,339.098,469.100,613.350,721.869,259.705,185.834,177.915,436.303,284.724,481.286,212.548,160.797,189.049,278.700,306.768,389.150,266.230,96.032,124.709,1043.054,367.703,218.321,122.947,237.804,746.556,843.966,254.784,598.042,505.782,433.100,148.841,226.081,230.977,615.741,297.319,533.841,388.372,492.412,362.611,300.229,342.708,241.827,288.569,366.779,201.596,403.609,423.307,435.297,331.587,300.478,353.696,697.884,380.000,343.955,311.473,320.533,673.000,254.447,247.794,230.443,392.742,279.009,361.535,278.333,293.453,289.219,334.676,540.747,353.318
5,2062.680,1976.373,360.062,1238.143,345.184,530.688,459.448,387.426,336.223,445.595,682.375,234.050,856.426,989.673,2126.015,813.091,899.582,492.549,450.259,258.333,528.056,251.984,518.505,334.124,798.079,317.689,320.625,954.440,301.452,623.649,344.185,511.223,278.302,344.680,310.389,240.670,423.025,284.194,265.477,235.542,348.644,272.302,787.841,174.865,185.299,445.009,1054.305,503.252,440.438,254.376,158.409,384.385,226.082,170.772,312.425,191.642,286.099,669.633,338.623,410.953,568.307,421.159,258.887,406.393,346.171,508.298,220.455,298.247,355.048,231.151,636.628,371.803,388.564,565.513,429.923,306.691,519.649,328.545,757.700,682.592,619.566,196.973,198.366,118.286,423.959,326.908,500.408,124.405,166.422,188.307,291.642,286.188,271.933,202.460,173.287,181.000,1016.568,373.359,184.071,222.561,258.686,672.259,782.655,251.361,574.222,529.402,408.990,216.037,146.748,224.591,653.333,303.159,495.268,365.884,368.667,449.426,297.687,411.528,226.200,155.715,328.691,248.018,412.844,396.240,401.703,310.076,313.761,357.290,698.884,363.626,357.384,343.976,430.700,391.649,513.447,380.556,178.230,385.944,259.727,209.047,349.058,282.311,393.504,291.360,550.500,304.755
6,1978.467,1930.353,280.729,1069.095,300.378,594.609,337.162,514.585,321.631,461.635,627.917,381.099,801.365,839.238,1805.164,628.145,870.369,400.902,436.074,282.265,559.411,329.750,618.725,266.361,496.143,456.446,404.196,850.240,284.041,619.740,355.827,454.862,340.245,281.973,278.870,300.396,470.926,352.104,268.831,254.203,240.940,288.351,699.386,209.231,241.754,479.530,1025.227,278.000,481.000,156.141,218.011,358.418,254.898,176.649,435.726,292.415,308.911,640.675,438.025,373.389,576.238,387.413,355.103,418.041,431.376,454.182,242.955,290.430,315.664,327.183,434.168,273.787,400.809,497.308,469.477,370.618,358.031,383.214,802.875,593.292,556.598,198.137,146.217,146.847,386.500,372.057,388.765,247.952,113.391,171.139,288.108,407.116,507.300,215.782,132.606,157.558,935.946,275.609,338.643,187.544,292.000,625.370,821.638,256.268,465.250,511.667,413.150,156.085,162.667,205.239,552.056,239.014,419.976,432.070,394.980,415.463,355.169,330.139,196.920,185.390,416.574,402.386,378.672,423.827,398.581,231.283,356.969,339.261,580.547,459.935,480.134,334.383,506.622,510.195,380.953,370.659,233.025,329.339,374.800,253.023,439.417,371.486,286.299,350.378,581.682,377.378
7,2060.754,2085.902,299.656,1091.536,383.082,758.750,332.657,475.660,296.544,445.554,717.381,307.667,513.452,1002.267,1854.940,644.782,887.352,433.471,422.685,257.069,530.756,298.797,599.890,264.474,685.492,400.284,317.946,666.720,391.411,618.779,390.952,571.947,354.302,266.107,375.148,365.774,317.506,370.702,357.677,184.379,265.456,247.263,446.250,156.673,160.769,515.687,918.035,486.974,443.514,175.224,198.925,401.995,202.173,166.421,441.699,198.887,329.436,791.283,446.598,430.919,613.178,390.210,318.629,352.918,436.735,407.802,291.795,281.204,298.752,197.796,477.613,306.740,420.591,660.333,463.462,395.782,310.340,347.045,623.525,716.367,679.713,199.726,191.989,151.783,377.230,291.977,406.980,238.357,146.406,234.228,241.283,369.159,436.567,174.310,90.223,269.616,780.162,388.234,263.875,252.912,312.549,672.907,1069.724,263.216,492.972,546.517,473.990,131.000,198.081,108.477,399.185,296.551,409.146,476.477,442.157,552.907,337.229,304.750,239.787,156.358,198.603,240.263,454.656,535.547,401.824,212.511,286.371,323.812,608.358,469.131,405.018,370.150,397.267,528.455,442.765,494.008,218.287,362.024,299.200,227.171,489.233,386.770,322.708,413.441,562.201,398.833
8,2405.910,2006.471,277.521,1086.750,232.316,702.484,288.067,478.415,359.942,447.703,715.089,254.291,717.748,887.277,1921.806,737.418,791.484,302.059,343.463,311.824,477.722,221.922,553.688,349.495,651.063,347.473,297.304,865.320,416.589,512.182,405.292,439.840,249.283,315.733,273.463,360.934,311.765,339.522,321.600,258.405,340.081,260.032,595.273,218.558,189.761,394.852,916.539,448.470,550.867,252.294,175.065,380.560,240.684,167.605,435.644,182.226,273.941,606.892,404.689,542.497,556.832,449.790,269.907,332.270,304.060,454.636,211.364,234.559,314.840,197.774,508.752,294.402,387.273,574.641,466.862,464.436,354.082,289.625,627.125,629.367,521.500,260.849,134.097,171.254,470.754,326.621,412.429,257.952,139.539,167.693,314.025,294.391,372.233,257.839,146.106,130.663,743.432,569.453,276.929,219.772,313.667,640.982,838.276,234.000,459.861,676.322,464.910,198.049,201.126,228.375,722.204,277.696,324.695,458.849,401.412,493.556,225.470,377.375,196.547,153.715,315.221,359.421,415.266,484.413,463.662,187.783,241.572,340.725,906.063,418.757,433.464,303.545,406.489,646.182,327.153,367.635,231.287,390.968,287.036,329.620,386.817,339.405,476.715,380.901,475.786,373.343
9,2147.762,1944.843,366.573,871.286,499.122,727.703,365.000,434.000,330.563,584.108,684.780,282.837,668.104,1027.644,2216.269,918.491,927.049,374.627,313.426,325.971,429.822,196.922,537.734,297.742,629.667,349.216,382.911,779.380,299.219,568.688,421.982,473.521,282.377,318.880,293.074,243.726,378.642,445.373,313.446,192.895,316.349,267.758,714.341,244.769,226.709,403.852,1092.128,404.817,496.981,124.541,179.151,506.934,313.173,198.974,346.041,276.708,295.673,662.808,403.885,382.980,566.139,388.659,301.289,349.623,391.769,607.289,260.011,293.849,424.256,206.538,470.876,318.559,369.482,606.573,588.677,435.264,481.856,296.223,611.475,744.725,568.836,193.027,181.891,196.635,447.680,198.966,462.694,262.905,107.234,193.644,231.192,431.899,424.067,177.230,164.883,178.000,1130.270,360.859,116.536,186.088,222.902,1032.685,930.397,334.753,528.361,560.379,438.970,166.366,206.450,141.170,494.852,236.159,351.598,508.314,485.922,475.648,362.024,213.444,305.133,183.252,239.588,447.316,398.125,358.440,402.027,228.011,291.799,454.058,649.095,385.822,406.616,310.551,383.889,630.260,377.659,495.238,221.951,354.629,381.900,304.744,441.717,411.311,367.927,407.171,554.448,400.433
10,2140.057,1721.745,322.115,1080.738,323.929,708.469,358.648,511.340,283.660,482.811,588.970,326.227,810.374,971.465,2701.075,633.073,955.377,358.196,279.259,213.980,427.289,407.625,574.550,418.392,617.619,421.554,512.375,1018.200,369.082,547.532,313.792,555.787,206.717,313.653,350.648,320.368,295.802,263.687,267.431,262.373,285.000,327.789,538.818,260.212,207.799,457.139,887.624,450.183,535.581,209.153,158.516,370.791,283.582,230.509,360.425,230.491,307.812,658.533,376.582,534.926,456.020,433.739,463.320,442.910,387.667,559.083,250.739,287.925,262.440,323.226,443.606,297.134,466.500,523.188,675.262,280.891,338.485,414.580,690.100,681.908,690.525,146.301,165.074,121.862,368.902,302.598,439.010,278.452,163.867,196.218,311.517,319.942,334.783,247.287,127.468,238.349,1017.081,369.562,254.321,134.526,349.137,1020.389,752.276,341.907,565.722,517.874,457.760,151.317,200.495,220.102,378.778,344.377,390.683,385.674,570.235,444.611,316.193,344.917,279.533,144.724,317.985,369.491,364.922,316.947,351.595,334.043,290.252,409.333,858.600,381.925,364.625,358.599,351.289,449.416,345.471,350.651,326.057,404.290,306.136,293.884,330.083,315.392,350.496,375.108,487.097,327.601
11,2294.418,2075.274,324.062,1245.536,334.071,745.578,373.467,507.383,295.369,422.189,636.571,354.085,687.330,945.257,2144.881,911.164,910.984,459.863,402.315,226.755,462.256,212.781,481.560,280.948,511.048,412.176,451.768,642.620,454.945,647.416,333.810,556.915,255.660,277.467,290.315,264.057,456.420,343.045,328.169,174.490,329.530,333.123,517.795,238.779,269.075,410.191,929.348,333.748,452.657,208.494,244.011,337.984,218.796,176.167,390.411,247.538,322.079,756.025,421.279,544.315,485.812,375.145,332.515,348.770,443.291,535.727,272.977,334.280,310.448,208.075,560.745,322.079,521.727,590.607,585.262,235.245,422.124,336.946,488.325,737.750,536.254,185.836,155.394,151.513,387.623,295.161,375.500,260.000,172.016,181.218,249.150,322.275,466.233,269.529,110.649,201.372,1007.081,431.047,337.821,223.105,312.863,926.315,1018.017,252.165,548.222,600.276,507.250,210.500,203.505,165.750,639.148,290.348,465.439,421.547,358.020,359.222,295.229,408.778,198.560,205.472,428.500,353.158,464.688,424.307,402.365,266.163,304.000,399.420,775.400,456.065,338.277,303.275,306.978,453.325,400.012,380.667,258.352,324.887,354.791,304.481,432.583,346.547,375.022,409.595,472.929,333.039
