 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115,Mean116,Mean117,Mean118,Mean119,Mean120,Mean121,Mean122,Mean123,Mean124,Mean125,Mean126,Mean127,Mean128,Mean129,Mean130,Mean131,Mean132,Mean133,Mean134,Mean135,Mean136,Mean137,Mean138,Mean139,Mean140,Mean141,Mean142
1,1749.729,966.841,1422.111,1069.635,794.366,920.558,1581.913,765.100,1651.700,566.558,1339.408,900.862,1671.292,1462.000,1659.979,3078.367,966.796,976.023,1528.132,1308.846,1003.365,1224.333,1643.463,783.212,1116.804,1142.821,2026.619,1677.769,4490.946,1601.000,2438.526,3079.250,2352.792,2122.286,2447.323,1237.742,3430.774,2113.435,2515.610,2371.158,2149.102,3088.043,2044.923,2361.159,757.186,907.154,1683.875,2503.628,1527.723,1651.147,1890.591,1542.927,1237.899,2998.759,3650.630,2046.107,883.197,2609.709,2897.980,1627.907,1567.257,3509.576,5538.500,3861.014,3303.831,2583.167,2824.048,1688.828,1251.187,1475.532,1604.356,1856.809,1517.712,1550.519,1107.814,1254.208,1523.274,1357.239,1592.456,1392.898,1559.500,2024.955,1096.917,420.673,774.423,724.500,2828.900,3409.696,2189.526,3592.727,1040.295,725.127,1475.075,2454.678,2162.373,2044.231,1683.359,584.392,491.163,779.508,1045.689,1126.300,903.357,658.704,998.537,634.000,562.159,783.761,1785.439,1403.757,1818.649,1505.366,786.453,2449.373,1994.056,437.853,336.081,806.176,1657.450,1026.646,1593.378,1880.356,1403.032,2433.570,275.870,655.447,416.830,147.162,236.286,535.254,958.320,483.761,676.984,1133.216,844.944,759.408,329.768,271.071,431.309,798.486,1137.500,1023.875
2,1365.508,891.079,1581.178,1131.096,1044.317,877.930,1365.217,1272.267,1745.133,791.250,1365.571,1314.400,1872.323,1175.595,2648.742,3895.775,974.755,527.886,1509.765,1373.865,1027.762,1592.643,2053.134,1148.818,1295.510,1039.154,2512.587,1470.641,3978.893,1894.106,2147.579,3303.265,3050.896,3210.190,3276.294,1379.645,3891.019,2179.000,2594.034,1998.624,1838.884,3564.304,2025.692,2542.667,790.534,1015.945,1645.328,2199.953,1672.708,1505.794,2061.705,1794.564,1380.000,3374.828,3849.055,1993.714,985.836,3510.891,3084.961,1828.427,2098.838,3356.949,5301.043,3549.449,3296.014,2231.595,2564.881,2250.086,1227.576,1225.253,1137.119,2197.011,1493.966,1963.635,1483.349,1010.753,1716.274,1515.060,1891.035,1426.459,1422.887,2265.836,1782.458,404.633,664.620,1020.096,3644.800,2658.507,2414.895,3712.500,1008.000,791.218,1624.359,1880.482,2394.000,2010.635,1910.231,690.797,559.625,659.323,897.733,1273.900,991.976,349.259,1095.805,463.400,909.568,881.507,1598.281,1932.957,2312.807,1527.515,1112.147,2367.491,2086.889,584.598,520.892,854.667,1239.438,936.000,1575.256,2013.317,1445.206,2685.605,332.039,489.447,523.906,558.487,275.200,706.220,1577.240,757.109,719.115,1140.098,2053.389,1058.592,302.679,232.714,394.662,851.371,963.071,1548.825
3,1528.203,764.365,1193.289,956.923,830.488,1474.884,1184.500,930.100,1641.933,528.865,1527.306,1470.238,1936.215,1741.905,2322.054,3030.551,872.306,1404.432,1469.456,1686.500,1001.794,1787.738,1541.104,1068.242,1111.196,1637.795,2410.603,1673.397,4095.857,2534.553,2113.132,3723.882,2681.708,2778.572,3141.441,2614.355,3766.585,2601.935,2811.441,2100.446,1899.638,3304.217,2391.519,1941.016,974.458,985.451,1547.422,2376.128,1369.169,2107.544,1927.795,1838.255,947.551,3562.034,4185.959,1920.732,1451.951,2357.036,2349.941,2357.480,1824.108,3197.949,5584.348,4624.130,4308.591,2378.500,2809.048,1796.655,1468.439,1698.544,1476.237,2322.854,1797.102,1949.231,955.395,868.403,1901.839,1867.836,2433.860,1754.959,1567.516,1628.254,1167.583,734.367,731.028,1098.904,3475.240,3699.145,2173.842,3738.909,1262.682,1218.818,1206.566,2357.482,2240.955,2264.365,1950.231,727.784,518.912,424.369,845.600,1022.225,853.286,688.926,1105.171,645.100,1047.114,1028.388,1431.053,1754.529,2313.070,1460.495,879.600,2518.881,2006.333,519.343,544.099,1023.833,1324.275,1129.508,1910.244,2133.584,1488.000,2936.291,412.597,375.660,425.189,523.459,472.886,570.915,1464.580,540.370,940.344,1125.686,1195.583,992.163,250.464,259.300,365.103,1071.886,1181.393,1048.050
4,1382.373,1104.905,1692.244,1366.750,929.805,1039.535,1252.174,777.500,2445.883,596.750,1141.918,1619.300,1178.385,1750.286,2472.280,2838.939,1463.776,1266.114,1838.765,1688.865,955.476,1293.405,1617.642,1321.636,1010.176,1456.949,2226.206,1739.333,4341.268,2381.894,1869.211,3623.000,3031.062,3298.381,3282.147,2287.323,3031.830,2105.717,2167.000,1606.723,1588.362,4021.667,2509.365,2680.286,970.797,862.429,1765.422,2354.384,1768.262,1575.500,1838.250,1832.000,1611.957,3754.690,4248.274,1848.982,1716.443,2112.655,2572.294,2044.467,2199.716,3608.220,5525.348,4683.957,5050.676,3277.690,2573.762,2013.483,936.216,1336.519,1187.373,1661.079,2178.576,1942.423,1103.419,1196.532,1791.097,1413.836,1921.982,1719.378,2027.903,1467.836,976.562,1005.408,940.141,393.846,3516.060,3072.957,2114.158,3503.386,1084.773,1381.146,1416.264,2523.947,2509.687,2046.250,2119.487,854.068,672.287,264.631,1026.022,1165.625,1025.452,768.537,1436.707,652.200,607.705,716.672,1672.965,1476.914,2132.316,1432.871,818.432,2617.220,2662.417,834.196,556.261,1156.667,1416.562,782.738,1696.278,2219.772,1676.619,2686.198,421.896,430.319,225.679,598.081,112.429,957.068,1119.980,621.109,992.344,1065.667,1534.056,790.898,174.446,241.000,557.074,785.543,1143.143,1653.025
5,1419.932,1281.318,1551.600,1371.731,1047.439,1078.907,1427.913,1130.917,2501.600,835.500,1261.939,1463.650,2162.523,2127.548,2714.882,3085.857,879.000,1357.500,1720.897,1579.308,1244.587,1819.833,1621.642,1028.818,1666.216,1471.872,2570.095,1492.846,3942.303,3184.574,2230.053,3679.323,2906.375,3362.786,3292.735,3281.129,4069.472,2409.391,2499.356,2210.624,1916.522,3580.623,2548.769,2601.127,877.280,948.560,1769.266,2224.895,1291.215,1809.838,2122.818,1114.909,1092.435,2936.483,4152.835,1972.321,1538.508,2775.218,2537.804,1709.453,2254.865,3967.847,5637.891,4081.145,4861.366,2943.928,2612.167,2151.604,1407.820,1689.228,1267.712,2086.067,1881.475,1794.885,761.023,1166.623,1928.210,1746.881,2116.702,1840.612,1859.129,1867.821,1653.438,636.796,798.141,976.500,4017.080,3277.681,2647.868,3611.682,715.341,1132.636,1742.547,2413.303,2639.866,1765.250,1348.846,518.068,530.138,861.800,1249.756,1299.200,1334.595,982.667,1100.707,928.775,1083.636,679.552,1497.719,2157.743,2126.579,904.525,924.516,3035.169,2664.500,399.539,794.982,746.778,1291.387,700.615,1796.022,2109.000,1517.270,3006.372,372.013,386.723,410.019,153.838,369.829,1003.492,1123.840,420.630,964.885,1058.373,1000.833,946.265,529.982,324.729,705.618,697.743,1297.536,1421.500
6,1413.458,1182.730,1726.978,1609.269,568.732,1405.698,1463.435,969.267,2023.650,1160.846,1514.551,1182.688,1556.831,1672.976,2117.635,3691.612,1360.490,1517.932,1845.118,1679.981,1005.492,1194.690,1744.328,1050.364,1205.275,1229.641,2601.000,1792.282,4233.393,2566.574,2504.000,3131.794,2801.792,2460.619,2982.353,2983.194,3158.623,1861.370,2777.932,1992.822,2117.464,3223.435,3453.192,1845.079,765.746,822.055,2055.781,3036.477,2093.046,1794.588,2014.739,1689.655,1486.290,3957.259,4198.534,2165.143,1561.557,2702.436,2909.823,2077.827,1883.622,3893.051,5382.978,4269.406,4634.169,3147.595,2582.119,2066.345,1333.496,1689.671,1355.034,2093.809,1749.373,1694.481,825.488,1354.013,2386.936,1228.896,2137.526,1830.480,1858.935,2259.164,1314.208,502.061,924.535,626.000,3994.500,3394.681,3293.237,2937.909,1254.864,1166.745,1879.396,1776.482,2847.821,2117.539,1789.641,901.000,467.650,383.215,1222.244,1547.650,1481.833,712.333,1294.073,760.050,1315.114,1264.657,1729.860,1876.800,2325.562,1192.950,1177.032,3102.627,2089.806,668.559,664.874,977.667,1498.600,981.831,2215.956,1905.941,1808.984,2352.674,264.896,539.766,449.113,252.027,221.543,842.729,1513.640,649.217,675.148,1000.549,1041.444,989.510,424.071,493.186,337.059,1000.629,1024.036,2036.025
7,1987.153,849.984,1528.911,1454.750,1594.219,1305.326,1398.826,1105.200,1651.083,618.192,1589.163,1547.075,1563.646,1668.071,2395.495,3500.490,1555.000,1318.568,1814.515,1940.442,1031.175,1838.167,1975.209,1383.758,1393.373,1370.205,2282.302,1628.333,4600.750,2375.298,2065.368,3291.956,2894.646,2528.952,2182.118,2325.968,3428.434,2234.261,2903.542,1893.000,1711.927,3967.174,2733.173,2725.460,867.966,1229.967,1018.281,2281.430,2704.539,1074.073,1983.455,1827.727,1245.435,3670.017,4000.603,1549.071,1247.918,3234.636,3303.294,2083.760,2162.541,3291.712,5922.913,4386.580,3602.479,3159.500,3097.833,1862.121,1149.029,1741.848,946.288,2020.933,1695.847,2250.173,1128.651,1039.779,1735.419,1509.507,2811.526,1745.867,1719.613,2138.075,1332.562,1043.469,841.380,703.673,2924.120,2842.942,2881.132,3715.773,1111.045,1082.600,1913.132,2330.857,2831.761,2089.058,1609.513,717.973,569.550,819.554,1287.044,1600.150,1122.524,626.407,955.634,721.800,1017.591,1218.866,1588.333,2061.229,2102.579,1196.089,912.779,2242.475,2607.250,732.265,502.631,907.361,1414.975,1128.877,2355.611,2051.129,1670.825,2612.721,384.117,515.191,324.925,504.784,439.914,715.661,960.460,687.196,924.279,1041.000,1021.472,1087.653,416.768,182.129,510.662,674.714,1761.036,1383.575
8,1726.763,961.111,2195.978,1335.769,1166.390,1379.070,1288.696,1152.300,1991.467,661.192,1773.673,1530.325,1539.385,1302.595,2854.495,3756.306,1527.490,1302.205,1852.294,1636.519,1129.746,1830.548,2071.403,1435.909,1161.412,1078.923,2744.428,1633.538,3909.036,2476.894,2530.316,3441.941,2340.521,3036.952,3475.735,3278.323,3859.528,2007.261,3312.458,2033.010,1457.783,3515.855,3041.539,2772.159,955.814,923.242,1753.031,2628.174,1871.677,1724.309,1834.000,1684.036,1626.333,3842.966,4245.192,1664.536,1378.262,2592.982,2867.118,1983.467,2003.189,3326.932,6533.804,4029.014,4804.296,3579.452,2363.357,1571.069,1253.130,1655.987,2078.373,2382.899,1694.068,2222.615,1457.698,947.247,2283.258,1301.806,2215.176,1927.857,2130.258,1958.746,1339.646,483.388,989.676,622.731,3193.840,3281.754,3331.263,3544.977,772.545,1557.891,1895.000,1954.321,2219.776,1709.981,1642.000,835.500,844.188,638.400,904.711,1035.325,614.524,547.241,710.219,887.600,1377.568,1077.925,1684.035,2305.543,1865.123,1433.238,1306.947,2556.763,2546.250,638.284,508.441,962.620,1345.200,770.246,1786.567,2157.733,1568.571,3053.651,318.571,993.574,432.396,731.730,181.571,616.271,1277.000,888.630,915.066,1136.157,1223.083,683.469,383.482,470.600,358.647,898.457,1139.786,1741.900
9,1555.203,1299.095,1509.111,1303.654,948.927,1061.372,1353.891,1125.017,1763.817,679.962,2385.857,1149.887,1012.015,1564.762,2153.774,3739.143,1441.980,1534.182,1602.779,1845.788,982.032,1289.048,1915.075,850.121,1604.725,1355.538,2797.222,1663.282,3658.625,2356.149,2345.710,3906.382,2888.938,2602.976,3372.235,2975.742,4088.019,2402.174,2679.983,1982.980,1838.768,3737.652,3233.750,2918.476,967.949,925.813,1733.594,2220.547,1961.892,1908.941,1805.875,1859.164,1682.565,3848.966,4231.959,1812.607,1549.180,2569.400,2926.471,2215.213,1681.014,4119.932,5910.457,3915.565,3989.282,2870.690,2567.167,2262.431,1284.036,1463.671,1372.881,1937.146,1805.305,2018.462,926.000,947.481,1708.726,1133.851,2070.842,1953.582,1921.823,1708.358,1262.562,773.612,772.085,815.231,2897.920,3441.812,1955.289,4033.045,766.750,1015.145,1848.887,2033.232,2740.985,2217.115,2071.641,437.932,496.388,384.185,1373.733,895.075,794.762,644.463,1115.610,764.150,872.886,949.851,2236.105,2150.686,2525.842,1141.644,1178.916,2980.881,3169.306,715.265,683.721,1181.472,1230.812,1617.108,1783.378,1978.465,2073.349,2450.826,154.649,558.532,387.849,526.243,172.486,735.627,1170.360,606.739,769.443,1161.275,1207.528,887.000,286.732,334.557,383.074,917.143,789.000,1749.625
10,1430.136,1128.286,1361.200,1258.423,886.219,1301.558,1195.130,1199.900,1990.133,977.404,1372.204,1239.812,1605.354,1067.690,2642.355,3813.674,992.122,1385.568,1433.794,1640.231,1278.175,1325.286,1920.358,1699.394,843.725,1279.333,2256.492,1950.564,3699.625,2242.660,2228.947,3463.765,1949.979,2413.572,4206.294,3185.548,4096.188,2820.609,2604.085,2452.990,1703.232,3642.797,2594.231,2265.079,907.025,706.077,1350.875,2468.070,1588.738,1520.779,1757.693,1541.982,1555.739,3484.379,4411.616,2093.286,1373.000,3092.218,2984.784,1521.400,2334.662,3978.915,6107.457,3728.652,4122.099,3200.762,2899.286,2085.086,1514.050,1686.671,992.746,2130.101,1665.729,1973.019,1757.837,1085.987,1952.145,1516.119,2341.824,1622.255,2249.710,1628.567,1233.396,493.286,511.817,778.000,3427.200,3566.841,2113.684,3577.955,1455.205,1308.600,1975.151,2026.518,3387.940,2681.442,1242.718,737.243,575.025,424.138,1388.578,1516.300,848.619,788.741,1080.341,784.725,1132.364,1192.702,1906.333,2170.386,2278.912,1617.406,819.179,2406.187,2740.778,558.549,605.712,905.065,1629.137,1116.262,1892.678,2183.040,1833.302,3133.733,228.299,428.617,419.623,256.649,352.971,667.847,1090.540,727.109,752.541,747.922,1316.889,931.327,326.571,291.814,443.691,774.771,1530.929,1245.475
