 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115,Mean116,Mean117,Mean118,Mean119,Mean120,Mean121,Mean122,Mean123,Mean124,Mean125,Mean126,Mean127,Mean128,Mean129,Mean130,Mean131,Mean132,Mean133,Mean134,Mean135,Mean136,Mean137,Mean138,Mean139,Mean140,Mean141,Mean142,Mean143,Mean144,Mean145,Mean146,Mean147,Mean148,Mean149,Mean150,Mean151,Mean152,Mean153,Mean154,Mean155,Mean156
1,850.368,664.000,524.623,354.364,754.458,634.164,561.456,898.973,1033.592,417.918,457.702,357.842,454.508,731.137,498.175,503.238,546.836,768.713,583.813,286.038,387.083,433.089,424.872,637.349,517.892,426.279,656.070,372.102,656.455,497.425,281.137,225.583,431.043,226.789,436.267,423.387,380.902,495.324,479.449,340.531,146.544,550.294,795.282,248.971,152.557,286.138,155.637,885.833,244.093,737.706,653.984,96.458,387.087,292.589,258.070,476.714,140.433,350.893,390.000,416.061,553.237,353.603,416.698,497.939,379.827,156.168,311.448,301.212,301.858,638.371,531.617,301.667,422.478,104.140,420.410,738.762,430.000,210.910,500.033,132.745,205.553,145.836,453.271,214.926,86.667,160.754,234.990,139.198,441.415,818.064,242.138,447.138,446.878,285.027,161.431,174.159,228.259,238.582,315.315,355.051,219.587,209.295,257.040,225.662,158.232,205.174,226.183,471.106,508.495,662.064,584.553,760.667,528.517,300.385,174.974,123.292,311.578,393.347,405.764,329.746,175.402,247.637,237.846,207.493,280.411,215.550,139.993,181.651,215.071,258.713,628.814,274.569,180.083,497.376,405.878,258.796,240.922,748.486,754.729,284.405,319.338,373.441,402.069,288.333,988.517,387.927,477.265,151.932,231.042,311.545,337.000,245.430,288.555,662.508,193.750,218.303
2,1031.605,953.126,484.479,624.465,1020.864,620.861,644.221,1349.446,1455.618,481.765,432.540,370.189,306.305,1009.658,395.550,902.713,619.882,603.046,459.598,255.762,360.979,284.929,408.096,624.554,599.041,607.402,540.260,332.370,735.039,577.264,322.068,216.179,646.021,342.211,482.067,814.360,379.585,297.189,371.308,169.781,273.426,245.632,797.885,199.812,273.016,515.523,292.385,1220.233,229.537,883.691,649.625,181.610,229.424,197.232,164.535,254.310,191.100,317.054,248.659,548.803,746.575,428.897,602.523,497.253,459.010,82.821,191.562,159.827,339.157,660.057,216.467,207.907,487.935,463.140,417.692,460.238,505.386,307.676,316.413,136.363,428.039,204.548,220.371,177.989,158.159,286.131,229.667,203.547,110.692,1369.915,223.076,482.377,426.333,201.836,285.526,358.864,251.397,438.182,315.014,358.915,304.936,128.561,252.307,216.850,136.544,301.055,248.516,630.731,520.456,489.606,416.471,989.493,410.150,91.596,165.696,156.226,262.324,377.645,561.972,216.648,302.978,155.637,383.195,221.779,228.659,279.886,147.324,85.603,132.768,263.516,486.000,447.667,167.783,472.436,371.826,124.980,430.058,745.500,406.771,295.833,528.559,426.957,408.586,637.853,362.617,531.886,707.538,422.338,456.423,172.852,292.026,369.080,367.782,727.450,156.345,156.393
3,1012.724,789.018,482.767,551.853,1145.271,812.123,511.441,1318.392,1277.934,380.786,448.694,377.158,366.805,1061.684,530.925,805.644,521.474,615.632,492.860,336.133,681.354,443.286,539.330,714.627,379.378,522.434,788.550,532.426,529.117,474.471,255.534,356.810,354.511,217.263,483.550,542.213,348.976,552.595,475.333,345.969,113.059,181.279,729.051,247.507,286.189,307.835,292.593,913.744,184.472,841.941,774.672,240.237,264.304,178.589,239.302,265.024,201.267,242.250,368.965,672.136,765.612,609.074,542.141,367.202,623.602,203.316,338.740,292.538,233.110,646.300,343.150,200.352,395.826,313.372,524.385,857.405,424.727,338.856,331.696,348.206,378.553,114.411,259.029,74.809,158.855,236.082,302.869,213.593,362.908,796.340,223.483,467.464,297.293,257.318,107.284,274.489,240.767,262.845,381.385,384.390,373.661,238.065,283.208,239.992,107.248,129.404,198.495,486.721,463.039,799.777,485.847,599.043,457.833,165.433,187.374,107.358,290.735,368.223,286.972,242.275,263.935,253.176,252.829,334.864,370.605,172.657,123.037,221.712,153.949,322.352,460.140,324.549,180.450,647.693,737.661,470.316,162.301,914.319,597.029,222.060,108.029,345.387,592.368,471.007,621.700,348.789,553.599,409.541,384.493,213.477,260.778,328.230,271.664,737.417,247.595,212.978
4,1017.789,819.784,460.699,474.372,957.788,845.771,629.235,1272.811,891.263,413.255,564.823,311.958,441.475,866.145,915.450,777.980,682.921,620.023,518.122,299.514,348.938,289.232,457.840,762.277,696.784,420.008,664.470,412.611,602.987,615.885,361.397,329.274,874.468,227.632,403.983,759.440,436.646,388.905,558.538,402.078,209.147,384.618,670.910,367.913,336.918,408.697,204.330,845.022,301.194,722.676,663.281,148.847,388.880,370.679,293.419,260.095,287.017,357.768,433.129,868.318,715.162,457.309,619.671,356.646,474.520,195.600,275.073,257.885,221.780,687.657,469.033,354.481,269.935,498.163,476.872,547.548,705.932,204.270,427.207,292.137,219.434,132.342,165.714,132.128,199.014,130.311,258.566,198.384,361.646,1206.723,363.393,432.275,299.265,203.255,122.241,291.273,426.483,327.900,329.448,319.297,119.211,227.813,358.406,317.414,99.976,231.174,164.774,650.615,707.282,792.979,478.906,704.116,437.667,192.596,203.583,161.679,346.029,443.198,554.066,280.789,218.989,123.216,347.049,404.664,177.767,376.857,200.529,134.870,83.576,418.934,648.977,424.088,230.450,453.594,386.391,338.000,497.233,821.514,413.743,299.000,317.074,300.226,320.851,403.607,392.450,355.000,678.909,299.297,394.746,118.318,184.761,461.850,221.655,772.275,384.655,159.730
5,1179.750,737.387,525.651,401.853,998.585,726.172,821.838,1176.068,1280.658,691.776,313.992,189.053,434.602,787.684,450.217,954.069,616.000,510.012,527.402,374.914,338.562,335.696,754.021,640.217,556.230,612.246,645.490,466.657,632.403,550.943,224.986,311.119,372.213,185.395,585.517,976.853,480.439,334.784,249.615,427.828,244.059,470.838,624.987,254.536,308.115,469.560,305.132,880.844,136.519,887.338,712.797,153.441,300.859,315.714,215.023,327.976,322.183,219.375,386.141,867.227,626.800,394.206,492.181,204.747,450.347,179.189,196.240,208.135,463.276,506.800,790.650,217.963,291.457,387.023,647.154,682.119,1016.818,249.324,418.087,322.363,268.487,228.247,300.514,102.383,197.855,185.049,371.970,224.988,291.462,882.298,242.676,414.094,503.673,292.700,159.828,233.580,309.940,276.473,511.196,381.178,295.817,341.259,262.079,276.135,108.504,285.220,264.602,752.750,459.262,704.809,519.976,1002.000,499.717,193.875,164.191,179.736,211.235,346.612,530.208,426.465,78.609,358.363,249.789,233.629,263.876,333.614,247.919,231.048,198.848,309.902,659.163,204.216,120.617,598.782,386.470,431.643,271.961,651.486,382.143,295.619,354.368,374.301,568.839,476.620,625.933,404.073,534.106,242.716,426.366,193.455,230.744,293.820,232.269,984.258,109.071,109.685
6,1011.026,885.450,439.034,384.791,921.508,889.475,635.382,908.432,1289.224,618.112,459.331,296.853,507.805,994.367,443.500,689.901,536.072,706.690,587.551,239.181,476.229,480.089,543.245,518.952,548.338,587.221,769.560,368.704,728.013,459.609,269.973,263.214,535.426,406.658,567.450,739.200,508.512,478.365,547.718,215.203,100.794,327.162,1003.808,171.420,311.434,433.165,421.209,955.700,224.148,847.044,821.812,302.305,270.826,367.339,252.721,241.119,203.867,100.696,325.671,700.318,522.725,700.382,567.530,299.040,416.010,263.684,375.917,489.173,382.858,872.800,553.083,236.981,353.543,525.698,782.051,639.595,589.955,249.856,278.652,349.000,404.013,105.205,278.086,125.223,206.667,190.852,160.182,181.174,238.538,967.383,184.248,407.601,332.939,228.200,145.974,421.659,327.060,429.636,396.077,376.686,334.294,203.309,266.861,175.850,220.192,232.743,467.366,551.221,892.893,721.468,627.482,801.420,672.367,94.808,162.861,255.302,472.549,485.603,523.811,336.007,175.989,355.029,275.724,230.107,356.426,351.679,156.875,149.432,318.434,259.557,618.930,338.765,135.567,512.376,475.348,357.908,398.971,885.597,679.271,341.226,367.426,321.796,422.759,472.207,496.567,557.114,514.288,350.095,275.239,223.273,199.692,379.360,339.151,793.317,416.131,227.225
7,1079.224,951.829,430.247,695.705,926.669,897.467,881.750,1054.946,1301.276,467.776,395.532,325.347,462.347,861.650,658.617,865.931,563.059,546.368,762.159,324.210,781.125,668.393,495.330,806.145,586.649,349.730,680.160,618.732,758.662,715.046,404.562,293.548,435.894,538.158,461.050,790.507,539.171,655.838,526.641,450.812,164.750,485.882,788.103,296.609,420.770,536.330,320.868,998.333,254.417,623.882,844.297,115.356,311.750,289.411,221.186,258.119,125.650,202.500,367.176,426.788,531.650,588.603,510.577,424.495,374.541,179.221,248.354,123.269,347.780,986.557,253.217,215.926,405.500,322.651,756.282,406.738,438.318,256.018,244.098,477.637,292.868,138.425,332.000,168.223,103.696,206.770,291.515,74.000,207.846,1284.362,265.669,447.268,418.599,198.209,127.276,181.886,315.681,255.182,289.832,434.576,309.110,169.072,370.366,356.947,254.856,364.963,448.892,787.500,521.398,539.245,684.506,743.623,451.617,219.048,182.583,274.198,365.588,397.479,271.340,190.986,313.500,140.696,374.244,259.829,303.488,244.171,220.096,240.863,155.323,195.754,409.488,375.069,270.617,451.376,385.817,331.214,472.971,611.264,531.086,521.464,403.235,193.473,551.115,633.793,684.100,457.049,651.826,347.797,383.310,134.943,336.684,416.290,267.370,722.667,337.738,191.022
8,1056.461,877.333,378.685,489.411,1086.873,599.213,540.838,998.351,1823.289,391.173,671.960,259.516,436.102,999.957,700.167,764.297,582.678,619.954,517.617,170.981,655.396,443.054,629.766,717.482,565.230,490.238,574.000,557.732,740.610,758.759,379.616,330.036,308.532,491.842,346.433,536.520,420.061,192.554,518.320,253.594,113.176,319.926,748.603,219.362,248.779,551.367,394.363,1284.178,89.315,807.103,654.047,304.644,346.576,326.161,335.628,415.833,200.917,333.607,273.729,471.667,502.650,644.882,580.772,383.576,386.561,138.411,309.896,116.308,436.441,623.657,660.983,293.241,574.891,252.860,404.538,545.452,942.068,322.577,337.098,295.402,308.987,94.603,328.800,131.660,74.899,195.279,271.061,152.442,309.000,938.989,281.241,471.312,492.388,272.273,220.603,645.807,346.776,614.673,277.231,401.102,233.156,229.770,380.614,206.030,95.072,345.193,216.785,912.519,810.893,539.819,574.659,515.449,653.000,211.865,248.730,175.057,330.206,366.306,494.340,368.662,172.293,238.980,392.325,229.771,140.132,298.729,122.838,328.630,146.778,401.426,743.535,475.539,313.250,370.970,391.078,296.684,437.728,905.042,624.329,287.262,495.235,383.409,283.172,643.213,541.083,351.902,657.205,341.662,457.746,224.159,330.872,241.060,298.958,870.983,332.060,142.596
9,1266.526,542.513,505.110,576.504,1130.398,814.377,725.324,1052.135,1495.408,485.918,569.137,408.074,636.932,927.265,562.342,626.158,623.579,972.690,584.299,233.495,390.000,157.875,713.649,483.711,774.203,655.320,780.500,424.343,438.468,592.299,261.863,499.524,238.255,524.026,549.517,749.107,360.439,329.257,531.936,392.234,195.824,279.176,490.500,350.913,224.623,533.468,302.604,940.689,248.009,740.471,614.188,111.831,370.217,313.625,543.791,211.810,98.417,307.196,301.224,562.000,581.062,701.485,563.893,547.929,393.133,155.421,382.240,126.962,428.323,854.714,501.667,333.963,486.674,435.302,652.282,742.810,1126.432,337.757,416.489,378.147,283.987,165.452,241.257,106.734,288.652,193.951,542.333,247.372,259.000,973.915,296.745,511.754,387.714,304.609,222.905,171.773,239.845,384.555,472.888,417.508,309.642,210.676,285.089,286.947,121.720,261.688,281.011,786.529,719.689,672.309,766.565,623.145,686.067,192.981,230.870,151.500,561.020,327.884,699.557,359.761,65.348,272.461,261.992,349.371,286.868,284.907,137.088,222.726,149.465,202.566,587.814,425.892,451.283,556.782,442.600,393.439,290.388,711.944,647.257,436.131,536.103,135.075,765.851,429.860,671.917,364.244,618.333,454.108,423.493,338.000,134.068,145.250,223.454,881.883,234.179,203.764
10,1185.092,760.820,444.404,378.070,1099.042,605.221,523.824,970.095,1193.079,347.480,610.556,254.263,354.508,1029.684,516.000,725.030,505.757,942.264,595.607,252.610,683.396,706.125,769.447,891.120,670.716,445.066,728.690,521.417,835.351,478.287,277.932,285.833,417.830,241.000,448.383,625.347,445.268,615.946,660.667,283.766,191.897,333.853,553.923,321.362,241.951,516.743,382.176,1193.067,244.444,880.265,919.547,171.797,575.457,319.339,232.140,416.929,394.150,156.661,531.671,880.758,533.688,645.397,463.161,200.626,534.143,218.347,249.802,86.212,456.402,856.729,353.083,234.741,412.022,146.302,581.205,592.571,495.977,414.829,535.598,280.549,403.632,275.301,329.486,165.883,157.710,228.033,185.000,150.302,303.846,1040.681,254.710,495.913,411.544,328.527,133.121,377.864,336.578,327.782,320.615,334.119,282.716,232.086,523.634,271.692,134.440,264.908,321.978,641.481,480.786,806.926,600.353,799.319,319.733,143.712,286.052,173.443,447.353,261.314,408.368,327.120,209.522,273.686,280.569,269.779,387.690,264.386,131.632,300.130,341.838,312.811,814.209,519.833,190.183,702.436,427.357,332.602,391.301,663.792,382.957,279.048,381.956,295.688,466.103,387.733,883.667,293.374,585.235,359.568,256.676,235.636,222.419,405.540,427.084,598.358,273.071,278.472
