 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115,Mean116,Mean117,Mean118,Mean119,Mean120,Mean121,Mean122,Mean123,Mean124,Mean125,Mean126,Mean127,Mean128,Mean129,Mean130,Mean131,Mean132,Mean133,Mean134,Mean135
1,586.767,1341.058,666.867,594.414,554.882,1134.529,1167.096,265.112,877.051,191.039,291.404,379.574,312.875,380.208,287.308,241.743,127.383,73.898,207.862,362.061,350.095,82.772,144.607,665.292,599.228,371.851,127.948,247.892,329.826,278.233,119.730,182.945,233.766,308.017,216.257,433.864,859.123,646.254,575.645,495.603,310.161,223.442,402.351,876.200,647.093,140.774,158.319,292.408,197.206,245.405,281.661,494.047,407.060,482.500,1032.181,297.112,403.747,658.388,276.594,592.779,344.477,215.808,274.732,490.074,214.234,377.138,287.521,353.594,117.200,369.144,204.036,504.607,422.098,337.026,226.259,291.138,262.978,237.638,796.600,912.291,425.483,300.555,727.847,677.740,741.836,759.890,562.168,245.984,410.434,401.364,691.266,321.890,708.713,542.563,356.555,185.189,133.184,342.812,394.891,212.364,314.252,375.505,300.967,655.216,481.343,594.717,225.248,791.811,737.533,675.558,295.670,439.782,393.373,494.414,464.500,474.333,254.800,158.341,186.672,594.055,651.284,601.545,531.456,290.026,269.682,387.651,198.309,227.684,104.488,254.356,342.543,799.954,63.525,118.159,30.626
2,717.383,1549.797,853.571,751.159,522.228,1392.478,1034.255,259.664,893.494,293.946,282.374,265.860,326.404,267.094,225.670,532.982,207.571,133.054,208.563,307.111,313.973,249.235,147.541,680.323,685.390,398.455,166.739,200.508,215.985,220.327,140.865,303.988,259.544,461.685,276.629,436.735,764.754,781.730,602.697,521.847,417.184,446.633,427.748,800.338,695.144,72.511,164.301,343.872,179.297,577.162,282.961,508.749,419.504,586.107,915.745,469.288,635.890,734.823,395.125,711.345,268.542,275.829,305.591,464.507,249.831,307.667,466.412,301.553,127.210,235.305,257.009,349.847,406.196,269.542,215.385,265.008,156.094,158.440,805.608,703.252,410.504,134.580,804.129,619.780,633.357,733.528,575.356,407.868,541.035,360.558,622.602,441.800,528.140,368.958,118.818,133.622,221.278,297.580,500.225,157.171,176.395,242.687,390.520,652.600,561.955,338.674,389.560,785.448,892.377,658.031,191.591,360.398,519.642,608.360,481.225,445.513,246.622,134.727,280.161,639.635,588.039,786.382,552.594,253.157,312.682,431.907,175.257,226.015,98.706,256,382.031,830.431,56.856,47.987,130.147
3,959.900,1468.232,942.357,541.975,445.507,1197.066,1412.586,355.888,957.590,196.419,335.012,472.294,347.548,261.956,334.670,289.549,180.422,162.446,251.523,444.328,272.676,153.728,196.978,708.362,627.829,298.364,195.213,141.923,239.741,286.587,144.230,356.073,381.760,359.899,374,526.258,754.377,928.984,644.916,486.305,228.126,317.823,419.748,1083.200,655.966,146.818,163.006,341.005,163.529,477.649,320.346,451.637,329.120,480.451,928.947,481.550,793.011,671.211,317.375,796.230,338.224,255.228,336.567,394.777,392.629,426.471,270.294,457.927,195.930,357.356,167.089,507.913,426.627,372.052,281.911,350.977,236.431,255.823,658.508,714.165,447.790,193.134,781.294,580.373,784.157,700.213,651.678,485.364,441.159,384.883,736.628,396.140,709.067,634.597,216.209,178.021,272.101,304.623,451.868,285.636,223.218,282.465,514.941,665.496,685.276,514.011,192.057,938.410,861.090,853.429,270.438,354.902,426.455,683.207,309.733,473.718,329.793,247.758,385.964,805.870,874.839,402.118,710.287,450.096,337.968,472.566,121.088,239.081,113.547,180.567,397.380,834.765,109.194,136.707,81.342
4,960.442,1349.594,718.704,816.637,544.279,1281.522,932.994,349.366,1114.129,196.628,319.494,349.993,352.827,372.755,258.741,221.938,213.825,188.663,219.805,355.189,287.473,155.125,163.104,749.877,733.325,459.805,165.813,114.179,295.393,349.560,160.905,336.951,337.380,381.657,280.629,508.886,1033.393,656.778,584.929,600,300.230,405.803,600.934,1071.138,549.915,91.672,166.120,199.261,326.168,306.423,253.402,358.509,354.767,647.229,1124.106,459.400,565.165,776.993,423.523,611.956,461.243,209.705,495.181,376.358,452.234,336.399,360.992,281.846,232.620,489.220,174.920,371.887,400.163,311.181,225.104,384.246,386.818,202.397,714.350,967.087,507.734,412.874,593.202,649.680,633.429,540.213,664.591,556.992,463.779,585.571,599.035,492.750,557.327,555.454,445.682,153.161,249.133,406.551,558.380,334.457,282.975,473.051,330.092,545.624,471.321,528.978,144.475,900.731,894.819,785.552,258.358,454.474,445.455,730.027,233.167,622.551,379.304,205.886,291.569,609.140,731.400,591.818,655.869,256.974,229.805,284.426,106.162,214.199,40.577,406.971,612.752,668.928,144.820,123.478,135.805
5,760.875,1531.957,934.515,617.688,584.243,1500.448,1123.083,400.925,851.978,274.434,305.355,418.904,510.010,469.459,330.859,387.717,196.526,135.789,262,477.917,218.919,123.243,135,740.562,664.585,344.078,146.722,126.974,187.572,170.073,160.183,290.622,208.901,557.163,290.879,440.848,1005.066,836.881,666.032,674.061,379.695,466.741,399.715,1084.115,664.449,55.263,70.687,282.488,246.316,490.802,182.449,512.450,424.902,436.238,1025.160,753.513,430.286,678.993,461.812,662.965,556.598,159.575,403.181,394.095,447.629,274.500,325.235,444.098,191.330,230.059,143.295,424.053,384.732,282.865,297.200,239.762,241.282,314.333,866.833,671.990,472.399,255.462,737.436,808.053,684.121,623.512,648.732,310.225,607.823,347.857,666.168,412.690,913.440,470.782,338.818,236.105,256.196,271.486,421.574,301.207,302.378,328.020,297.941,657.128,647.216,539.489,392.702,680.396,834.588,695.301,245.466,319.992,532.478,707.171,292.383,536.853,254.289,196.371,269.058,758.410,871.361,543.909,695.037,342.287,284.227,289.682,199.478,233.824,95.299,365.462,427.806,609.771,179.266,111.987,143.753
6,690.158,1545.232,884.709,607.873,561.794,1598.750,922.688,348.590,956.286,133.698,348.072,274.912,469.356,330.491,299.978,250.929,197.883,222.982,193.598,425.483,190.797,200.632,138.926,705.977,1029.569,297.838,204.726,163.036,314.284,280,116.976,327.677,273.181,353.219,267.557,563.682,917.451,698.294,660.652,535.664,444.230,398.068,341.424,870.638,857.271,200.285,192.861,339.142,309.510,304.252,414.827,412.556,506.654,712.557,1078.947,472.712,737.780,793.823,254.320,894.681,374.542,264.352,358.953,407.547,564.798,297.942,283.504,548.829,149.860,292,337.830,472.787,295.503,232.587,262.081,422.831,288.801,173.511,1051.425,691.398,502.028,364.160,659.141,681.460,676.464,606.409,703.604,502.853,407.363,405.026,865.009,611.400,658.367,453.899,384.982,181.874,158.070,269.964,617.264,217.264,338.084,257.596,612.730,572.752,486.746,307.761,213.078,874.443,885.513,668.988,525.006,456.301,353.410,766.360,364.508,502.962,182.111,221.356,232.693,552.450,770.768,736.591,730.838,421.809,329.344,259.868,240.390,263.368,102.269,498.913,424.233,947.196,188.360,86.771,82.968
7,706.742,1569.312,897.510,548.389,486.353,1358.698,1354.802,543.239,773.107,199.977,352.410,402.051,412.413,277.547,321.784,292.496,236.305,65.127,268.701,381.144,399.041,195.176,69.037,708.331,769.406,303.545,135.226,134.441,370.313,334.947,82.627,299.207,375.673,404.225,305.579,566.205,645.279,816.079,591.200,592.198,339.075,410.531,445.530,915.138,813.500,172.007,227.807,274.626,213.716,448.559,256.339,537.877,335.414,401.172,1244.277,620.825,421.473,703.463,489.281,772.903,229.028,299.347,355.984,266.128,286.839,313.123,256.740,293.268,93.630,429.212,362.295,454.393,367.601,276.323,334.244,228.538,208.282,339.546,911.750,928.738,512.133,349.563,861.147,729.127,816.929,794.835,710.792,506.318,493.673,534.494,787.133,445.460,714.600,549.151,462.755,239.441,196.487,317.645,582.736,261.107,300.580,392.869,379.204,667.056,441.896,480.489,381.234,903.094,830.678,688.736,250.182,360.143,514.619,695.414,382.883,790.724,434.459,229.712,303.321,705.830,648.806,358.291,581.050,250.417,383.799,264,98.294,206.449,90.070,228.231,472.612,647.353,175.906,94.376,87.932
8,916.583,1304.435,1053.245,734.471,389.838,1380.243,966.210,422.515,994.933,229.620,299.819,440.044,415.462,386.937,341.919,416.752,163,200.259,255.546,379.483,162.878,181.816,218.948,737.877,686.691,510.766,153.517,186.713,245.687,269.993,186.516,414.329,291.491,405.781,187.364,467.189,1051.271,875.746,937.381,557.015,398.287,324.327,598.583,1051.946,927.720,161.161,104.693,239.109,240.329,384.874,244.087,601.047,350.940,817.229,991.319,452.712,706.176,589.612,232.281,667.699,339.206,298.534,260.921,388.473,353.726,416.384,402.353,503.691,253.640,355.458,186.536,528.280,423.758,327.839,331.311,404.838,333.762,244.532,720.508,911.417,461.210,246.185,931.626,648.133,725.093,620.984,892.423,305.674,575.035,279.805,680.655,447.390,594.673,600.689,291.809,212.266,362.772,279.746,774.341,345.550,87.613,461.747,384.559,918.488,616.724,763.891,417.319,718.844,796.593,723.626,296.017,425.556,499.030,641.973,332.200,777.558,385.296,273.750,385.927,672.635,745.787,582.509,615.231,429.957,435.364,429.488,115.566,227.750,62.632,256.817,426.643,745.176,93.906,236.662,91.484
9,771.100,1528.333,812.439,779.217,635.279,1186.052,1512.331,559.022,997.146,219.209,294.572,257.632,466.885,273.591,338.643,362.991,178.357,163.651,289.644,467.589,275.041,254.397,205.630,892.500,747.496,530.565,170.165,194.051,288.985,296.640,139.532,322.622,304.012,388.039,216.893,513.568,822.475,626.484,491.787,585.328,315.224,267.197,638.152,1088.585,854.941,264.730,200.259,271.474,315.852,493.477,228.827,507.614,468.436,714.180,926.947,525.162,651.330,606.395,236.789,681.584,415.514,331.694,399.346,537.257,244.073,423.101,431.286,301.220,224.910,518.305,329.893,584.780,451.752,319.484,214.756,395.477,243.127,151.021,809.258,932.447,522.147,275.714,642.479,833.440,667.650,703.260,638.732,478.186,449.708,386.857,854.593,498.820,895.447,634.950,286.418,240.497,227.911,340.362,420.721,307.621,213.210,409.929,434.651,639.080,629.940,608.304,222.723,957.731,960.693,774.853,283.199,361.549,358.918,666.477,482.975,737.070,274.785,122.076,243.759,703.325,649.361,670.009,630.537,310.313,384.649,335.194,125.221,249.610,87.527,452.779,486.744,654.039,87.360,64.631,98.716
10,937.608,1319.051,751.679,608.274,484.772,1425.287,1274.777,425.694,897.640,165.922,368.934,278.441,310.240,363.811,382.659,369.487,290.610,199.524,261.109,323.089,276.473,244.765,151.274,568.023,764.057,513.390,149.530,226.626,234.826,356.247,212.167,270.835,468.123,498.129,263.607,519.758,747.549,767.611,566.174,598.466,294.672,397.211,512.576,1013.777,570.653,202.117,212.042,335.256,182.174,284.369,299.543,520.655,240.872,687.557,1057.830,418.487,711.275,624.619,364.695,680.363,608.355,296.109,432.126,502.007,483.685,321.797,394.782,313.472,179.730,435.059,151.625,475.800,359.431,326.948,280.541,252.123,194.420,321.709,869.733,1020.660,418.699,321.244,480.663,883.787,612.436,781.307,545.040,524.318,574.062,448.701,856.080,590.190,902.300,436.798,345.664,287.874,280.614,296.601,479.729,357.471,290.403,238.889,304.618,618.232,661.687,493.217,232.191,802.387,1040.708,665.926,348.784,369.226,524.022,611.721,349.717,464.955,397.059,194.576,361.445,887.865,729.477,483.591,650.200,529.104,296.617,322.124,149.463,260.728,68.114,357.875,491.612,655.471,130.338,111.682,106.758
