 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90,Mean91,Mean92,Mean93,Mean94,Mean95,Mean96,Mean97,Mean98,Mean99,Mean100,Mean101,Mean102,Mean103,Mean104,Mean105,Mean106,Mean107,Mean108,Mean109,Mean110,Mean111,Mean112,Mean113,Mean114,Mean115,Mean116,Mean117,Mean118,Mean119,Mean120,Mean121,Mean122,Mean123,Mean124,Mean125,Mean126,Mean127,Mean128,Mean129,Mean130,Mean131,Mean132,Mean133,Mean134,Mean135
1,1692.683,4664.370,1802.786,1678.446,1549.463,4192.654,1174.064,1655.366,699.584,491.302,1860.133,1541.882,1693.404,1261.792,1043.535,1558.584,780.701,705.880,1058.937,1542.511,754.392,972.522,800.393,677.762,734.366,1294.455,1127.748,936.749,1006.264,1036.433,985.929,1379.122,1942.328,2045.180,860.057,1562.371,4047.729,2063.437,1468.645,2189.992,1248.960,1309.007,1961.762,3844.039,2988.551,505.365,908.910,963.100,938.755,1749.117,697.118,1430.421,867.519,763.541,1370.011,1330.363,3047.802,2346.252,972.914,1403.797,1091.981,739.192,1248.205,1308.061,1302.355,1093.485,2193.420,912.650,913,912.619,605.411,1777.240,1483.562,1010.684,786.637,1190.962,808.912,773.028,1638.800,1970.942,1148.364,1047.933,2113.706,2309.133,2385.307,1839.173,2371.597,1138.178,1222.319,1154.818,1200.726,1049.610,749.180,941.975,1349.118,469.329,717.177,902.138,1170.574,675.500,913.588,828.444,1199.184,995.448,1376.007,1065.641,904.766,1918.505,1908.472,1798.110,918.483,2592.511,956.806,1721.153,950.425,2186.737,971.785,696.826,696.781,4491.925,4113.497,2053.964,2707.969,2827.722,2121.149,2027.930,1313.963,1458.706,581.413,1703.913,1840.636,3127.203,762.763,390.350,466.753
2,1814.942,4962.891,1871.500,1829.229,1642.507,4104.919,1131.210,1785.843,752.455,726.310,1758.247,1793.147,1757.154,1123.830,1481.200,1863.779,684.201,894.795,930.460,1657.394,586.432,1064.948,936.363,634.931,850.496,988.948,1175.391,920.882,1226.164,883.027,1011.873,1452.354,1992.813,1937.180,974.336,1587.182,4367.156,2152.349,1082.394,2074.626,1381.351,1314.068,2268.702,3833.046,2954.958,730.058,785.464,939.673,1181.516,1481.423,891.331,1277.386,1257.519,953.500,1164.362,1677.688,3780.758,2463.088,933.984,1755.646,1163.271,798.767,1407.543,1136.689,1317.371,953.587,2468.815,1056.943,1129.080,1276.542,627.143,1993.200,1381.392,930.348,918.889,1229.315,774.525,602.262,1561.275,1645.592,1374.378,1014.639,2120.472,2416.027,2379.014,1861.780,2616.718,1484.938,955.673,1225.948,1237.628,1499.120,885.267,988.882,1325.918,517.951,735.133,1143.109,1414.690,775.979,734.067,641.465,1266.039,782.096,1109.903,1256.641,871.270,2129.330,2092.367,2425.595,1167.597,2143.699,1077.925,1687.009,1012.225,2673.686,917.511,775.076,919.511,4239.020,4135.032,2143.418,2462.050,2666.765,1930.571,1673.070,1112.279,1549.279,713.458,1799.519,1764.403,3122.556,606.266,486.981,568.679
3,1653.250,4907.123,2019.143,1753.790,1651.684,4443.772,1241.599,1828.910,691.286,665.364,2028.084,1671.596,1873.721,1135.874,1606.827,1823.203,831.721,744.843,1202.822,1579.294,775.135,1060.831,732.378,753.485,844.602,1146.604,1224.500,919.026,1223.886,1032.593,902.278,1381.055,1822.901,2190.427,996.136,1859.508,4607.131,2524.270,1361.581,2499.435,1361.259,1266.646,1859.020,4318.238,2509.076,641.847,873.819,1138.412,1165.768,1639.910,892.299,1448.234,1219.226,1028.131,1145.713,1604.988,3185.187,2362.218,1058.875,1829.133,1313.794,770.829,1372.811,1309.047,1478.097,1028.674,2190.042,951.724,1168.600,1060.203,438.491,1613.053,1577.660,1005.535,727.178,1278.046,695.077,781.355,1506.642,1959.301,1509.266,997.597,1982.571,2357.087,2156.886,1896.835,2473.698,1280.605,1244.770,1198.195,1252.460,1437.850,1060.327,945.992,1429.482,637.448,858.810,1140.101,1401.977,898.443,927.412,850.758,1114.658,999.360,1320.298,1623.902,1068.106,2095.840,2047.040,2066.055,992.477,2460.398,1122.530,1980.414,1207.775,2605.026,1017.222,744.750,982.854,4506.465,4219.910,2246.545,2796.531,3111.191,1754.468,2044.023,1363.772,1500.257,674.627,1565.654,1894.264,3269.719,550.360,482.032,541.990
4,1728.533,5247.877,2089.184,1891.783,1539.265,4173.301,1370.828,1596.425,626.427,572.434,1932.572,1797.941,1924.404,1246.327,1640.697,1915.991,689.909,749.030,1149.057,1572.622,738.595,1202.698,653.763,757.554,891.512,1222.143,1400.191,931.292,1357.592,1151.840,1022.167,1640.817,2127.491,1971.556,986.464,1720.159,4267.467,2462.714,1664.923,2170.649,1534.782,1263.245,2004.060,4201.200,3034.373,629.664,1158.494,1170.782,1295.987,1556.225,944.677,1521.357,1010.684,946.066,1038.872,1552.625,3481.066,2472.021,1071.945,1625.894,1362.495,740.104,1458.780,1426.655,1536.548,1012.217,1789.177,1213.870,926.520,1159.551,603.330,1865.513,1704.092,1026.464,846.681,1143.339,786.917,848.695,1891.517,1852.272,1208.259,1306.807,2181.159,2324.847,2579.157,2006.543,2254.101,1459.612,1043.566,1045.273,1270.797,1313.730,907.587,1095.597,1230.491,632.860,817.797,1149.609,1410.698,863.221,802.462,719.101,1196.053,1056.640,1370.993,1213.685,1079.730,2076.943,1991.231,2267.239,1148.017,2565.053,1171.627,1763.946,1135.908,2944.660,978.096,687.455,913.942,4687.685,4477.245,2394.182,2661.325,2571.774,2143.903,2053.884,1320.838,1256.559,683.701,1792.567,1741.341,3416,702.691,609.229,564.121
5,1934.358,5148.558,1744.209,2026.395,1578.015,4560.735,1507.338,1610.396,646.135,795.209,2136.916,1727.088,2179.086,1316.994,1379.492,1856.274,703.948,821.892,1014.155,1551.256,710.338,970.757,810.526,821.392,864.285,1028.779,1344.713,900.046,1277.915,810.133,962.024,1599.866,1958.479,2049.264,946.086,1898.886,4634.147,2476.841,1332.387,2423.092,1302.730,1094.537,1939.603,3818.615,3128.051,777.912,880.873,1171.716,1334.497,1985.243,923.449,1625.947,1215.752,1173.803,1011.649,1757.900,3206.187,2907.952,1106.727,2133.310,1240.355,708.876,1774.654,1600.892,1493.250,1066.290,2019.504,1180.472,1127.810,1144.992,528.875,1896.193,1620.693,921.329,770.274,1270.700,864.470,755.418,1808.183,1903.971,1378.888,784.126,2109.043,2288.193,2718.879,2098.732,2753.228,1504.054,1366.947,1118.831,1091.186,1483.420,1023.420,1135.126,1118.736,652.734,730.272,1047.797,1395.411,933.664,1071.597,694.384,1247.750,1025.008,1436.403,1476.783,1078.284,2030.443,2124.779,2114.442,1102.489,2384.278,1300.537,2232.171,1553.508,2846.211,1168.489,749.947,924.058,4530.875,4548.632,2343.391,3118.837,2571.983,1926.403,1956.806,1354.338,1378.463,897.204,1776.510,1905.388,3441.222,816.007,421.720,473.521
6,1917.683,5175.710,2127.653,2050.146,1302.302,4677.890,1429.331,1815.746,639.837,678.388,2290.801,1738.279,1898.346,1184.943,1738.249,1833.620,755.649,670.663,1293.253,1452.494,640.270,1091.794,770.800,778.192,954.098,1284.896,1314.126,916.718,1055.234,1067.020,1142.619,1514.396,2172.070,2383.522,1132.114,1667.121,4437.410,2445.524,1353.916,2388.244,1433.494,1339.959,2147.066,4411.492,2831.551,743.190,941.114,1280.384,1163.200,1673.090,989.071,1506.632,1157.504,1006.213,1005.266,1923.562,3326.187,2538.680,961.297,1559.301,1375.850,712.161,1376.315,1309.459,1299.806,1078.065,2010.622,1312.894,1160.580,927.178,561.312,1788.567,1475.183,922.058,1016.081,1494.769,800.215,931.936,1552.383,1878.019,1357.238,907.689,2117.356,1963.393,2498.072,2011.646,2517.705,1276.899,1342.416,1313.623,1222.566,1417.290,1080.787,1127.479,1306.927,591.874,572.127,1165.884,1465.473,808.329,747.286,1079.838,1072.697,981.368,1165.970,1371.783,1068.496,1976.344,2119.261,2163.294,1153.261,2511.737,1033.328,1947.459,941.300,2765.474,1106.956,715.220,964.489,4572.200,4527.942,2302.882,2630.387,3009.035,2010.662,2014.039,1330.265,1544.831,740.697,1710,1966.240,3393.706,689.424,506.554,498.595
7,2169.725,5100.725,2152.699,1946.159,1816.654,4693.419,1425.236,1652.254,731.534,803.566,2241.133,1860.522,2121.231,1110.686,1715.097,1793.531,939.773,833.440,1316.971,1591.106,830.770,1101.750,822.933,929.869,1017.455,1044.980,1320.904,1079.036,1188.234,994.507,955.079,1474.049,2026.725,2389.326,987.386,1801.871,4681.410,2286.437,1434.781,2339.969,1545.615,1310.701,2140.729,4045.761,2832.263,492.577,1093.663,962.659,1166.987,1776.847,909.929,1619.187,1381.256,930.410,1184.723,1594.113,3364.363,2571.265,1135.297,1690.885,1312.757,736.979,1605.630,1121.642,1292.194,1083.196,2167.580,1279.333,932.700,1244.856,439.161,1725.800,1651.765,974.219,843.748,1134.331,740.530,821.355,1868.917,1849.660,1242.832,931.832,1995.380,2422.227,2569.407,2155.276,2700.805,1642.264,1326.805,1239.584,1335.053,1408.040,999,1036.672,1102.864,528.441,832.266,1198.101,1224.891,875.936,1056.076,801.525,1405.928,1062.272,1379.127,1412.391,1179.270,2053.476,2512.055,2330.669,1109.960,2576.398,1391.798,2088.874,1250.933,2448.385,1100.859,819.136,926.212,4768.380,4486.658,2528.164,2845.669,3094.574,2267.260,2105.271,1414.912,1715.765,689.279,1914.740,1716.535,3586.850,785.374,580.051,588.737
8,2067.558,5201.732,2053.296,1884.783,1652.662,4704.221,1252.350,1772.851,630.865,775.465,2108.584,1916.007,2057.125,1411.824,1587.784,1944.504,811.987,723.380,1223.149,1628.122,891.932,1088.537,707.022,852.446,837.797,1179.636,1479.591,952.128,1163.617,1212.660,1111.103,1670.659,2019.099,2534.376,1152.950,1809.826,4525.361,2252.198,1539.710,2345.611,1295.443,1199.327,2126.364,4332.692,2509.085,537.277,718.295,1071.370,1272.729,1801.703,935.213,1448.924,1431.293,1003.066,1084.404,1674.450,3458.494,2719.660,1091.703,2009.991,1266.748,725.974,1494.134,1285.203,1266.839,1032.790,2087.370,1148.415,1245.100,1065.144,365.509,1659.287,1350.810,923.413,949.563,1150.423,712.304,638.333,1577.050,1957.010,1389.231,1163.731,2287.116,2627.367,2750.107,1934.299,2615.765,1660.031,1171.628,991.948,1174.540,1342.150,795.480,1092.815,1144.136,653.245,786.253,1150.797,1532.853,787.350,946.740,873.192,1086.289,1054.040,1373.776,1433.630,1383.411,2070.028,2243.482,2359.975,1241.500,2601,891.918,2325.469,1325.750,2756.609,977.378,661.856,916.190,4399.130,4390.432,2690.536,2955.931,2783.139,2188.435,1938.574,1549.419,1291.963,798.905,1415.279,1904.837,3611.595,730.324,596.637,479.295
9,1770.208,5186.051,2007.755,1875.376,1826.654,4495.169,1257.892,1722.179,649.579,649.822,2010.217,1988.721,2223.221,1190.208,2104.789,2083.451,767.545,657.072,1121.402,1520.233,728.784,1171.213,928.496,830.246,937.878,1356,1306.026,864.231,1355.856,1164.213,1239.468,1577.250,1882.012,2452.264,1070.421,1806.167,4724.942,2447.905,1277.361,2430.832,1525.466,1444.306,2059.576,4361.354,3067.822,667.380,1011.386,1188.270,1316.774,1929.450,842,1556.047,1382.241,960.385,1045.926,1912.012,3388.033,2703.837,1059.664,1997.398,1259.346,733.057,1576.079,1466.845,1349.145,1033.732,2084.689,1274.415,1188.230,1282.949,572.866,1698.040,1592.542,997.626,1046.674,1181.177,849.127,740.837,1914.175,2148.252,1186.091,1040.017,2353.258,2337.720,2607.893,2068.953,2760.584,1693.961,1435.089,1068.416,1174.513,1424.910,1039.407,920.176,1385.082,686.538,830.487,1077.710,1443.806,638.129,965.538,903.657,1154.605,1090.184,1177.746,1428.609,981.879,2085.401,2186.598,2062.374,1060.926,2611.233,1168.104,2004.432,1108.217,2786.423,936.637,890.038,897.854,4842.655,4335.845,2459.982,2780.250,2726.757,2230.364,2155.729,1417.118,1416.250,765.741,1937.606,1732.620,3568.216,824.842,640.338,494.742
10,1849.475,5372.659,1764.582,2091.121,1621.713,4628.206,1450.777,1358.433,623.860,651.450,2228.602,2028.471,1729.394,1271.723,1726.459,1812.858,784.734,908.259,1203.644,1605.089,1030.581,1082.213,698.207,702.823,849.138,1379.864,1225.665,1047.692,1431.189,935.887,1318.913,1610.939,2215.491,2225.219,945.664,1476.470,4806.976,2647.159,1397.032,2118.122,1464.569,1268.878,2161.715,4138.969,3069.009,591.883,886.765,1282.995,1137.471,1730.108,779.535,1435.754,1194.030,962.967,1297.362,1582.338,3414.472,2334.524,1056.125,1903.062,1184.411,857.482,1581.528,1371.284,1343.435,1075.420,2327.151,1465.049,1496.630,1176.932,459.009,1856.167,1559.464,1054.348,781.933,1221.723,684.398,726.404,1741.067,2221.029,1451.972,1000.689,1968.650,2754.513,2630.493,2394.606,2293.342,1631.279,1326.770,911.143,1391.478,1244.720,979.820,994.286,1352.018,646.755,597.076,1173.587,1324.109,862.214,724.588,792.263,1224.961,962.792,1260.881,1309.467,1119.440,1917.769,2154.739,2496.215,1351.801,2386.609,1197.776,2145.991,1207.083,3107.128,911.148,682.371,951.861,4502.875,4513.639,2756.373,3062.669,3064.487,2241.201,2090.829,1542.934,1584.632,770.517,1777.423,1912.628,3340.876,677.604,531.975,527.400
