 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67
11,59.619,63.116,46.603,47.120,17.018,54.156,104.651,20.439,67.035,122.144,130.585,26.271,156.209,94.044,51.640,237.184,26.702,228.488,45.291,10.000,146.202,179.123,62.594,81.659,64.443,268.152,113.192,280.772,231.367,388.105,1234.865,42.109,138.494,116.933,129.333,330.546,594.467,244.426,205.566,545.613,260.280,123.355,331.049,52.041,64.455,69.970,227.227,216.220,159.536,239.617,93.755,229.194,489.115,87.347,60.062,33.027,115.432,135.469,95.647,53.337,145.824,212.500,165.264,479.642,76.786,93.291,509.412
12,97.959,27.930,110.174,147.648,73.301,36.322,11.736,22.474,76.775,119.091,80.160,39.054,35.868,150.860,132.940,14.534,189.817,41.288,10.573,14.846,159.936,99.596,140.266,60.262,170.878,307.563,42.550,438.443,179.876,360.416,1013.441,192.535,105.639,119.689,104.432,288.389,316.225,323.417,109.735,406.243,437.301,113.408,230.495,114.870,152.438,72.515,87.909,385.387,379.825,219.103,47.745,253.791,360.372,50.361,163.597,144.214,112.220,102.231,187.222,199.267,173.318,96.750,236.056,339.284,46.115,42.367,465.010
13,57.186,46.721,46.707,58.512,234.434,182.867,32.396,147.518,138.739,168.705,54.053,95.705,35.879,60.298,48.320,12.505,24.298,139.032,52.009,69.282,52.636,158.412,115.125,106.929,47.794,462.924,92.458,190.497,256.043,449.795,988.261,152.089,220.723,87.600,186.250,253.222,497.833,369.093,436.204,357.324,542.226,124.158,526.505,29.444,127.411,28.176,253.455,233.533,530.175,174.551,34.551,287.434,557.419,71.778,114.519,82.911,88.203,95.685,54.170,52.477,192.703,364.333,207.472,398.457,131.069,227.063,534.637
14,32.814,115.388,42.239,177.672,55.513,151.356,150.066,64.895,21.951,82.621,83.745,68.767,69.945,57.351,169.430,25.864,58.344,98.544,63.027,8.410,104.295,88.491,120.961,78.040,14.809,357.006,75.025,286.302,237.024,378.563,1225.063,188.426,233.542,267.067,94.947,480.611,252.008,314.787,340.611,233.351,473.806,136.961,333.485,120.497,86.054,72.897,130.755,171.213,317.649,115.710,282.520,336.140,521.649,61.569,146.488,105.045,96.653,85.992,105.542,238.488,55.115,375.958,75.000,672.568,228.832,147.051,534.755
15,57.443,29.543,32.321,79.784,63.372,122.033,43.509,41.711,47.451,55.136,14.511,73.736,47.495,40.219,91.020,9.068,77.481,52.776,19.918,67.590,91.948,151.939,106.188,140.873,252.977,338.158,98.892,240.463,263.462,398.300,1176.559,67.139,115.566,277.407,185.795,440.463,502.258,469.694,263.646,283.919,338.828,123.105,425.990,136.586,40.866,154.509,161.918,247.653,262.402,100.991,139.449,336.558,369.615,99.444,97.953,241.205,152.814,121.200,31.915,9.012,134.020,504.583,164.458,330.198,154.466,29.380,569.304
16,36.381,64.791,119.380,164.920,208.593,117.422,11.226,87.456,113.676,19.636,12.064,52.186,118.462,105.702,11.520,57.505,40.771,124.960,20.573,10.013,89.168,222.728,56.367,91.548,118.519,321.949,160.008,248.141,295.033,443.095,930.405,262.277,153.952,100.467,274.955,310.398,518.425,309.111,269.947,421.847,642.108,295.671,257.673,111.870,82.857,95.370,108.309,238.413,352.320,280.308,54.214,243.744,381.851,129.972,139.295,93.902,215.212,78.600,119.235,92.430,185.068,394.729,83.847,291.704,124.603,62.861,525.578
17,16.835,32.713,51.141,103.832,110.150,93.311,41.764,36.658,74.507,114.311,48.574,20.659,40.945,65.018,69.590,97.748,108.290,20.432,50.091,34.744,125.543,104.298,21.445,134.944,134.794,487.633,116.675,285.094,256.086,366.042,969.414,74.871,376.133,245.919,165.311,543.509,370.308,584.250,304.664,325.000,570.183,242.961,631.564,160.243,46.848,100.630,202.264,169.167,215.206,217.579,47.316,200.899,361.385,64.750,49.419,79.982,98.390,89.362,170.601,97.744,135.892,341.854,114.208,423.123,92.237,48.671,801.225
18,70.907,96.147,53.799,98.376,11.619,180.100,7.689,41.158,178.570,73.818,10.585,35.116,118.736,158.439,111.690,105.796,104.847,243.688,175.727,57.705,19.295,257.991,53.469,90.397,113.802,450.120,138.383,261.980,354.929,579.663,1199.306,207.713,61.482,263.474,163.826,370.130,520.717,373.417,226.522,346.153,505.140,242.658,216.149,27.964,77.482,78.582,183.009,108.720,133.928,116.879,189.827,266.705,248.716,68.701,109.775,107.804,92.610,53.431,83.412,18.535,67.493,122.292,267.576,267.444,27.695,149.101,614.196
19,45.320,22.899,17.766,133.464,38.416,212.611,52.547,53.781,37.690,70.909,40.351,14.341,65.846,185.325,6.550,69.544,26.221,45.152,120.464,5.692,77.191,140.351,68.016,74.016,95.053,337.475,36.433,339.799,166.371,432.553,1168.937,75.762,301.325,135.726,139.432,252.667,383.367,375.574,272.850,416.153,430.710,94.895,211.218,157.373,201.259,70.206,191.682,268.927,114.938,133.037,250.755,216.496,609.541,162.507,127.054,87.857,73.932,50.962,149.320,45.267,199.649,150.646,222.924,495.346,162.794,110.316,549.108
20,64.918,97.155,58.217,101.496,98.469,8.111,42.774,115.868,39.169,50.932,81.617,87.612,70.132,13.667,72.940,151.350,142.824,63.408,9.355,148.731,57.659,217.640,32.508,102.278,69.786,414.291,52.175,273.638,351.538,484.547,1208.090,91.277,156.181,112.467,258.083,385.657,356.117,307.917,281.717,448.063,478.333,118.526,537.653,54.645,67.089,159.194,258.109,216.167,148.052,100.271,242.367,139.760,492.061,149.403,149.597,41.866,143.415,74.269,152.399,107.477,54.176,226.229,84.410,265.765,226.634,45.810,672.392
21,76.536,71.659,30.821,38.224,113.416,170.033,94.387,94.228,84.761,22.864,11.957,24.357,50.121,24.272,86.020,252.466,70.847,48.800,27.773,150.218,67.081,154.500,71.898,141.183,82.893,444.854,255.917,362.624,225.762,414.668,1152.829,152.109,129.747,109.496,206.083,189.861,304.092,309.241,345.283,365.595,550.527,143.013,341.198,121.799,41.982,46.012,59.109,268.020,168.691,279.000,301.531,210.442,349.122,104.632,135.961,116.366,86.229,40.523,160.281,86.488,90.277,254.625,165.604,255.568,115.130,62.304,548.088
22,63.918,41.442,10.891,61.640,99.522,72.989,46.972,21.298,162.648,25.682,79.255,20.062,88.143,112.763,13.480,20.864,98.336,99.392,18.345,63.474,181.908,149.649,44.242,71.960,64.466,317.000,130.300,245.839,275.686,431.579,1137.252,174.406,166.120,49.689,222.303,405.213,360.692,294.426,361.248,414.432,644.323,241.987,304.822,66.308,91.946,72.097,168.064,200.047,250.979,186.262,89.490,359.279,484.439,76.000,97.791,120.170,130.068,89.585,82.222,27.605,125.236,539.417,126.174,214.247,215.855,9.734,629.000
23,15.959,57.070,32.277,120.512,68.230,36.089,32.057,35.079,119.035,136.159,26.787,54.364,82.066,113.272,96.930,92.680,148.870,95.672,75.645,27.487,121.977,72.307,141.555,120.437,70.466,324.639,139.925,241.685,187.081,366.674,1049.396,211.386,156.506,176.089,149.833,358.731,586.200,383.657,189.584,241.973,425.935,333.763,482.792,118.527,37.830,127.200,245.782,340.240,346.629,79.364,181.449,289.705,603.770,225.556,125.868,47.223,68.220,46.208,63.026,188.047,142.230,244.229,243.375,247.543,112.427,62.734,514.745
24,193.680,25.907,41.332,238.520,46.637,243.656,108.387,71.351,42.077,51.023,32.160,88.264,106.473,43.272,163.790,24.223,53.832,154.272,125.836,41.359,20.861,257.623,72.078,75.238,118.366,261.741,202.800,308.295,173.962,404.063,1138.225,100.069,131.988,128.956,182.848,246.787,342.708,384.259,261.584,526.793,440.290,416.895,329.149,98.568,21.125,110.309,100.864,165.407,574.103,94.065,133.061,227.256,342.054,93.451,86.481,139.411,164.381,186.231,239.000,56.314,120.439,291.771,45.417,666.963,58.153,50.380,570.284
25,14.763,58.039,9.571,34.264,113.257,134.033,33.736,82.368,123.718,133.636,70.947,47.240,58.626,141.825,103.800,49.184,191.084,117.816,27.973,17.513,136.069,240.395,86.570,64.810,108.321,255.829,103.683,239.067,306.038,572.537,916.577,59.327,73.494,86.422,83.280,484.157,440.042,300.296,318.673,316.252,352.258,365.461,591.663,64.515,102.670,63.430,169.173,169.033,343.299,305.822,258.316,379.419,699.926,40.264,198.333,49.625,76.432,51.008,239.111,124.372,88.926,289.083,153.097,238.580,121.305,58.430,445.216
26,52.124,93.512,27.315,121.520,118.858,68.589,59.028,84.254,27.718,82.826,11.149,43.388,176.615,55.956,13.490,114.291,85.863,68.080,50.936,70.628,66.769,151.684,149.406,91.421,44.015,342.639,77.750,176.799,196.371,268.611,1208.342,85.782,79.277,64.119,108.174,314.880,583.383,515.935,277.469,478.919,254.032,50.645,370.198,38.669,71.991,59.758,161.300,145.393,212.598,125.720,133.327,222.605,464.689,168.806,75.240,100.830,39.271,60.377,61.725,13.291,105.899,373.604,189.333,477.951,133.618,53.165,508.431
27,22.732,126.109,60.375,51.704,43.973,126.189,29.849,57.465,337.049,37.871,85.681,56.822,96.703,182.658,78.990,127.301,116.817,65.784,32.627,46.308,96.896,187.667,60.648,80.468,98.382,446.873,60.275,215.336,198.781,494.742,1156.252,212.634,68.096,119.037,79.523,316.426,396.358,215.028,186.717,385.216,370.731,155.539,265.238,80.746,142.821,63.812,298.518,146.287,125.433,158.701,188.827,195.023,468.750,115.139,142.016,101.616,67.492,144.292,76.693,147.640,248.561,327.958,210.361,475.926,116.779,110.380,577.569
28,67.052,68.558,33.891,99.160,36.504,75.889,36.774,17.026,54.838,153.000,21.511,42.248,112.736,194.246,96.000,85.049,104.046,50.616,39.445,6.218,83.740,64.570,56.969,74.730,95.305,361.532,103.233,274.336,260.324,318.200,1245.955,240.366,185.337,126.607,112.788,261.130,472.025,255.685,290.283,596.234,257.032,164.974,458.881,77.852,37.134,76.103,159.027,222.873,377.959,87.355,81.500,476.814,282.662,68.986,114.434,83.911,70.576,47.800,50.856,144.058,63.865,336.250,225.000,241.370,135.863,46.316,614.451
29,90.711,52.248,31.103,80.672,173.027,162.278,51.632,8.184,127.120,77.318,25.957,83.302,119.593,48.412,132.360,155.660,93.779,138.200,56.127,74.013,75.145,158.272,102.539,67.040,47.053,290.728,121.083,349.644,399.619,440.995,1215.270,134.208,79.578,283.081,108.871,187.315,276.900,455.065,274.177,419.162,311.312,208.132,392.386,100.231,49.223,96.630,298.091,240.320,202.082,184.252,185.061,245.612,587.230,39.903,139.992,51.295,72.720,78.854,84.150,223.895,118.020,336.292,104.215,140.914,118.412,26.253,653.020
30,16.649,48.132,46.065,80.944,90.301,37.289,131.745,106.947,29.775,55.530,23.830,56.124,58.264,98.500,13.810,28.806,79.557,108.376,146.145,8.551,98.104,251.825,69.492,82.365,297.855,433.057,54.867,231.007,254.514,526.811,1356.099,136.792,77.627,164.741,165.561,311.361,474.608,353.407,310.133,483.351,384.226,117.803,295.614,96.414,64.964,87.782,183.500,177.453,192.072,263.710,226.765,252.884,395.709,181.938,127.674,83.402,57.500,124.923,67.000,42.058,99.770,295.625,120.111,246.630,102.817,107.456,722.255
31,44.546,55.473,46.880,65.552,91.044,22.289,156.632,70.605,53.352,113.765,61.160,60.953,55.330,80.447,173.860,79.835,41.771,88.144,76.409,9.513,48.572,423.026,70.039,101.437,86.099,317.677,117.200,235.570,251.819,405.042,725.162,180.624,141.530,169.956,212.273,353.028,545.567,327.583,328.708,307.955,790.731,93.500,370.554,148.663,126.045,120.739,109.991,262.893,226.732,180.664,217.755,166.457,649.574,109.646,58.023,130.589,31.678,100.315,32.248,36.291,80.642,207.917,96.368,106.753,52.374,48.101,438.245
32,38.402,11.194,35.043,164.888,25.336,33.822,90.179,27.105,134.303,79.833,82.351,91.403,56.286,43.561,32.930,60.777,31.855,227.352,107.718,16.449,14.717,170.246,87.695,81.452,95.443,383.316,244.975,240.289,177.400,383.732,1082.748,209.951,96.819,262.837,225.841,285.083,352.967,523.232,430.752,252.450,533.473,193.105,228.713,41.201,126.482,160.570,236.118,154.640,428.381,311.477,79.531,459.682,433.872,199.896,54.783,27.938,224.576,66.162,91.791,60.547,154.176,481.208,135.729,585.111,241.344,113.329,429.794
33,108.000,19.930,42.185,49.456,41.841,165.589,14.660,23.079,84.261,94.614,65.309,22.372,18.044,162.693,9.010,65.194,81.802,223.000,121.964,23.679,91.092,159.904,111.812,69.341,51.656,297.032,155.542,212.201,264.762,274.605,1560.559,124.158,244.084,74.956,194.909,221.250,424.175,185.037,474.584,401.523,368.839,144.211,469.099,61.402,86.857,118.606,137.636,226.853,188.887,119.308,69.276,344.310,418.230,134.653,137.496,106.491,68.119,71.677,171.895,79.186,63.959,220.229,123.750,163.395,124.122,42.759,737.176
34,104.247,95.457,16.940,237.496,49.788,133.778,43.443,120.553,95.662,8.258,83.553,71.984,93.670,48.447,91.590,11.029,82.863,81.712,31.727,51.603,53.734,63.526,57.094,149.968,75.641,204.709,102.375,256.893,232.943,587.105,1298.459,198.861,142.470,89.267,307.545,299.546,446.342,259.880,363.248,496.973,556.935,48.605,278.584,114.811,65.750,53.042,195.109,217.027,233.536,227.645,139.827,427.178,498.520,110.875,117.558,71.062,221.025,179.069,102.967,6.105,89.486,289.292,155.125,362.877,118.053,48.063,498.539
35,62.495,18.938,67.826,61.912,63.832,180.133,17.670,58.667,140.113,14.250,41.372,35.357,61.066,20.298,86.670,99.476,18.031,156.328,42.591,11.564,143.491,140.658,58.938,79.929,249.275,387.956,137.925,312.846,83.419,320.147,1226.514,79.970,171.361,154.319,95.765,393.093,453.600,293.981,400.788,368.721,694.559,93.789,313.010,36.858,98.625,70.230,75.864,188.307,180.948,401.028,228.357,213.659,401.730,74.299,114.961,183.321,98.805,64.062,71.248,224.802,104.649,430.688,81.035,441.432,203.565,87.506,373.902
36,68.948,34.124,42.158,101.976,15.230,127.333,35.038,30.982,92.859,30.432,129.894,48.829,35.165,61.860,76.250,46.942,307.275,15.960,27.218,13.538,174.046,95.746,36.266,76.095,76.824,159.158,166.825,258.181,327.400,404.679,1070.730,94.545,44.855,80.074,62.614,214.528,398.583,222.361,200.973,240.514,556.269,82.000,355.149,60.935,79.625,57.503,177.200,313.847,347.010,156.374,191.918,239.202,460.601,72.090,113.969,173.902,74.703,110.969,37.908,25.721,74.676,120.438,144.431,492.741,140.252,140.519,604.225
37,9.629,32.426,46.614,87.480,58.301,175.411,14.585,118.851,125.345,93.583,132.926,23.566,36.253,155.404,57.370,58.126,29.359,109.296,25.191,10.141,85.260,59.667,86.570,49.643,40.313,279.930,56.433,185.537,273.524,325.200,1304.874,186.069,189.446,214.467,133.189,307.500,394.375,231.269,353.973,507.198,415.376,282.684,409.644,72.621,86.893,33.885,218.636,266.707,231.495,275.318,82.041,247.659,386.723,62.007,104.969,38.848,102.415,134.385,44.784,162.488,160.872,128.562,157.701,353.568,92.084,105.582,394.069
38,41.093,60.674,60.217,107.760,89.920,175.000,55.830,54.614,150.042,60.636,94.904,65.682,45.945,76.833,89.470,48.252,28.664,205.288,36.573,130.269,76.821,273.325,81.492,111.897,24.962,341.405,110.625,322.060,156.276,258.126,1188.838,149.129,194.602,140.030,192.091,226.815,359.033,554.139,367.345,416.694,569.376,212.987,485.139,119.266,125.438,103.945,112.255,261.933,229.505,134.084,189.806,186.054,473.818,52.347,106.984,160.804,55.602,61.162,131.111,151.430,177.824,365.771,91.299,453.321,176.870,32.228,493.235
39,26.557,87.713,123.082,110.824,81.416,114.967,62.774,40.868,47.085,71.326,23.415,59.884,74.835,132.886,114.780,91.971,62.351,10.248,72.682,11.731,129.324,34.921,75.633,34.841,105.824,342.741,112.683,274.819,238.933,422.126,1285.189,29.723,174.590,247.822,280.318,255.213,332.742,319.926,206.850,355.450,692.613,189.816,292.436,151.266,107.098,104.291,93.355,302.580,216.660,80.140,90.888,416.713,484.838,63.257,124.775,81.384,213.831,95.431,157.458,94.744,154.203,272.688,201.368,495.914,194.794,76.025,634.804
40,113.557,63.101,16.495,125.632,103.903,211.111,64.208,138.947,98.986,41.902,28.787,50.372,43.901,9.158,15.120,92.495,36.511,71.208,50.673,6.667,143.457,279.912,77.602,118.325,120.542,319.342,161.967,340.383,274.176,523.321,1339.586,103.564,198.120,113.807,63.455,287.639,340.192,266.769,414.186,427.036,547.323,354.395,310.980,48.408,70.152,57.582,166.873,121.980,275.186,391.159,44.041,326.264,456.608,76.583,110.628,147.536,143.737,116.385,49.458,69.326,141.277,371.938,301.604,279.395,67.061,29.190,358.353
41,20.536,100.333,83.163,131.656,93.363,30.956,16.717,99.053,52.923,46.576,20.872,79.279,65.923,65.851,40.930,147.767,34.328,112.128,68.473,114.141,63.873,136.860,177.445,80.468,70.389,208.076,144.558,349.201,263.033,384.563,981.045,95.040,218.988,212.593,223.394,360.972,323.292,429.500,370.336,433.730,294.957,211.053,309.297,105.639,144.991,103.794,101.936,186.847,183.845,196.822,195.469,243.341,373.115,118.812,49.225,75.339,108.576,25.785,51.431,55.942,164.081,121.792,222.444,514.173,126.443,66.684,747.647
42,66.186,17.240,92.065,98.576,34.372,209.933,69.566,75.298,107.310,38.697,20.979,45.388,13.945,45.316,25.310,123.942,148.809,140.456,51.645,5.013,53.069,219.193,27.773,31.571,95.878,386.987,145.542,315.101,170.581,453.974,1485.234,116.911,61.253,151.400,92.879,282.037,351.808,359.398,187.867,299.802,539.462,53.934,474.040,135.734,89.107,103.909,105.373,107.900,367.031,272.000,92.806,352.194,513.554,112.271,70.256,135.446,97.458,100.177,124.536,55.302,126.784,521.979,28.910,357.136,83.557,111.911,704.843
43,40.052,69.349,94.630,67.648,53.407,46.600,104.481,116.596,135.831,117.462,40.181,38.729,34.088,96.640,41.190,124.330,116.282,81.824,29.845,97.936,93.601,83.026,13.625,81.976,57.076,308.759,175.333,384.463,353.500,460.300,1762.829,113.980,214.133,124.030,268.447,371.259,432.083,482.417,606.858,492.108,381.312,191.474,228.604,28.166,41.875,71.200,183.455,213.207,413.876,360.963,134.224,331.829,581.284,59.583,176.054,18.321,87.627,77.854,71.203,113.581,136.419,418.354,242.604,338.568,62.985,69.911,275.441
44,48.485,110.884,28.451,260.464,29.177,37.022,105.755,30.605,72.000,15.667,52.245,57.147,36.176,70.939,38.600,39.990,56.977,43.496,69.645,52.397,104.740,101.175,35.680,59.825,189.145,316.854,223.108,241.537,254.838,464.826,1165.874,100.743,61.265,299.867,163.727,317.250,432.650,223.454,560.991,310.847,617.796,107.263,370.119,75.438,42.214,125.812,243.191,343.393,233.505,90.262,78.245,448.240,389.257,45.424,59.062,19.438,70.500,38.046,83.562,171.686,71.311,214.792,143.007,472.358,90.992,171.456,368.255
45,9.577,11.147,63.054,106.680,43.832,47.500,51.434,45.500,113.296,71.848,56.202,39.938,107.747,63.833,76.900,80.971,14.015,76.776,32.127,61.077,75.925,61.789,102.719,94.921,58.954,297.538,93.342,222.342,101.371,384.221,1094.964,57.446,122.398,115.637,137.561,504.685,226.825,263.407,264.345,424.369,432.355,84.434,148.198,70.189,153.482,154.661,179.782,285.273,412.175,260.215,164.347,341.426,348.446,192.632,212.589,134.509,97.415,112.200,186.778,45.895,148.365,503.042,228.736,460.728,135.802,78.430,585.020
46,15.072,64.481,53.038,109.480,62.283,170.722,37.802,54.140,73.669,96.197,109.649,31.853,17.802,147.193,74.340,10.670,41.183,19.616,42.555,54.603,27.624,159.404,98.859,104.849,112.412,534.930,56.067,216.725,249.410,476.647,914.865,71.594,177.518,210.378,111.273,353.935,153.150,466.685,155.894,437.036,443.032,135.776,207.376,38.402,34.446,158.952,266.855,209.940,338.237,178.430,68.643,406.186,623.682,142.160,112.287,83.562,48.814,119.662,135.131,10.430,108.392,562.625,217.000,606.296,146.466,82.962,612.422
47,48.289,57.798,68.054,70.304,49.363,127.767,11.047,7.614,241.796,24.303,6.617,33.023,51.143,10.395,10.310,141.602,185.000,153.928,10.273,68.115,127.410,173.711,74.664,64.373,112.160,351.411,116.508,396.523,230.043,587.684,1137.261,175.475,174.325,156.941,125.924,360.065,466.117,508.509,218.690,443.027,451.989,159.855,358.495,54.402,96.339,142.255,400.373,171.593,385.722,176.028,214.765,287.326,492.155,157.333,87.132,235.652,69.229,135.585,96.301,74.907,107.885,271.688,31.125,313.716,165.489,36.696,482.353
48,7.814,18.062,68.440,206.824,115.451,58.778,109.764,51.535,86.613,86.705,8.787,64.085,63.824,80.325,28.380,17.320,62.649,19.192,12.991,17.205,43.185,201.904,40.453,90.730,120.374,488.924,181.617,246.671,203.781,474.453,1073.099,130.941,202.578,141.467,308.038,131.731,615.783,331.574,356.752,537.198,395.226,212.526,246.317,36.195,189.946,57.855,223.691,398.013,362.856,161.346,111.418,279.357,329.041,151.465,47.744,62.893,153.949,103.854,135.392,78.442,120.101,188.938,140.438,262.333,181.221,27.089,641.422
49,30.454,31.961,77.641,64.144,92.522,97.967,82.208,22.351,114.570,34.152,91.596,53.814,188.582,53.307,26.200,81.291,71.977,43.944,75.782,37.769,73.647,210.053,109.719,74.437,229.435,272.386,162.017,302.362,263.881,569.589,967.865,52.733,196.904,121.948,249.364,455.880,486.567,280.898,448.841,325.234,226.989,242.816,433.970,51.373,93.634,90.339,132.373,292.300,275.990,114.869,183.500,213.163,343.007,132.688,227.907,156.839,52.322,62.338,127.157,88.791,147.541,171.562,122.847,326.840,31.053,182.557,407.637
