 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90
1,1255.350,1228.418,635.556,522.907,1860.307,1647.125,1692.885,1035.855,1052.768,1465.159,756.325,711.494,1126.713,1152.289,681.135,1202.728,767.096,771.323,1063.623,1195.287,887.995,1240.627,930.447,924.937,1433.909,1920.415,1196.534,562.226,871.151,965.692,1100.690,1599.279,575.094,1366.743,971.977,1023.344,3203.352,631.306,362.795,1579.420,1431.680,1029.439,828.607,1129.646,720.608,758.078,1025.160,1018.918,656.503,675.816,933.652,1375.287,747.443,820.975,714.636,1196.612,1103.411,1586.063,1123.242,897.674,625.417,833.701,1640.876,1074.456,1274.096,594.025,666.036,544.013,408.563,569.600,747.581,290.961,968.734,882.980,581.865,1389.571,264.125,503.295,1040.084,340.326,387.619,697.054,1668.063,1152.904,977.286,1209.247,1304.870,1652.296,1101.349,788.327
2,1128.363,1361.045,654.966,469.031,1787.283,1888.147,1667.885,1060.195,1147.124,1623.708,654.091,806.717,1055.621,1394.444,727.865,1024.941,838.807,680.231,952.818,1285.943,896.221,1302.259,905.433,892.183,1382.506,1915.795,1202.994,486.438,849.367,1074.242,1238.374,1569.378,787.598,1410.351,959.338,886.574,2802.912,630.104,566.589,1752.927,1271.033,938.503,715.096,1254.969,676.525,672.901,1019.193,1010.182,379.846,848.437,1103.891,1521.271,793.729,892.277,768.950,1158.072,769.057,1916.685,1061.667,933.889,771.045,899.555,1615.822,1252.412,1394.427,713.910,657.878,442.669,532.337,599.391,800.855,429.623,708.819,842.386,645.219,1420.319,397.701,554.473,968.642,585.546,435.190,637.450,1212.430,1152.108,1228.536,1249.468,964.674,1596.439,1226.840,747.124
3,1307.236,1686.007,511.067,532.054,2129.416,1844.632,1892.346,1286.679,1473.432,1600.664,737.513,834.392,1079.011,1466.472,727.987,1087.404,576.081,703.831,1109.851,1293.104,928.913,1340.254,901.467,1092.643,1490.695,2004.135,1296.080,472.591,895.596,969.498,1333.755,1737.396,703.535,1302.877,1244.368,1033.713,2951.231,681.140,636.518,1603.320,1421.190,1112.400,813.726,1365.954,669.630,647.660,1196.252,1363.809,638.196,665.658,1195.841,1083.202,926.186,684.563,872.566,1113.250,858.574,1895.910,1110.650,981.059,723.977,965.394,2131.364,1304.044,1400.897,687.353,725.964,586.057,476.926,841.933,707.333,456.857,870.585,828.792,467.917,1256.516,316.208,489.267,1140.010,574.617,505.352,637.468,1026.544,1326.374,1510.393,1118.545,1006.141,1989.367,1545.462,783.248
4,1146.802,1635.239,605.393,617.295,2037.560,1735.684,1977.096,1153.855,1573.005,1620.186,885.006,591.096,1081.678,1372.622,659.608,1234.331,695.941,836.838,1232.039,1370.522,974.497,1158.731,1158.747,1170.429,1235.451,1725.222,1357.552,749.226,871.663,1118.360,1290.006,1587.531,726.039,1527.064,1391.910,866.885,3318.923,705.855,659.500,1823.067,1528.987,901.342,731.830,1107.562,776.133,724.213,1035.437,1150.782,509.699,641.551,1008.123,1168.636,827.721,835.025,551.424,1298.526,868.950,2123.288,1187.700,851.518,778.614,745.861,2128.752,1174.948,1423.118,485.871,673.165,590.726,579.505,645.257,667.291,370.325,797.553,867.990,583.594,1143.747,558.458,587.822,1000.021,447.106,494.305,726.622,1213.025,1235.385,1309.595,970.338,1371.065,1820.541,1231.425,774.628
5,1185.019,1764.537,630.652,589.589,2056.313,1831.073,1865.212,1123.484,1430.541,1511.292,767.162,754.681,986.891,1485.022,622.081,1158.522,610.067,815.892,1240.071,1204.096,1046.308,1273.030,1182.353,1106.310,1743.433,2207.292,1465.575,614.745,1030.982,1138.768,1275.097,1491.892,851.276,1526.404,1025.098,933.107,3224.264,743.845,507.661,1738.960,1495.092,942.884,811.896,1239.000,744.127,706.752,1066.210,1166.382,627.580,777.424,1219.862,1312.822,774.943,1064.756,641.424,945.539,1062.915,2063.090,1198.808,1015.681,681.008,860.672,1955.946,1484.066,1370.816,726.960,706.504,442.134,466.368,685.733,665.923,314.558,873.755,858.852,773.865,1444.132,338.174,590.774,1247.579,554.298,664.171,541.604,1542.139,1353.157,1367.857,1207.948,1135.880,1620.265,1289.632,797.911
6,1170.140,1741.224,694.191,858.318,2096.663,1877.022,1768.615,1426.836,1532.778,1737.434,695.610,701.048,1359.609,1471.439,786.459,987.118,907.304,729.900,1127.149,1439.370,953.482,1287.781,1035.567,1007.778,1409.963,1937.456,1527.230,662.956,1021.765,990.242,1148.555,1723.649,674.866,1398.591,1185.008,948.262,3650.956,862.337,458.402,1702.680,1452.209,1035.929,846.496,1052.323,641.768,716.908,1170.445,1268.509,634.420,850.544,1066.594,1331.434,772.000,803.597,718.697,1151.296,999.511,1681.811,1111.708,1047.015,864.470,1123.314,1832.302,1238.132,1436.581,707.209,738.187,548.707,488.379,907.810,614.248,350.026,740.287,887.178,568.458,1510.505,438.215,571.315,1167.674,447.277,479.581,887.117,1328.760,1405.349,1289.845,1282.805,1279.250,2015.276,1206.340,783.009
7,1400.465,1748.164,762.124,807.054,2289.843,2021.029,1642.010,1241.327,1481.162,1559.080,776.032,867.735,1086.718,1765.400,673.041,990.574,555.919,703.892,1130.234,1388.539,1069.308,1372.154,863.593,952.794,1629.409,1959.947,1411.517,696.146,976.066,985.844,1084.968,1858.523,832.638,1310.690,1220.173,773.090,3081.132,673.140,733.545,1702.187,1410.922,925.387,894.756,1090.492,614.072,673.234,1090.538,1305.282,546.594,925.386,1111.413,1402.922,657.371,964.908,928.960,1281.125,916.730,1925.541,1042.708,1022.726,661.326,891.022,1785.008,1345.044,1642.235,693.627,800.612,518.898,501.842,835.200,731.214,422.455,908.660,1037.119,632.010,1721.374,505.368,589.870,949.379,563.950,508.848,759.847,1053.797,1341.024,1451.702,1269.714,1214.011,1754.163,1394.972,898.372
8,1381.057,1571.866,647.652,648.240,2285.934,1855.419,1941.096,1152.503,1546.135,1580.531,945.195,759.795,1147.621,1382.839,535.162,1172.831,664.689,685.608,1089.740,1487.922,961.990,1246.094,1013.467,1052.262,1546.037,1953.825,1461.178,679.518,1129.319,1063.877,1272.935,1546.757,846.764,1599.947,1194.556,904.885,3260.506,678.135,437.804,1908.307,1517.706,1134.310,1096.933,1132.223,885.785,759.376,888.807,1078.773,651.874,741.177,1055.427,1405.488,880.343,897.176,923.141,1297.164,1237.518,2193.748,1253.100,822.778,906.409,815.861,2064.248,1245.412,1501.331,572.299,681.540,568.777,588.668,812.914,659.308,473.169,849.777,964.148,671.542,1357.033,436.549,541.089,982.905,459.957,572.581,711.216,1282.911,1549.795,1288.952,1263.480,1169.565,2015.184,1448.877,846.327
9,1514.006,1692.470,626.714,667.093,2181.705,1912.904,1874.500,1230.937,1580.000,1724.513,820.883,776.325,1088.075,1505.261,788.230,1195.625,700.304,712.477,1057.032,1382.196,1004.349,1297.184,1255.693,1266.873,1547.073,2164.485,1307.569,602.730,1060.259,1058.550,1190.239,1750.964,938.031,1417.088,1366.135,935.762,3593.637,733.653,586.705,1851.447,1458.399,1237.329,1019.704,1378.223,768.287,756.071,1161.622,1263.164,734.671,735.715,1320.254,1532.000,834.257,873.471,963.990,1011.967,1151.028,2351.478,1172.242,1021.148,708.303,1003.073,1862.969,1252.441,1701.581,607.547,715.525,571.726,502.621,855.057,559.727,460.896,927.223,996.703,667.312,1348.626,487.292,441.795,1064.232,501.830,509.152,707.108,1449.937,1429.000,1519.536,1143.909,1242.348,1659.480,1148.113,871.372
10,1291.656,1555.142,673.781,681.713,2130.669,1814.323,1983.163,1374.780,1686.400,1627.416,740.747,894.410,1156.138,1564.483,706.351,1197.052,743.356,584.377,1282.351,1379.704,1103.159,1254.274,965.307,1109.937,1645.457,2096.994,1399.994,537.299,851.042,1085.853,1231.239,2151.342,892.480,1521.649,1299.624,894.221,3813.846,722.440,472.295,1932.180,1516.301,964.858,797.585,1278.562,750.934,714.546,1258.689,1194.182,534.853,701.804,1015.681,1348.357,617.664,965.538,869.505,1073.684,1023.582,2144.216,1276.275,917.000,776.621,825.365,1933.124,1194.904,1487.934,691.154,646.942,623.758,666.605,816.686,935.675,516.805,947.691,883.416,769.979,1395.901,481.896,502.007,1259.126,592.787,576.381,661.279,1719.924,1396.253,1448.262,1424.494,1176.739,2013.327,1189.821,750.150
11,1337.108,1601.127,826.714,650.488,2282.175,2092.162,1842.962,1239.182,1743.038,1579.920,760.597,731.452,1327.155,1521.400,866.243,1355.323,888.911,760.000,1164.545,1467.265,919.631,1438.493,996.633,1168.254,1581.689,2034.485,1370.126,649.679,1089.205,1095.872,1135.123,1944.351,1083.047,1483.649,1324.338,1027.861,3515.912,743.503,392.241,1501.687,1499.686,932.574,775.207,1317.477,724.635,825.035,1290.227,1360.727,458.552,879.025,1101.232,1485.155,780.821,999.185,671.808,1171.270,946.191,1997.243,1025.692,958.533,875.189,950.182,2223.349,1410.956,1698.647,569.353,711.446,530.331,564.537,774.133,806.367,356.740,1089.000,830.762,689.469,1997.253,433.340,655.178,1206.147,573.858,643.924,641.000,1815.709,1667.084,1478.798,1200.455,1104.489,1999.663,1141.472,729.168
12,1322.115,1836.239,819.315,649.016,2258.416,1869.103,1644.490,1179.950,1492.919,1552.451,864.526,1003.500,1205.397,1795.483,729.473,982.449,744.941,799.085,1153.968,1531.839,1204.821,1302.214,1135.573,1098.492,1621.567,1949.877,1171.828,704.898,1152.175,1137.422,1238.684,1743.658,970.866,1436.251,1176.970,1023.082,3217.483,778.311,531.938,1869.393,1596.699,1167.071,870.104,1325.254,776.304,844.567,1062.050,1269.400,547.301,817.816,1165.580,1434.279,902.329,927.345,982.778,1096.039,942.156,2081.730,1370.258,896.044,763.970,772.766,1649.543,1167.154,1486.515,723.836,731.906,606.949,506.821,645.724,738.180,445.039,1119.383,1105.426,687.281,1510.747,358.271,531.281,1356.958,726.184,481.571,757.342,1710.595,1610.590,1439.250,1246.857,1270.772,1495.092,1302.557,597.266
13,1397.892,1507.739,713.034,747.558,2179.482,2037.654,2180.336,1271.044,1518.405,1639.522,776.123,587.819,1343.040,1558.039,770.595,1208.375,709.741,833.854,1250.123,1274.074,1075.451,1242.502,1029.453,1152.738,1446.957,2060.842,1341.046,646.226,883.560,1180.081,1153.052,1900.108,969.543,1348.357,975.805,929.402,3257.747,803.539,553.330,1671.893,1799.758,1130.006,838.148,1208.315,806.238,629.553,1152.151,1161.109,707.497,859.760,972.109,1592.233,908.764,954.916,997.101,1360.204,1074.794,2117.360,1079.350,973.274,783.121,909.423,2076.566,1409.603,1613.103,742.473,581.288,586.841,538.268,1025.305,825.786,482.909,976.277,990.129,610.771,1327.022,466.917,605.801,1230.032,600.553,458.371,967.793,1713.873,1470.120,986.417,1216.520,1258.239,1650.612,1285.557,786.266
14,1278.389,1557.522,660.180,739.814,2235.265,1730.000,1647.423,1281.641,1420.108,1857.708,663.851,831.012,1299.569,1430.667,706.122,1077.596,749.096,766.385,1277.253,1471.230,890.333,1229.547,1028.973,1152.563,1543.512,2050.234,1429.891,718.818,1123.217,1047.493,1160.200,1459.856,884.047,1431.380,1290.060,824.041,3325.253,781.471,483.170,1686.553,1885.124,1090.097,817.407,1327.800,762.691,653.014,1097.319,1197.991,573.357,693.842,958.138,1553.093,961.071,984.655,973.505,1166.250,1071.723,2038.604,1084.208,983.467,768.780,1009.518,2291.054,1332.588,1507.419,734.289,717.252,512.707,467.453,810.067,691.128,559.156,1017.404,1003.040,561.469,1283.615,405.444,539.247,1091.221,447.567,442.467,712.532,1789.949,1469.566,1328.429,1555.506,1207.598,2194.398,1225.453,793.858
15,1028.682,1972.515,672.528,753.837,2055.060,1886.559,1907.356,1342.730,1457.514,2235.451,798.558,771.699,1098.109,1718.789,972.905,1331.507,770.733,716.146,1244.532,1409.626,1068.610,1375.622,1106.913,1053.738,1458.707,2173.596,1458.471,648.715,1008.416,1072.777,1090.587,2107.550,884.031,1354.386,1178.218,764.672,3322.857,810.845,489.750,1734.173,1674.725,939.303,979.289,1025.277,940.475,673.972,1029.546,1281.636,498.000,764.323,1167.319,1249.271,754.779,1057.555,887.000,1138.230,918.560,2006.441,1316.083,966.815,603.674,780.942,1786.636,1361.368,1661.934,678.572,756.209,583.127,504.379,867.048,740.359,389.000,871.436,799.822,422.146,1457.275,439.215,635.788,1217.937,489.766,556.886,726.604,1675.544,1245.663,1327.452,1267.156,1074.337,1725.010,1199.085,829.619
16,1458.299,1446.157,714.983,805.372,2122.892,1748.735,1994.135,1153.635,1407.995,2381.460,817.006,774.343,1172.241,1433.617,830.541,1161.323,679.704,1061.123,1163.844,1330.539,1108.744,1297.617,1051.147,1041.825,1514.774,1907.129,1286.621,554.693,993.452,1116.663,1177.400,1760.306,897.992,1723.661,1224.925,1053.377,2897.912,843.466,558.804,1665.000,1780.987,1101.845,970.030,1279.462,740.972,800.099,1220.832,1375.536,600.559,730.177,1034.406,1677.690,979.214,757.429,1114.121,1300.191,1131.418,1912.333,847.267,1123.763,816.265,897.810,1937.023,1400.132,1638.956,655.303,728.014,594.720,484.232,755.733,683.761,376.156,1098.713,658.119,750.781,1326.945,380.188,415.582,1053.768,515.156,568.057,829.459,1312.278,1370.181,1144.000,1038.532,808.707,1774.296,1373.151,770.796
17,1324.102,1787.702,962.910,755.961,2168.482,1796.066,1853.942,1588.220,1451.308,2076.071,786.708,791.000,1123.069,1591.056,928.892,1414.044,716.778,993.954,1003.299,1420.609,948.113,1384.507,1003.247,962.675,1677.171,2196.240,1445.586,602.752,1041.235,1098.853,1238.258,1981.198,765.614,1432.099,1223.376,975.680,3207.835,904.886,537.946,1726.673,1666.288,865.452,890.844,1459.231,739.674,702.596,1163.134,1390.791,556.378,826.956,1100.739,1444.085,870.371,812.630,885.192,1291.947,944.362,2069.766,1280.792,989.719,712.955,942.818,1732.388,1129.221,1597.912,781.488,855.489,721.599,609.526,1071.314,706.094,397.000,929.426,882.822,533.292,1473.670,344.215,637.301,909.000,455.255,547.048,695.270,1742.051,1173.530,1307.298,1223.286,1066.837,1829.255,1329.604,699.885
18,1307.554,1726.582,717.433,713.349,2171.885,1811.596,1958.587,1176.742,1366.935,2223.319,662.916,643.813,1166.103,1461.306,616.622,1187.044,752.911,841.600,1243.883,1342.609,1146.190,1374.736,1200.927,1142.032,1582.988,1993.813,1466.638,502.212,967.241,1147.626,1318.516,1842.270,983.992,1629.936,1212.293,882.541,3756.198,717.394,521.348,1818.660,1677.987,1014.265,796.281,1172.315,908.845,774.986,1036.185,1358.627,596.748,659.804,1194.348,1340.318,849.636,1105.193,862.020,1143.829,1037.929,2058.919,1067.892,1060.696,783.189,894.810,2072.574,1339.552,1555.081,674.099,720.259,678.287,553.847,1091.743,771.812,418.623,1070.915,870.861,740.562,1598.077,319.750,606.664,999.432,562.021,418.238,765.874,1602.595,1388.602,1171.643,1352.065,1182.913,1667.449,1301.641,669.690
19,1228.096,1342.463,639.899,521.488,2136.892,2018.897,2085.067,1457.912,1351.168,1811.956,801.338,708.259,1128.868,1536.917,746.892,1063.081,754.889,826.369,1156.500,1351.448,1054.215,1233.811,1034.740,1164.349,1750.104,2021.626,1417.362,694.022,1181.542,1119.119,1294.026,1570.261,939.630,1692.860,1236.398,859.148,3063.330,798.917,508.991,1916.893,1569.706,1109.497,836.319,1197.146,837.856,689.113,917.361,996.182,480.455,914.247,1111.094,1351.992,730.150,883.731,853.475,1141.243,1143.319,2295.550,1093.517,982.785,832.288,995.708,1999.481,1310.323,1819.140,705.622,594.058,600.611,575.279,868.000,720.291,390.182,1040.277,717.109,616.365,1479.165,358.215,705.952,1016.411,659.390,474.238,710.459,1471.848,1394.337,1408.893,1283.130,1056.967,1636.663,1341.557,826.823
20,1269.720,1456.455,747.539,752.450,2169.512,1877.103,2254.731,1362.925,1299.054,1862.301,680.136,853.078,1313.402,1617.250,603.419,1255.743,542.518,810.762,1119.526,1316.022,1118.990,1344.672,1075.127,1315.548,1415.561,1852.129,1490.408,611.000,898.163,1070.327,1248.219,1806.982,859.669,1308.649,1247.353,1046.500,3163.308,682.290,708.089,1726.540,1712.163,1160.103,894.533,1275.692,724.414,678.000,1246.479,1285.218,534.070,693.880,1232.913,1385.116,737.714,843.420,978.050,1110.836,1108.298,2283.522,998.475,1150.904,852.917,720.847,1885.682,1219.669,1588.529,654.980,607.827,607.529,503.400,797.552,880.205,296.896,994.851,898.624,523.292,1314.912,371.340,625.699,1134.158,535.511,590.905,732.892,1559.911,1334.482,1532.214,1254.506,1163.620,1509.204,1367.330,747.177
21,1460.420,1649.507,785.157,684.426,2163.096,1715.750,1832.673,1491.396,1300.330,2231.319,764.565,901.867,1108.736,1481.083,718.703,1073.103,586.956,749.623,1045.045,1511.365,866.241,1353.781,917.393,1197.849,1489.287,2080.468,1635.408,594.197,1055.861,1120.228,1131.355,1804.811,1002.386,1630.333,1066.586,938.016,3661.374,934.554,547.089,1799.907,1670.889,1048.168,901.259,1207.762,754.503,826.433,970.714,1464.327,666.133,885.108,1208.507,1335.194,844.750,768.008,750.404,1371.434,1042.567,1979.090,1147.392,1026.437,745.879,926.139,1858.760,1148.309,1676.618,639.886,726.568,551.586,510.758,859.838,785.709,459.403,953.596,752.030,740.854,1309.802,481.069,642.322,1240.495,416.837,725.467,725.198,1652.633,1297.590,1277.929,1283.429,1093.217,1699.153,1380.321,849.850
22,1313.484,1996.448,562.079,687.217,2342.199,2198.875,1755.548,1651.283,1417.341,1988.637,694.630,636.482,1200.764,1536.778,592.459,965.176,781.089,1027.446,1181.461,1307.030,898.503,1703.766,1049.000,1164.111,1839.976,1911.766,1438.500,663.182,923.157,1073.393,1164.910,1903.288,861.276,1445.398,1211.692,916.254,3710.670,757.321,585.393,1676.493,1668.464,891.084,1067.452,1146.708,831.851,666.333,1047.277,1213.500,580.203,865.677,1208.478,1386.047,804.271,863.639,917.071,1002.349,992.518,2263.423,1091.558,952.881,837.409,941.190,1928.287,1399.610,1717.912,720.338,660.050,505.159,546.837,801.429,756.547,576.935,965.330,946.743,602.240,1520.945,541.826,553.164,1099.663,437.823,486.038,988.351,1457.987,1328.880,1540.500,1188.260,909.467,1940.143,1569.764,879.204
23,1383.720,1594.403,675.169,643.915,2242.747,1964.640,1704.577,1257.748,1338.005,2021.292,717.396,784.639,1258.598,1374.333,744.378,1234.052,1047.178,835.538,1228.312,1405.222,1144.144,1507.915,1128.327,1275.056,1621.665,2343.824,1389.787,553.453,895.916,1128.630,1157.761,1854.640,825.906,1609.918,1055.391,945.352,3453.242,835.135,537.527,1693.300,1576.876,1014.174,865.348,1305.200,712.365,750.461,1024.597,1262.445,585.713,650.386,1100.312,1471.411,808.086,900.933,817.535,1237.737,1024.787,1920.459,1106.108,1018.259,744.076,958.693,2184.171,1278.662,1642.948,741.826,552.338,570.440,439.400,835.457,577.265,503.792,947.330,819.901,591.667,1370.462,449.917,503.753,1196.042,442.674,593.152,568.757,1448.405,1458.036,1197.167,1520.273,1079.609,1795.439,1071.764,910.911
24,1080.949,1747.560,662.062,688.798,2275.145,1857.485,1698.558,1191.818,1313.978,2017.708,738.623,850.729,1105.402,1534.061,601.392,1139.698,747.993,742.246,1167.396,1311.930,1063.046,1552.149,1053.913,951.048,1486.854,2081.292,1393.724,664.175,894.325,1163.929,1312.135,2030.550,808.551,1333.509,1232.459,920.893,3465.967,758.648,597.866,1804.300,1827.340,1038.148,892.956,1241.908,848.260,793.404,1208.059,1159.627,531.413,865.715,1139.957,1352.116,805.071,883.202,957.697,1074.783,1045.440,1922.829,935.850,1110.822,793.636,1053.022,2364.016,1380.809,1821.647,697.677,554.885,412.854,613.884,720.305,743.299,412.727,1044.372,841.208,674.938,1481.989,433.917,613.438,1333.589,483.170,693.133,769.946,1520.304,1641.988,1534.833,1493.636,1263.130,1929.827,999.113,922.372
25,1501.809,1514.702,791.264,616.690,2113.361,2030.287,2005.885,1291.465,1502.286,1849.301,643.045,813.205,972.207,1548.061,493.068,1118.272,728.437,828.162,961.825,1402.026,1065.764,1392.950,926.813,1317.444,1599.360,2306.222,1474.856,649.839,782.265,1112.152,1249.226,2323.171,1000.504,1269.392,1122.150,915.475,3499.769,809.632,617.000,1798.720,1570.797,901.071,913.415,1207.108,789.552,781.035,1089.134,1220.182,556.007,802.297,1118.725,1517.403,714.657,854.109,725.960,936.125,991.865,2354.658,1118.533,1034.578,798.462,842.825,2086.147,1403.559,1487.463,773.657,886.604,635.344,578.811,876.933,691.350,430.416,1042.926,1024.950,678.042,1653.978,414.917,615.486,1021.505,557.936,695.362,756.405,1645.797,1117.169,1337.321,1163.753,1212.120,1996.612,1243.019,798.690
26,1294.306,1703.851,835.652,568.233,2333.235,1695.198,2083.144,1298.434,1467.168,1914.089,935.942,715.054,1085.868,1739.139,801.932,1197.640,683.667,610.938,1107.506,1231.439,973.841,1401.597,919.733,1085.294,1738.396,2181.246,1519.989,638.591,794.319,1106.052,1242.916,1546.811,895.047,1514.041,1316.158,921.057,3588.714,711.803,458.080,1666.893,1489.065,1112.510,901.630,1351.723,784.481,678.957,1039.134,1156.945,639.217,753.272,961.094,1864.519,739.779,835.832,822.040,1225.612,1071.681,2128.081,1085.633,1037.385,786.955,803.730,1951.814,1279.735,1501.360,603.995,703.597,634.917,489.142,968.914,796.829,470.286,1191.447,768.980,752.427,1454.099,390.493,595.610,1014.832,500.447,633.476,871.577,1429.785,1451.470,1420.905,1263.299,1167.609,1949.316,1310.821,775.469
27,1386.758,1700.179,667.910,676.364,2206.307,1958.493,1979.365,1220.113,1690.611,1674.044,823.669,685.795,1044.132,1641.244,582.392,915.515,859.659,682.208,1130.948,1282.009,1108.133,1257.234,1278.513,1207.222,1582.128,2156.649,1630.920,410.372,1016.988,1010.190,1129.561,1596.640,1026.882,1425.912,1178.865,1103.312,3292.934,889.477,633.920,1577.880,1684.425,1051.310,838.252,1121.354,889.978,892.121,1067.437,1417.618,527.510,759.747,1375.348,1296.403,972.421,766.538,677.960,1016.947,921.837,2019.739,1256.017,1125.267,651.341,962.496,1982.519,1246.559,1421.478,832.562,771.130,573.548,621.074,716.057,780.162,341.766,1099.128,950.287,615.490,1557.901,347.611,547.007,1084.947,587.745,691.019,734.009,1703.291,1366.446,1551.143,1274.039,1222.109,2139.112,1096.632,767.372
28,1237.854,1873.776,801.786,830.372,2223.518,2214.581,2168.923,1290.094,1641.324,1663.850,708.344,719.928,1124.098,1507.256,636.041,1152.169,797.133,849.700,1089.195,1226.474,955.872,1329.124,1075.580,995.563,1762.695,1790.053,1315.701,600.102,954.976,1077.881,1127.671,1560.207,914.575,1435.111,1287.143,972.131,3639.583,855.435,534.973,1938.520,1707.928,973.155,941.193,1169.339,797.840,692.248,1239.580,1151.555,547.839,800.361,1116.290,1336.140,842.664,902.773,938.929,1217.461,1069.766,1864.739,1038.583,1166.978,758.955,1059.029,1693.651,1397.427,1405.132,705.413,793.050,589.280,608.337,868.609,661.009,420.532,930.511,865.911,694.135,1583.154,518.535,464.788,931.505,645.000,519.933,735.757,1790.544,1503.410,1560.536,1327.818,1017.554,1809.796,1248.849,869.832
29,1489.051,1623.993,634.191,716.225,2154.120,1908.971,1702.202,1257.447,1511.005,1975.974,693.877,978.434,1242.213,1595.461,721.987,1077.978,696.844,835.877,1038.532,1330.830,956.841,1310.488,1141.260,940.921,1543.896,2465.813,1442.672,520.321,1047.771,1302.834,1123.413,1816.892,994.118,1463.216,1460.797,1071.525,3549.736,902.907,596.071,1885.720,1600.810,953.348,973.111,1204.677,716.912,776.993,1174.588,1087.400,644.678,800.639,1141.297,1981.450,780.443,892.706,906.737,1210.112,1142.440,2045.108,1226.542,949.659,815.561,870.212,2054.829,1368.721,1386.897,720.453,648.058,495.809,485.768,770.714,809.906,412.221,999.617,1040.287,632.948,1439.209,431.743,588.055,1091.853,501.177,572.181,782.234,1433.684,1466.771,1686.857,1090.078,986.337,1668.847,1393.962,764.646
30,1288.828,1635.157,673.708,597.643,2178.458,1845.073,2337.461,1248.937,1708.941,1612.336,791.377,678.928,1128.138,1240.683,711.987,1113.493,541.467,980.562,1135.084,1330.261,998.697,1219.373,1085.167,1085.802,1428.219,2319.848,1261.126,622.686,873.319,1124.554,1289.019,1515.369,1055.472,1679.158,1315.955,1003.943,3428.703,941.741,393.134,1973.553,1826.235,897.542,882.111,1171.008,712.823,710.028,1241.487,1211.373,546.993,653.095,983.500,1867.767,899.443,948.630,814.879,1146.901,943.177,2129.928,1169.792,1119.904,673.212,952.504,2268.178,1334.765,1547.802,734.353,636.540,429.306,424.105,876.152,681.393,475.818,1037.149,750.426,937.792,1424.418,531.312,460.288,1265.274,451.908,633.019,843.856,1677.418,1258.277,1669.929,896.727,1009.152,1973.673,1394.915,679.097
31,1215.624,1802.604,629.376,699.132,2296.566,2282.993,1813.673,1143.755,1610.200,1687.407,765.234,735.217,1130.247,1735.378,641.973,1209.331,975.526,728.254,969.013,1287.883,923.979,1451.756,1076.713,1283.786,1642.323,2216.918,1425.040,702.270,979.307,1026.872,1028.374,1753.495,758.709,1467.696,1194.647,939.074,3971.945,853.471,556.598,1942.387,1392.131,845.355,857.585,1137.308,821.331,725.369,1143.756,1461.182,712.413,719.873,1273.457,1626.705,854.979,1021.260,913.232,1073.000,1283.858,1870.901,1105.558,1008.993,872.636,835.358,2219.682,1364.948,1301.787,769.736,787.029,679.675,467.116,1076.762,613.436,474.623,985.032,946.366,717.427,1461.637,435.174,499.445,1190.600,495.511,413.771,723.306,1606.544,1419.325,1444.167,1259.234,1232.033,1917.469,1181.934,836.947
32,1373.548,1621.433,647.416,805.481,2167.398,1942.022,1873.500,1243.025,2007.308,1718.690,908.864,792.801,1146.138,1625.633,866.162,1204.566,711.526,814.223,1132.708,1372.965,1046.297,1225.955,992.140,1036.770,1415.500,2298.637,1328.149,584.810,913.343,1144.559,1210.335,1862.261,852.583,1725.368,1028.647,908.475,3259.176,757.446,635.634,1778.153,1763.085,1104.006,759.741,1262.223,758.204,796.163,984.689,1281.727,587.252,921.108,1173.297,1542.496,881.436,696.412,973.616,1296.197,940.014,1803.207,1114.333,1011.044,592.447,850.511,1985.171,1015.000,1638.088,557.448,714.439,571.197,490.068,837.924,728.367,520.896,966.138,1004.584,638.708,1450.538,476.604,591.082,1250.074,380.965,575.457,833.081,1603.886,1157.542,1387.607,1281.896,1304.489,1691.286,1424.066,728.779
