 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25,Mean26,Mean27,Mean28,Mean29,Mean30,Mean31,Mean32,Mean33,Mean34,Mean35,Mean36,Mean37,Mean38,Mean39,Mean40,Mean41,Mean42,Mean43,Mean44,Mean45,Mean46,Mean47,Mean48,Mean49,Mean50,Mean51,Mean52,Mean53,Mean54,Mean55,Mean56,Mean57,Mean58,Mean59,Mean60,Mean61,Mean62,Mean63,Mean64,Mean65,Mean66,Mean67,Mean68,Mean69,Mean70,Mean71,Mean72,Mean73,Mean74,Mean75,Mean76,Mean77,Mean78,Mean79,Mean80,Mean81,Mean82,Mean83,Mean84,Mean85,Mean86,Mean87,Mean88,Mean89,Mean90
1,1043.064,461.209,956.978,176.527,525.319,443.096,675.760,427.289,315.881,264.540,207.149,133.946,276.684,301.894,357.216,188.669,170.052,767.054,459.409,203.330,157.267,292.756,283.373,163.127,346.872,341.947,254.092,160.066,236.476,255.645,258.361,431.333,344.386,589.222,428.511,535.516,385.890,297.202,208.321,715.993,378.882,269.110,275.644,351.200,174.757,165.922,286.840,211.355,239.657,216.348,361.609,934.783,376.636,300.084,200.535,298.796,345.362,801.937,342.883,209.230,167.894,345.124,278.256,91.824,293.551,64.463,48.324,108.669,56.063,89.210,186.359,67.078,118.915,330.416,170.271,406.253,29.549,111.247,267.442,112.291,88.924,276.757,217.025,209.241,231.726,251.805,126.076,478.673,293.047,132.575
2,1380.134,328.545,807.871,237.814,298.940,365.551,374.106,425.723,294.114,321.239,247.974,143.036,277.569,327.067,238.703,174.978,203.015,812.592,315.916,145.574,145.041,298.209,242.327,108.317,265.091,328.474,318.868,200.898,215.446,332.498,350.781,591.378,234.425,607.760,352.992,471.205,424.187,181.140,199.804,459.680,348.909,391.581,399.104,452.608,247.801,217.014,354.160,481.582,177.909,323.348,312.130,579.093,237.014,271.218,333.960,322.664,313.950,765.595,283.083,327.200,255.500,207.088,283.140,158.721,270.838,98.851,93.331,67.943,81.084,160.400,175.966,134.234,326.713,354.505,218.510,155.593,49.972,78.205,309.863,47.262,146.943,139.757,333.051,372.157,264.429,271.481,263.087,412.908,319.142,153.699
3,1224.783,367.530,992.933,211.364,438.464,528.132,304.029,564.025,263.043,468.637,195.519,225.084,139.017,328.089,218.770,161.404,267.889,718.400,406.747,194.504,212.405,184.085,284.880,128.786,266.732,245.257,380.264,235.723,150.898,453.460,305.381,634.820,325.228,624.556,381.594,849.434,517.725,292.585,197.777,606.447,485.033,366.794,331.044,271.469,224.669,153.603,207.067,315.409,209.783,218.487,287.275,549.333,239.957,202.227,318.202,311.375,295.865,697.973,283.583,214.274,269.606,286.182,290.147,146.007,214.647,85.204,190.108,183.057,49.758,208.000,149.812,70.844,266.638,239.040,308.458,213.275,73.722,63.445,318.084,97.546,110.000,226.288,210.810,154.711,254.310,259.247,328.261,342.276,209.264,201.611
4,1208.561,305.515,1027.247,193.186,563.578,495.838,598.654,440.597,276.108,269.487,227.292,74.590,240.759,380.494,137.892,153.015,204.548,981.246,287.266,221.565,187.087,285.930,376.520,232.230,274.000,281.485,190.126,130.445,189.410,383.071,339.555,658.459,242.228,347.257,462.346,780.729,657.714,233.021,280.384,701.773,437.804,438.774,262.822,247.346,270.707,191.227,411.303,553.745,217.769,391.405,321.384,537.271,263.579,308.277,292.879,341.895,179.220,993.099,353.658,266.296,254.682,223.080,408.364,138.449,213.632,120.259,169.381,88.567,72.826,272.705,283.359,31.364,231.617,193.119,248.406,385.912,98.701,147.240,306.400,87.553,131.000,129.586,310.823,287.651,458.774,129.922,185.424,628.531,267.538,197.177
5,1364.452,390.209,915.096,227.062,598.072,399.581,479.385,368.421,262.514,279.301,226.182,94.163,219.408,303.678,274.554,238.221,139.993,770.431,412.416,230.452,149.821,282.985,356.040,139.587,169.677,280.409,243.351,117.518,244.325,366.303,200.948,700.568,399.465,542.801,491.985,596.541,651.473,299.554,379.429,460.147,392.294,378.923,241.874,204.054,217.050,221.624,360.563,235.436,222.420,128.804,304.036,782.364,160.736,333.941,230.010,365.559,389.113,910.126,499.150,262.741,298.902,306.839,374.884,191.669,295.132,145.876,99.554,82.592,180.663,195.314,243.581,137.558,521.723,363.297,370.917,345.363,73.639,74.247,266.211,134.688,66.010,323.568,321.177,299.181,380.381,96.052,301.522,559.133,209.302,298.221
6,1226.465,328.313,1276.112,282.566,417.741,564.559,425.192,490.742,339.605,473.673,230.279,200.440,308.230,351.894,184.865,192.551,135.615,620.154,467.169,217.135,164.226,294.473,366.853,226.452,189.774,230.497,276.356,217.015,117.133,302.986,296.452,956.198,236.362,444.895,480.075,659.885,596.484,232.658,255.688,659.547,409.863,256.865,240.052,249.315,248.293,280.050,291.479,444.627,206.559,245.038,396.370,725.062,306.014,259.193,360.010,383.066,364.085,1005.099,306.792,257.267,204.008,335.854,424.589,159.904,314.743,112.746,98.367,76.841,131.821,310.114,282.855,129.571,403.521,370.851,180.125,360.363,127.125,59.274,149.347,119.879,119.819,300.577,306.886,262.301,528.083,195.662,268.457,337.041,287.330,331.106
7,1378.395,488.754,857.680,220.240,403.940,403.529,650.308,297.333,451.605,476.796,140.993,135.042,257.190,315.050,102.257,247.868,72.844,616.054,411.377,182.774,180.467,214.030,209.473,152.667,249.213,397.205,435.397,176.263,231.229,352.905,194.103,614.216,398.795,532.713,572.677,555.566,915.703,252.264,174.241,824.713,347.771,394.529,187.141,279.454,259.624,259.716,339.269,319.655,181.706,365.924,342.087,571.682,194.436,307.025,468.101,219.020,403.631,1099.991,363.775,463.022,241.136,235.343,334.116,114.346,272.324,76.209,125.417,69.561,135.847,369.410,176.650,172.364,430.479,163.802,93.729,342.341,132.938,144.884,263.705,49.234,174.933,164.541,344.658,292.458,597.964,247.026,253.033,402.786,205.642,356.204
8,1576.401,332.269,1185.652,177.279,522.133,415.110,422.962,493.233,392.946,333.274,211.123,141.578,305.431,512.378,132.297,158.507,194.519,743.069,543.701,249.361,210.128,347.423,309.280,107.294,278.598,345.140,254.557,179.642,178.819,289.820,284.471,756.189,332.016,447.760,320.406,597.377,758.451,127.668,259.634,528.420,492.131,244.329,365.948,346.677,247.022,216.894,436.218,320.055,326.741,249.272,372.754,741.039,227.771,280.941,376.434,282.184,281.716,1075.838,248.625,352.963,232.742,300.606,478.318,102.963,302.750,127.448,137.180,94.764,57.774,325.238,270.607,130.740,312.245,286.644,182.219,404.824,45.125,143.849,161.137,33.411,127.286,217.514,313.354,245.807,400.357,278.429,283.185,367.520,345.981,176.664
9,1174.764,245.761,1082.011,192.969,431.096,444.294,544.202,444.113,336.719,266.469,190.260,149.572,227.891,359.928,90.662,134.728,210.941,700.023,338.273,244.704,119.995,300.731,380.607,146.651,231.659,311.474,330.977,97.263,203.349,437.858,290.000,767.946,315.551,643.889,437.692,511.303,732.176,266.026,207.438,598.133,506.941,397.503,230.622,319.200,239.552,218.035,308.529,344.236,206.196,174.930,219.797,790.341,300.779,247.008,430.101,318.309,284.965,1139.459,229.292,328.415,225.114,330.774,229.295,156.824,258.625,106.587,143.597,128.662,152.579,228.381,179.547,272.545,364.862,350.990,185.083,420.253,52.368,124.342,244.211,53.610,84.171,216.550,360.456,361.530,568.988,339.831,153.217,196.959,215.566,83.513
10,1128.898,556.015,1188.697,170.729,504.187,494.500,625.750,399.057,361.292,314.407,119.877,131.789,189.362,407.006,177.405,211.051,145.104,651.723,434.617,158.291,218.667,224.915,359.320,193.706,288.268,260.883,339.529,186.533,270.693,310.019,173.535,668.099,426.354,467.363,461.677,689.828,672.978,230.917,274.357,754.420,458.425,263.277,298.037,277.562,259.619,277.050,326.605,557.773,193.657,349.494,446.449,794.558,300.114,273.008,467.071,328.586,410.121,835.432,475.742,364.096,233.371,361.190,339.884,139.978,200.375,139.701,80.302,139.376,115.447,337.705,265.641,106.468,232.745,162.317,246.375,243.945,41.222,57.897,415.305,26.667,103.343,321.441,440.924,304.253,536.202,270.662,360.598,404.469,379.840,255.903
11,1364.529,363.343,1248.978,278.256,615.440,461.228,369.096,377.755,313.697,467.372,115.500,194.729,317.724,406.017,69.878,220.603,131.170,749.169,364.526,157.874,179.923,292.463,315.620,138.984,333.896,400.579,405.914,177.518,124.343,329.635,173.123,935.739,247.630,524.468,457.880,773.729,947.495,225.000,152.893,568.333,534.935,421.497,308.585,394.031,240.669,306.447,359.244,336.264,115.259,342.462,282.210,725.984,293.521,306.983,245.131,402.171,284.709,854.351,310.383,481.156,273.348,351.650,381.496,92.588,329.294,137.537,96.029,87.631,91.947,155.848,308.889,131.026,493.426,278.446,184.333,235.418,59.972,53.781,164.663,68.993,152.943,257.811,419.291,354.554,417.738,184.597,292.261,334.643,242.915,131.265
12,1118.478,437.903,1010.747,228.411,503.874,400.176,627.115,459.327,244.400,331.513,203.844,229.355,246.851,270.517,367.824,191.838,257.778,716.238,417.708,168.504,231.497,236.677,242.133,212.151,346.177,219.877,319.224,148.190,175.169,441.408,281.574,661.739,403.598,611.462,427.143,620.656,451.538,173.254,253.750,662.367,376.673,319.194,370.541,416.369,278.105,168.071,268.546,263.191,159.937,221.842,365.804,778.581,235.843,531.748,201.606,468.789,452.078,608.640,488.633,265.133,195.447,407.599,353.054,140.235,293.375,135.040,246.518,108.465,47.421,207.057,310.256,119.935,445.840,412.248,126.812,427.780,79.771,157.986,257.989,92.617,127.143,284.342,403.633,175.373,404.429,164.727,362.196,583.918,119.877,354.796
13,1374.650,486.448,1231.416,355.558,571.295,523.074,410.673,384.648,272.562,393.434,259.779,82.410,199.270,350.872,272.230,257.853,221.215,677.792,321.968,253.374,155.246,270.154,244.727,93.397,227.939,298.433,365.701,227.613,251.361,350.450,280.665,654.162,379.661,534.175,358.880,802.254,881.802,236.451,154.857,614.227,422.229,417.290,346.926,294.854,234.934,305.071,318.916,235.600,297.510,287.190,380.543,743.721,246.721,331.294,206.717,337.197,408.447,900.018,345.517,413.133,407.750,308.752,328.109,187.934,240.206,127.547,87.273,111.535,174.026,335.162,218.316,83.545,363.074,292.267,226.250,380.989,96.069,127.068,151.242,68.284,97.448,273.883,342.139,347.675,333.238,217.792,272.804,361.827,257.811,356.708
14,1514.643,452.702,986.472,149.209,373.723,465.316,407.144,445.660,303.838,430.310,153.552,188.602,159.379,267.683,155.284,203.015,182.511,672.423,527.903,259.243,134.513,278.383,298.313,202.373,365.134,354.842,315.833,129.518,236.801,397.047,266.497,768.117,329.087,571.099,382.421,586.902,430.758,307.425,120.705,836.693,639.248,358.555,189.156,396.092,278.022,210.780,392.227,278.209,287.266,175.089,292.623,664.946,274.257,363.563,314.778,328.987,380.986,1043.270,353.558,249.333,292.364,261.409,568.612,111.419,313.324,111.920,231.532,77.280,99.779,209.000,160.786,44.948,282.968,450.455,243.969,421.110,45.944,59.842,220.800,74.312,136.819,319.784,376.962,239.217,368.119,256.740,578.674,314.357,278.047,207.097
15,1106.854,440.590,1120.236,207.853,496.867,456.507,507.077,394.704,296.968,516.345,223.292,117.398,217.282,430.822,288.757,148.243,164.267,771.146,487.662,181.122,165.667,422.905,289.033,101.437,235.945,328.737,362.638,150.818,232.307,413.559,359.361,871.550,371.724,439.421,415.233,630.434,402.956,253.269,233.152,760.287,590.961,306.961,347.681,367.038,208.354,189.199,215.899,200.618,244.517,243.424,376.196,755.969,161.586,277.319,367.131,228.875,350.652,587.676,370.833,403.215,267.417,322.423,407.667,86.544,220.735,128.761,194.489,113.522,123.663,284.743,267.974,174.857,464.202,291.069,183.417,392.549,157.736,148.842,217.621,76.163,78.019,221.396,545.595,397.410,476.905,429.325,517.000,255.990,132.387,164.133
16,1768.573,395.604,1151.938,188.705,451.795,401.676,342.106,471.711,312.584,300.195,147.734,115.265,256.672,308.372,337.608,142.882,207.533,759.100,407.734,193.057,267.882,285.503,362.300,195.222,293.524,350.936,366.017,187.453,118.982,421.256,163.077,918.306,382.622,457.427,432.684,501.328,719.275,152.207,263.170,507.593,637.157,258.181,248.444,259.677,250.972,239.511,288.513,392.827,248.937,247.494,484.232,784.814,245.943,292.336,346.899,339.928,464.496,889.766,275.758,468.096,248.144,388.511,285.388,174.110,235.853,105.174,130.050,127.662,177.437,338.190,149.615,38.208,449.745,325.782,296.812,531.352,112.583,258.479,153.221,64.929,116.267,236.495,363.899,118.289,190.226,372.429,444.033,473.398,399.934,252.097
17,1181.713,336.567,1136.685,309.209,461.524,340.816,240.529,455.208,328.103,453.876,254.013,139.211,285.730,374.417,222.581,204.529,172.785,703.138,319.130,195.735,152.026,396.035,288.300,171.484,238.732,300.158,333.305,195.343,148.386,440.564,299.161,960.613,351.669,533.842,520.932,755.877,452.989,226.565,194.607,622.707,582.294,373.806,231.674,283.815,121.779,186.092,304.403,285.509,172.231,219.924,444.007,685.636,257.864,292.916,240.354,363.447,193.184,919.874,450.233,296.289,203.364,274.942,191.636,142.500,280.912,116.085,66.971,153.637,155.089,286.286,327.009,113.766,218.085,439.366,247.219,438.110,61.972,69.979,220.179,66.979,136.267,252.216,452.089,447.048,214.095,384.896,379.250,443.449,377.085,191.133
18,1325.650,440.791,1106.359,310.705,637.060,316.029,332.673,498.107,333.465,366.973,171.117,204.873,157.557,267.144,199.432,232.390,317.422,705.154,344.942,168.078,152.979,198.602,435.140,177.270,291.780,288.339,419.833,173.255,190.392,384.284,247.348,547.198,311.047,522.778,390.519,648.180,786.352,270.575,146.464,473.960,631.647,277.684,260.941,254.354,312.381,210.830,299.269,227.336,175.979,245.829,323.225,479.659,286.571,333.605,300.505,374.493,274.333,1105.721,255.542,361.037,406.030,188.416,315.891,145.140,298.750,132.214,32.108,121.325,94.500,92.048,180.342,64.325,349.649,222.535,360.656,205.747,59.861,88.349,361.084,110.752,136.476,298.991,421.241,378.880,399.643,193.935,363.217,383.531,255.066,264.717
19,1283.026,305.298,1146.685,241.806,543.940,438.529,371.587,384.063,257.714,404.504,283.649,153.355,183.592,460.022,134.986,243.588,298.326,667.392,448.779,206.096,268.713,273.965,295.880,135.889,222.695,321.877,327.506,234.978,154.783,486.972,345.865,695.072,320.047,421.848,445.053,729.803,424.582,204.316,269.812,699.367,546.301,192.516,368.770,414.469,262.006,130.553,262.529,294.736,251.545,203.171,375.058,795.233,230.279,225.109,370.909,280.322,383.489,767.910,267.650,430.400,313.932,337.474,353.736,126.199,209.882,112.871,97.978,105.446,89.695,59.762,207.521,128.779,242.989,275.455,106.271,235.022,82.535,140.212,367.884,56.674,28.362,224.378,474.924,303.325,318.560,144.104,271.576,339.980,268.047,342.673
20,1518.217,389.127,1098.888,154.984,479.506,472.824,503.058,326.541,291.227,380.168,136.922,136.181,250.023,405.083,163.243,110.059,226.519,864.462,578.597,164.430,223.164,214.428,208.993,135.563,214.079,314.368,405.017,161.080,222.139,405.431,210.923,687.279,515.913,342.708,413.880,535.492,698.352,159.228,286.080,605.407,512.804,480.787,293.363,295.431,196.188,212.241,334.975,371.855,245.399,254.057,570.420,624.116,168.736,482.731,192.404,222.336,375.539,802.180,346.517,343.756,221.523,401.606,399.426,151.162,329.059,108.488,214.777,99.045,68.658,406.438,70.350,59.753,397.266,400.129,315.927,288.374,27.153,53.685,177.474,84.993,87.362,372.108,222.734,250.916,687.881,150.429,432.467,381.969,322.991,220.044
21,1321.682,519.940,1141.185,207.186,532.289,519.897,370.865,520.359,287.881,525.487,200.266,176.958,359.034,448.450,168.824,318.706,105.859,831.908,486.675,236.265,202.579,274.816,303.107,123.111,254.104,388.234,360.960,181.679,303.157,316.483,293.084,819.306,372.465,356.012,377.143,553.434,642.505,169.653,255.750,574.393,502.497,416.903,304.133,251.423,206.354,139.922,208.908,287.936,157.986,395.335,301.152,480.907,204.329,439.798,316.576,554.717,384.993,866.198,236.092,304.741,189.606,197.000,338.271,150.331,210.257,97.383,219.489,101.197,50.947,235.000,309.786,73.571,270.064,401.921,95.000,441.044,62.160,119.034,314.600,23.645,142.838,350.216,281.570,371.699,361.810,404.532,156.902,584.378,201.792,354.531
22,1180.892,435.090,971.270,337.969,469.169,459.044,577.125,485.258,384.557,602.850,183.507,79.512,135.517,393.000,209.568,352.816,95.704,632.323,435.714,155.339,221.554,242.701,460.140,165.349,288.500,431.725,342.839,161.912,334.434,378.275,316.535,677.901,260.803,529.842,266.534,861.410,684.363,313.705,418.714,751.407,592.810,241.561,344.089,346.254,231.221,203.305,376.286,354.691,266.308,311.392,353.000,988.527,234.721,423.437,373.121,424.684,228.865,888.171,411.242,288.526,317.644,245.920,478.062,68.507,276.772,115.791,159.173,49.064,82.511,150.771,202.983,121.844,243.947,226.653,250.167,220.385,61.396,144.260,289.547,69.447,109.895,336.946,388.570,313.361,262.179,228.507,297.663,519.908,386.132,123.761
23,1185.484,426.582,970.326,130.891,496.392,497.324,525.894,516.566,371.957,452.779,168.682,286.898,310.856,371.806,240.284,258.412,247.859,796.354,384.571,232.035,206.344,241.687,326.267,162.183,230.445,326.263,329.563,227.066,206.651,412.848,206.735,541.162,336.661,505.181,442.406,647.967,564.165,305.461,260.732,614.620,512.477,267.942,266.852,335.554,169.757,219.340,299.840,239.964,276.203,254.348,527.652,640.550,323.750,515.706,308.747,328.145,361.255,782.640,315.383,321.778,223.098,244.869,362.465,173.434,260.831,60.493,205.993,146.427,79.958,359.314,235.735,29.403,482.585,191.119,281.969,265.000,39.514,146.699,236.032,55.879,116.838,322.009,465.949,389.289,144.310,177.896,351.750,529.949,343.349,216.389
24,1337.452,486.440,1115.112,223.922,462.512,442.096,574.500,482.277,374.114,326.611,186.929,175.199,179.333,415.522,379.054,283.449,229.467,842.831,502.942,169.461,270.164,318.602,251.700,171.476,395.402,331.339,392.707,133.394,270.307,427.370,190.781,890.730,369.787,483.322,307.910,563.861,492.626,296.736,228.830,848.780,481.902,366.019,254.489,359.900,197.525,250.936,346.429,393.691,279.042,253.684,270.326,635.922,241.943,211.378,257.727,302.678,432.915,632.369,369.100,394.963,341.970,410.715,368.450,200.765,199.184,131.507,99.158,114.943,111.516,269.552,129.496,91.948,517.468,369.723,279.552,294.714,69.750,183.884,228.874,37.191,193.990,505.568,424.823,226.470,638.786,374.896,540.228,388.071,218.840,250.938
25,1526.140,365.142,1051.551,305.473,383.614,463.993,447.250,428.453,281.232,426.416,257.643,162.307,321.937,362.422,378.446,357.625,89.133,685.492,185.584,222.817,244.651,306.403,311.160,148.659,241.213,417.205,425.805,195.774,238.602,383.123,239.071,965.685,243.118,483.556,646.850,616.902,561.011,265.259,217.438,566.820,475.013,347.477,335.156,285.685,327.448,227.170,403.445,232.427,285.524,255.494,376.036,841.907,201.271,323.790,321.758,452.546,333.603,859.703,230.467,398.956,337.780,243.321,381.504,149.904,215.515,137.478,148.827,101.197,100.037,205.590,277.479,127.208,349.957,465.188,184.594,388.714,44.208,139.199,238.779,87.404,72.705,145.523,407.190,334.386,429.595,266.571,186.261,614.571,290.623,351.850
26,1517.618,410.187,1028.303,278.372,595.392,529.493,371.115,479.390,456.162,279.469,256.701,172.717,196.943,388.672,227.297,223.860,219.719,780.977,404.961,213.861,123.923,284.945,306.273,224.563,284.482,385.953,360.810,313.847,171.295,330.701,323.052,881.586,451.252,520.228,371.962,695.574,765.780,435.674,283.821,617.433,482.987,433.974,237.904,312.823,317.773,186.014,244.824,235.300,269.580,151.114,298.739,815.860,250.321,315.286,360.818,280.980,524.766,808.387,253.775,322.319,264.098,327.672,310.744,163.037,220.478,213.478,142.691,67.159,124.374,281.057,207.846,57.065,399.319,425.406,248.448,616.220,70.132,144.219,330.400,81.957,112.352,324.486,511.139,341.554,485.917,207.000,416.728,380.959,319.538,222.177
27,1220.726,429.597,1035.669,271.442,444.699,539.537,365.856,469.912,403.449,442.752,153.584,108.584,297.701,346.467,221.432,151.551,183.296,799.908,459.643,239.713,236.149,313.836,336.347,102.127,324.671,320.778,377.626,150.876,320.361,393.588,295.161,609.604,257.512,476.678,424.180,708.541,985.758,293.295,254.482,646.560,489.444,369.277,244.304,358.892,289.133,398.645,368.168,363.155,249.650,252.968,405.935,740.581,182.557,356.874,280.960,473.303,482.617,924.441,448.608,266.659,257.000,393.956,521.876,134.353,245.309,132.025,123.237,110.707,130.242,214.505,213.838,101.727,419.521,445.990,185.906,299.626,67.062,71.281,254.274,62.248,53.324,137.631,257.228,311.241,186.798,317.766,292.598,195.908,226.594,282.991
28,1148.701,371.634,979.157,243.891,493.880,363.956,539.577,454.063,367.724,398.681,216.643,123.349,262.885,509.289,314.041,193.956,257.193,1025.354,402.260,165.330,228.338,258.925,365.160,169.286,339.091,437.368,358.098,220.124,193.819,296.630,273.613,672.387,354.685,670.836,445.451,612.000,732.000,281.632,216.232,520.960,464.987,308.284,282.215,276.869,187.414,210.858,279.538,237.327,254.490,276.646,343.725,728.473,206.021,317.681,428.444,438.145,285.511,775.261,434.067,360.378,319.015,182.620,331.186,291.360,255.515,109.692,168.036,62.070,132.321,446.810,132.205,120.753,376.660,451.000,160.781,403.703,85.326,123.295,284.411,26.213,113.390,258.874,404.165,213.000,243.536,193.169,326.478,342.041,302.443,157.080
29,1340.019,277.216,1014.899,264.729,553.072,438.956,321.529,474.201,237.400,492.575,210.955,139.018,364.362,554.394,292.284,209.985,290.526,926.200,478.097,291.987,204.682,264.657,425.960,198.103,339.366,405.047,383.707,182.292,224.620,332.398,218.510,606.649,325.780,551.930,510.429,894.541,695.154,286.865,317.473,693.407,516.399,302.252,463.304,400.638,375.072,263.305,201.050,350.382,221.014,210.335,394.239,828.651,222.514,295.126,303.020,436.941,390.872,666.027,460.250,547.756,232.932,234.635,309.543,206.809,316.912,111.881,248.827,106.841,111.937,224.724,347.171,193.935,494.553,360.683,151.396,394.538,48.083,82.322,481.821,61.028,77.286,191.847,288.063,296.036,556.369,177.000,445.000,453.439,220.443,177.841
30,1490.490,560.104,1221.921,108.233,589.018,386.294,392.154,354.421,443.600,289.274,214.195,97.120,324.816,458.283,205.932,177.662,314.370,712.862,411.149,245.622,185.097,227.776,345.067,162.690,286.354,423.152,280.391,148.577,218.669,247.033,293.626,812.513,433.835,599.632,648.902,570.164,541.758,199.725,225.982,732.320,474.150,362.968,78.126,196.631,318.022,315.220,540.706,246.982,230.189,230.152,385.507,794.961,216.043,363.513,337.263,246.368,352.099,896.198,312.042,366.000,243.674,411.591,239.977,191.390,224.809,139.428,65.871,219.019,123.489,272.971,297.043,112.896,328.043,289.515,78.521,389.341,30.049,76.630,171.326,85.149,81.324,274.820,301.557,317.398,395.464,133.753,342.163,446.133,396.132,168.035
31,1213.026,366.545,1057.786,229.667,523.723,629.471,279.875,559.811,365.751,363.062,329.260,163.476,283.931,360.556,186.676,94.529,185.444,651.200,463.844,240.813,204.795,198.095,224.260,169.794,320.183,393.287,287.460,205.723,274.422,394.393,354.135,665.910,376.614,596.684,470.158,779.533,608.901,297.803,223.973,686.853,397.399,268.645,262.637,290.846,202.945,210.426,317.378,325.336,225.608,246.203,236.717,753.031,234.193,263.118,293.101,308.237,375.872,819.468,407.967,380.533,160.538,245.285,461.054,100.243,296.191,93.149,168.712,73.529,89.442,87.048,101.897,178.286,375.021,314.752,152.260,196.033,34.285,101.822,302.958,91.454,132.114,255.712,310.253,289.831,630.238,189.000,320.087,317.582,509.462,261.611
32,1421.293,466.627,960.180,259.953,526.910,366.897,379.337,382.893,505.665,298.894,199.682,147.151,248.603,244.928,226.176,147.007,210.830,717.392,352.312,197.104,175.174,237.080,230.160,107.365,236.616,232.778,288.793,153.577,275.446,353.417,244.852,701.964,396.921,405.257,452.985,569.262,800.637,214.746,417.527,636.760,575.706,409.316,409.556,344.438,264.028,205.177,452.034,447.482,235.140,242.544,226.101,784.527,202.836,314.613,268.848,385.086,389.128,640.261,327.258,177.296,225.674,183.774,260.457,147.309,297.316,83.393,113.180,87.688,69.121,368.762,138.675,136.143,278.691,354.782,242.833,272.538,119.542,103.418,367.032,105.709,109.648,297.099,297.911,127.434,515.500,278.896,309.109,278.122,400.962,241.699
33,1224.350,351.351,1083.331,220.264,393.018,516.243,415.567,436.660,337.622,229.354,282.325,167.392,214.460,379.600,115.919,161.515,88.696,811.454,322.468,195.526,147.149,357.706,478.213,243.103,200.701,304.035,268.293,204.204,245.006,429.986,357.555,631.351,357.929,440.076,471.143,496.828,648.286,274.674,336.866,660.140,527.458,303.252,276.556,317.646,166.326,258.121,383.555,331.255,232.490,268.190,369.768,625.481,248.643,247.319,302.475,311.776,470.262,879.117,575.308,335.704,156.053,191.978,420.372,142.831,219.904,137.627,162.791,179.618,88.647,169.467,206.872,19.961,223.287,173.099,192.094,403.813,95.347,44.582,231.358,81.780,167.571,305.613,470.038,243.687,284.821,433.883,349.848,300.857,270.906,112.230
34,1366.019,464.791,1043.348,183.713,414.259,647.610,510.452,400.038,312.616,416.894,254.338,111.783,268.931,288.267,360.189,141.551,182.081,727.777,539.292,184.030,219.021,232.915,237.480,154.976,224.091,335.673,286.368,180.547,171.488,400.773,272.581,724.739,283.622,560.801,393.632,478.262,550.484,199.492,230.411,807.320,449.203,336.477,386.393,191.308,245.409,193.652,331.218,312.400,265.783,278.513,300.007,688.070,210.257,273.630,350.222,277.829,385.128,678.883,249.817,222.289,190.000,316.766,315.496,78.963,258.787,124.930,110.791,32.618,125.616,429.257,142.667,145.779,334.436,514.891,110.031,278.802,48.340,84.671,168.768,33.404,129.895,139.243,451.949,381.398,373.810,221.234,208.446,196.337,337.755,192.133
35,1342.452,384.590,1343.663,292.395,446.982,557.522,640.510,491.604,289.859,270.850,241.688,100.482,186.874,330.144,171.622,207.184,275.452,672.185,453.214,226.652,167.246,244.642,273.900,169.405,214.360,361.784,209.310,105.774,206.066,320.853,322.077,445.622,370.992,485.222,308.947,707.303,618.033,225.326,155.589,491.053,578.876,424.406,278.348,306.008,153.939,210.418,271.798,299.882,198.832,257.513,314.775,616.597,291.650,364.076,382.061,245.691,264.255,673.541,244.150,504.356,168.750,224.168,423.589,137.728,213.581,74.940,114.417,65.045,94.221,204.333,135.162,156.922,321.904,233.297,200.844,236.736,40.778,184.952,381.168,100.482,115.086,243.288,381.456,201.181,545.262,229.922,355.283,445.092,402.283,213.929
36,1361.331,476.806,1314.478,203.543,571.994,464.081,383.721,526.151,380.362,368.000,272.493,73.361,349.874,289.094,257.919,186.750,259.741,763.123,323.156,159.465,186.985,195.119,220.593,160.143,219.323,256.257,328.609,89.620,239.193,348.242,238.658,577.369,305.008,442.193,431.414,665.820,591.923,122.259,338.330,614.567,350.797,315.477,201.059,311.231,217.442,182.255,419.235,421.227,199.776,159.386,356.761,780.240,365.843,362.218,146.283,370.868,346.220,816.414,333.525,379.622,252.045,359.219,399.287,129.985,219.772,240.662,98.029,46.815,109.316,234.057,230.103,97.260,312.660,371.347,224.896,313.484,83.625,90.774,231.621,171.518,118.381,195.369,443.089,336.253,341.595,251.468,282.120,300.429,308.670,187.336
37,1395.318,483.119,1094.601,228.109,625.837,404.250,375.288,433.396,449.989,465.212,202.701,162.741,199.534,424.022,145.081,140.684,208.200,739.815,395.812,234.200,193.308,259.085,206.693,150.437,437.530,342.737,446.759,167.336,210.916,360.313,346.258,632.811,321.039,475.497,416.722,622.811,634.703,161.104,149.295,480.493,491.399,421.381,263.919,449.262,238.436,155.837,187.134,144.391,132.175,214.823,470.116,704.605,302.700,234.571,372.970,398.651,396.440,940.405,241.817,320.926,189.644,272.774,433.527,112.993,257.743,77.333,109.669,101.306,91.532,360.429,158.239,115.584,261.415,375.446,277.583,357.110,19.521,36.562,330.926,92.780,104.038,379.631,355.785,313.771,422.036,141.442,590.413,455.327,351.660,151.469
